otu	method	C	CWM	RM	FRM	CWM-C	RM-C	RM-CWM	FRM-C	FRM-CWM	FRM-RM
Porphyromonadaceae (OTU 8)	Kruskal-Wallis rank sum test	0	0.001	0	0	0.01805996941062174	0.44914667291196353	0.004311400216432648	0.5556897902827946	0.024530233009886413	NA
Alistipes (OTU 18)	Kruskal-Wallis rank sum test	0	0.001	0	0	0.00793392321344081	NA	0.00793392321344081	NA	0.04512694888867611	NA
Bifidobacterium (OTU 28)	Kruskal-Wallis rank sum test	0.0075	0.004	0.002	0	1	0.014396823364680816	0.11262134882299632	0.013532984308275407	0.014396823364680816	0.09382122283935415
