day	statistic	p.value	parameter	method	1RM1	C	M1	p.value.adj
1	13.400345423143346	0.0012306993283017348	2	Kruskal-Wallis rank sum test	1500	61066666.66666667	1625000	0.0037673526895179105
2	13.259412780656309	0.0013205507555799528	2	Kruskal-Wallis rank sum test	3666.666666666665	112000000	5600000	0.0037673526895179105
5	13.124423963133637	0.0014127572585692165	2	Kruskal-Wallis rank sum test	0	144000	0	0.0037673526895179105
7	6.733496332518343	0.034501648749050436	2	Kruskal-Wallis rank sum test	0	500	0	0.05899922749154776
3	6.449704142011837	0.03976166304400789	2	Kruskal-Wallis rank sum test	263666.6666666665	17000000	4895000	0.05899922749154776
6	6.235826001955029	0.04424942061866082	2	Kruskal-Wallis rank sum test	0	6166.666666666665	0	0.05899922749154776
8	4.23529411764706	0.1203143884008992	2	Kruskal-Wallis rank sum test	0	0	0	0.13750215817245623
4	2.0152191894127296	0.36509065195841345	2	Kruskal-Wallis rank sum test	0	44000	8833.333333333336	0.36509065195841345
0	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
