day	statistic	p.value	parameter	method	C	1RM1	M1	p.value.adj
7	14	9.118819655545162e-4	2	Kruskal-Wallis rank sum test	2.5310695	3.1958915	2.907986	0.004559409827772581
1	10.971428571428568	0.004145572897988745	2	Kruskal-Wallis rank sum test	0.7349305	1.7043745	1.0618604999999999	0.010363932244971863
2	8.399999999999999	0.014995576820477717	2	Kruskal-Wallis rank sum test	1.7273025	2.2033495	1.660956	0.02499262803412953
5	3.2397660818713447	0.19792184648391392	2	Kruskal-Wallis rank sum test	1.896109	2.7151199999999998	2.7117199999999997	0.2474023081048924
baseline	1.6257309941520433	0.4435851513728247	2	Kruskal-Wallis rank sum test	3.05129	3.1149435	3.192844	0.4435851513728247
