otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Lachnospiraceae (OTU 84)	17.62303347203974	5.260303663866826e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0040128602235784076
Porphyromonadaceae (OTU 8)	17.527922903473424	5.503055182295466e-4	3	Kruskal-Wallis rank sum test	0.017	0	0.023	0	0.004081432593535804
Ruminococcaceae (OTU 118)	17.052360870250663	6.894323418164558e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.004975092844999829
Porphyromonadaceae (OTU 15)	16.986747685185186	7.111915528049439e-4	3	Kruskal-Wallis rank sum test	0	0	0.0165	0	0.004997056436813685
Lachnospiraceae (OTU 71)	16.384824381792384	9.454999544345967e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0064730381495907005
Porphyromonadaceae (OTU 7)	16.23854925914521	0.0010131669268309074	3	Kruskal-Wallis rank sum test	0.0335	0	0.034	0	0.006762889236596307
Ruminococcaceae (OTU 54)	16.15932233483049	0.0010518033284014476	3	Kruskal-Wallis rank sum test	0.0055	0	0	0	0.006849548504467963
Lachnospiraceae (OTU 63)	15.75888745154522	0.001270630922311532	3	Kruskal-Wallis rank sum test	0.005	0	0	0	0.008077582291837596
Ruminococcaceae (OTU 50)	15.417501397689144	0.001492490230456521	3	Kruskal-Wallis rank sum test	0.0035	0	0.0035	5e-4	0.009267323058881189
Lachnospiraceae (OTU 70)	15.298132643061077	0.001578810675629985	3	Kruskal-Wallis rank sum test	0	0	0	0.0025	0.00941351148894985
Bacteria (OTU 108)	15.28775276529555	0.001586546880160087	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.00941351148894985
Lachnospiraceae (OTU 64)	14.92396314843349	0.0018827941573701247	3	Kruskal-Wallis rank sum test	0	0	0.01	0.0045000000000000005	0.010928392174300505
Lachnospiraceae (OTU 133)	14.867448517474187	0.0019334993603279417	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0109839218980332
Clostridiales (OTU 107)	14.671552935665211	0.002119970047240265	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.011792333387773975
Acetatifactor (OTU 79)	14.252853609915606	0.002580418905642191	3	Kruskal-Wallis rank sum test	0.0025	0	0.0025	0	0.01406064995523398
Alistipes (OTU 18)	14.062939178638356	0.0028207215505332505	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.015062653079847558
Clostridiales (OTU 97)	13.559382017965966	0.0035706037165920837	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.01869316063392326
Lachnospiraceae (OTU 135)	13.387499999999951	0.0038693292192467183	3	Kruskal-Wallis rank sum test	0	0	0	0	0.019867517337286037
Porphyromonadaceae (OTU 175)	12.299999999999919	0.006423057576578182	3	Kruskal-Wallis rank sum test	0	0	0	0	0.03128723549161277
Porphyromonadaceae (OTU 194)	12.292682926829185	0.006444936149957686	3	Kruskal-Wallis rank sum test	0	0	0	0	0.03128723549161277
Porphyromonadaceae (OTU 288)	12.299999999999919	0.006423057576578182	3	Kruskal-Wallis rank sum test	0	0	0	0	0.03128723549161277
Akkermansia (OTU 3)	12.184444421923141	0.0067773129676424035	3	Kruskal-Wallis rank sum test	0.0025	0.138	0.081	0.1555	0.032313260042152174
Lachnospiraceae (OTU 46)	12.090579073482425	0.007079228895907167	3	Kruskal-Wallis rank sum test	0.004	0	0	0	0.033160598512407255
Lachnospiraceae (OTU 20)	11.027974062681853	0.01157556696715329	3	Kruskal-Wallis rank sum test	0.013	0.009	0.0015	0.001	0.05328752379706774
Lachnospiraceae (OTU 112)	10.749370483906297	0.013161273152465902	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.05956033782556604
Lachnospiraceae (OTU 34)	10.611760752688149	0.014021612635686125	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0	0	0.06239617622880326
Lachnospiraceae (OTU 81)	10.397001662020147	0.01547612185596477	3	Kruskal-Wallis rank sum test	0.0015	0	0	0.001	0.06773974648430481
Lachnospiraceae (OTU 162)	10.184311714944908	0.01706267196502529	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.07347957120422181
Lachnospiraceae (OTU 33)	9.938372682502882	0.01909732001951964	3	Kruskal-Wallis rank sum test	0	0	0.001	5e-4	0.08093626103510705
Lachnospiraceae (OTU 30)	9.577429101636842	0.022521752409186396	3	Kruskal-Wallis rank sum test	0.001	5e-4	0.004	0	0.0939579358320745
Lachnospiraceae (OTU 189)	9.137335526315802	0.027519578911838642	3	Kruskal-Wallis rank sum test	0	0	0	0	0.11304196260709103
Oscillibacter (OTU 45)	9.007559702264016	0.02919054483917368	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.115976199728987
Ruminococcaceae (OTU 61)	8.780846175186149	0.032351123960339	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.115976199728987
Acetatifactor (OTU 78)	8.855122324159	0.031280437946952636	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.115976199728987
Clostridiales (OTU 154)	8.70731707317063	0.033446319772029956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Lachnospiraceae (OTU 180)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Lachnospiraceae (OTU 184)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Firmicutes (OTU 188)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Clostridiales (OTU 195)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Clostridium XlVb (OTU 201)	8.70731707317063	0.033446319772029956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Firmicutes (OTU 235)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Firmicutes (OTU 279)	8.70731707317063	0.033446319772029956	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Ruminococcaceae (OTU 420)	8.712499999999899	0.03336794804356992	3	Kruskal-Wallis rank sum test	0	0	0	0	0.115976199728987
Acetatifactor (OTU 165)	8.344097222222251	0.03941062072764453	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13490558633693703
Clostridiales (OTU 91)	8.212009921779801	0.04182740261893006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1413660316361307
Lachnospiraceae (OTU 68)	8.167466501948123	0.042674544642334854	3	Kruskal-Wallis rank sum test	0	0.002	0.001	0	0.14242629274379257
Enterobacteriaceae (OTU 2)	8.01338143147119	0.045735959852840735	3	Kruskal-Wallis rank sum test	0.001	0.0045000000000000005	0	0	0.14892074732571312
Lachnospiraceae (OTU 47)	8.0300433773216	0.04539486313909727	3	Kruskal-Wallis rank sum test	0.005	0	0.0025	0.002	0.14892074732571312
Lachnospiraceae (OTU 128)	7.155457262885754	0.0671044677630544	3	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0	0.21586617943054848
Lachnospiraceae (OTU 74)	6.74657435799158	0.08042931069123137	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.2556503089828425
Lachnospiraceae (OTU 31)	6.621408685968837	0.08499546944933026	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2669857687408374
Bacteroides (OTU 1)	6.467821556132805	0.09094021727442637	3	Kruskal-Wallis rank sum test	0.241	0.47750000000000004	0.1335	0.45399999999999996	0.270908455457183
Lachnospiraceae (OTU 4)	6.004368633649469	0.11139787490790207	3	Kruskal-Wallis rank sum test	0.0565	0.0885	0.013999999999999999	0.036500000000000005	0.270908455457183
Lactobacillus (OTU 9)	6.135042629939348	0.10522179483850347	3	Kruskal-Wallis rank sum test	0.008	0.001	0.014499999999999999	0.002	0.270908455457183
Ruminococcaceae (OTU 65)	6.0661028262088115	0.10843809632083665	3	Kruskal-Wallis rank sum test	5e-4	0.0015	0	0.0015	0.270908455457183
Lachnospiraceae (OTU 110)	6.259379104281586	0.0996506422481191	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.270908455457183
Clostridiales (OTU 141)	6.3069152431012085	0.09759635475921252	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Coriobacteriaceae (OTU 158)	6.54287280701752	0.08798695448194821	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Clostridiales (OTU 171)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 190)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 212)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 246)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 303)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Bacteroidetes (OTU 304)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 311)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 353)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 385)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 416)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Clostridiales (OTU 519)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 597)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Firmicutes (OTU 649)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 767)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 1087)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 1495)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 1621)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Porphyromonadaceae (OTU 2089)	5.999999999999857	0.11161022509471959	3	Kruskal-Wallis rank sum test	0	0	0	0	0.270908455457183
Lachnospiraceae (OTU 77)	5.962740384615387	0.11343712496487092	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.27286227356414894
Lactobacillus (OTU 13)	5.714195299596578	0.12637410800751878	3	Kruskal-Wallis rank sum test	0.011	0.0165	0.0115	0.0035	0.30126684676792426
Lachnospiraceae (OTU 42)	5.625442431813484	0.13132534239076107	3	Kruskal-Wallis rank sum test	0	0	0	0	0.310299702817108
Clostridiales (OTU 115)	5.451700498575523	0.14155617249355873	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.3315394566296507
Lachnospiraceae (OTU 17)	5.342180682473029	0.14838864859238185	3	Kruskal-Wallis rank sum test	0.002	0.006	0.002	0.0025	0.34451973194926916
Lachnospiraceae (OTU 104)	5.320898622981941	0.1497520449302633	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3446878965205199
Turicibacter (OTU 5)	4.712084651364003	0.19413515576626217	3	Kruskal-Wallis rank sum test	0.017499999999999998	0.03949999999999999	0.002	0.0235	0.3476950263557359
Blautia (OTU 19)	5.116670052824032	0.16345064072274784	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridium XlVa (OTU 22)	5.034715134318616	0.16927270953627077	3	Kruskal-Wallis rank sum test	0.007	0.012	0.0025	0.0035	0.3476950263557359
Bifidobacterium (OTU 28)	4.310257253819488	0.22985226962802421	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 29)	5.232230237070778	0.15556081106365727	3	Kruskal-Wallis rank sum test	0.004	5e-4	5e-4	0.0045000000000000005	0.3476950263557359
Lachnospiraceae (OTU 36)	4.331680062041731	0.2278044504514032	3	Kruskal-Wallis rank sum test	0.0035	0.002	0	0.001	0.3476950263557359
Lachnospiraceae (OTU 62)	5.070595539540328	0.16670018001776307	3	Kruskal-Wallis rank sum test	0.002	0	0.001	0	0.3476950263557359
Lachnospiraceae (OTU 75)	4.904725284115147	0.1789080491778377	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 83)	4.501150035385696	0.2121877297653457	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 85)	4.594216417910445	0.2040387884130441	3	Kruskal-Wallis rank sum test	5e-4	0	0	5e-4	0.3476950263557359
Lachnospiraceae (OTU 86)	5.087303303014753	0.16551485843813377	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 90)	4.957906105990787	0.17490554314207377	3	Kruskal-Wallis rank sum test	0	0	0.0025	0	0.3476950263557359
Ruminococcus (OTU 93)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 94)	4.958995744399374	0.17482441873345347	3	Kruskal-Wallis rank sum test	0	5e-4	0.0025	0.0015	0.3476950263557359
Lachnospiraceae (OTU 103)	5.187873561471738	0.15854582828579877	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.3476950263557359
Lachnospiraceae (OTU 113)	5.0234074287913835	0.17009113958003724	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Oscillibacter (OTU 119)	4.606954811086026	0.20294627398491832	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 120)	4.676014957264973	0.19711730600073238	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridium IV (OTU 126)	4.832142857142849	0.18450926372740797	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Erysipelotrichaceae (OTU 142)	5.118749999999977	0.16330536146658994	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 152)	4.862500000000035	0.18214692773484598	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 157)	4.387796301642321	0.22251962467177894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 161)	4.511298925248641	0.21128466054601366	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 185)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 193)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridiales (OTU 208)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Bacteria (OTU 209)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Bacteria (OTU 215)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Ruminococcaceae (OTU 219)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Bacteria (OTU 223)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 225)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Bacteria (OTU 232)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Oscillibacter (OTU 236)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 238)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 239)	4.989062499999971	0.172599795980811	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Coriobacteriaceae (OTU 252)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 266)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Anaeroplasma (OTU 302)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 307)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridiales (OTU 329)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridiales (OTU 341)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Porphyromonadaceae (OTU 372)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Ruminococcaceae (OTU 407)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 415)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Porphyromonadaceae (OTU 426)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Burkholderiales (OTU 522)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridia (OTU 529)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Porphyromonadaceae (OTU 547)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Porphyromonadaceae (OTU 595)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Ruminococcaceae (OTU 605)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Firmicutes (OTU 644)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Firmicutes (OTU 657)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 726)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Porphyromonadaceae (OTU 961)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Clostridium IV (OTU 978)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Acetatifactor (OTU 1355)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 1718)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Firmicutes (OTU 1868)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 2217)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 2486)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 3337)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 5296)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Ruminococcaceae (OTU 5299)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Ruminococcaceae (OTU 5461)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Lachnospiraceae (OTU 5519)	4.249999999999847	0.23570336992654758	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3476950263557359
Enterobacteriaceae (OTU 176)	4.228125000000083	0.23786108121791943	3	Kruskal-Wallis rank sum test	0	0	0	0	0.34895004772079385
Lachnospiraceae (OTU 144)	4.1554054054053635	0.24516474692922274	3	Kruskal-Wallis rank sum test	0	0	0	0	0.357699384863948
Lachnospiraceae (OTU 26)	4.136778641396926	0.24706825719886952	3	Kruskal-Wallis rank sum test	0.003	0.007	5e-4	0.001	0.3585175253918378
Lachnospiraceae (OTU 116)	4.108902157687628	0.24994224224922704	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.3607274523272628
Lachnospiraceae (OTU 24)	3.7947433670907373	0.284498157695047	3	Kruskal-Wallis rank sum test	0.004	0.006500000000000001	0.006500000000000001	5e-4	0.40839251669127713
Clostridium XlVb (OTU 51)	3.6052575357364707	0.30736496603616864	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.43885799963452954
Acetatifactor (OTU 206)	3.5339714714714776	0.31638278942861137	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4493308764757406
Dorea (OTU 134)	3.5142857142857333	0.3189140326627159	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4505293477298685
Erysipelotrichaceae (OTU 39)	3.4262476056286206	0.33045428502263435	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.46437523211075454
Lachnospiraceae (OTU 131)	3.3312500000000784	0.3433168558450225	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4680534162690682
Ruminococcaceae (OTU 147)	3.3292682926830044	0.3435897737405894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4680534162690682
Lachnospiraceae (OTU 150)	3.3292682926830044	0.3435897737405894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4680534162690682
Streptococcus (OTU 166)	3.3292682926830044	0.3435897737405894	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4680534162690682
