day	C-WM	WMN-WM	WMN-C	CN-WM	CN-C	CN-WMN	method	WM	C	WMN	CN	p.value.adj
6	5.244755244755245e-4	0.2222222222222222	0.05454545454545454	NA	NA	NA	Kruskal-Wallis rank sum test	8.172	69.922	5.6025	NA	0.001889908958427197
-1	1.905215527506549e-4	0.19487179487179485	0.006144320076208621	NA	NA	NA	Kruskal-Wallis rank sum test	18.692999999999998	68.997	13.636500000000002	NA	0.0012674236314980695
4	2.644588670760644e-9	0.31464114832535883	6.683375104427736e-4	4.457784778150911e-5	0.759170653907496	0.014285714285714287	Kruskal-Wallis rank sum test	19.985	63.737	21.109	61.157	1.6067913550920467e-6
0	0.0032634032634032634	0.11126285479226655	0.004195804195804196	0.0032634032634032634	0.344988344988345	0.004195804195804196	Kruskal-Wallis rank sum test	19.976	8.7045	14.99	10.563500000000001	6.850474961794469e-4
30	0.006493506493506494	0.06666666666666667	0.014285714285714287	NA	NA	NA	Kruskal-Wallis rank sum test	44.242000000000004	79.80250000000001	51.138999999999996	NA	0.002861866100070246
