otu	method	WM	C	WMR	CWM	RM	FRM	WMC	1RM1	WMN	CN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-FRM	WMN-WMC	WMN-1RM1	CN-WM	CN-C	CN-WMR	CN-CWM	CN-RM	CN-FRM	CN-WMC	CN-1RM1	CN-WMN
Lachnospiraceae (OTU 20)	Kruskal-Wallis rank sum test	0	0	0.0015	0	0	0	0	0	0	0	0.6704243463508408	0.06213403976848843	0.018512682037686336	0.6704243463508408	0.9379995185952886	0.018512682037686336	NA	0.6704243463508408	0.018512682037686336	0.6704243463508408	NA	0.6704243463508408	0.09664057315588011	0.6704243463508408	NA	0.38260471039705024	0.36797332360070123	0.4700822176632045	0.4292624636770818	0.2225100505654484	0.4473615549683165	NA	0.6704243463508408	0.09664057315588011	0.6704243463508408	NA	NA	0.4473615549683165	NA	0.6704243463508408	0.050014366174661956	0.6704243463508408	NA	NA	0.36797332360070123	NA	NA	0.6704243463508408	0.09664057315588011	0.6704243463508408	NA	NA	0.4473615549683165	NA	NA
Lactobacillus (OTU 23)	Kruskal-Wallis rank sum test	0.0035	0	0.0015	0.001	0	0	0.001	0.0025	0.001	0.0025	0.13060133761895762	0.7518988885380904	0.2165794324919955	0.1367351391584453	0.5535452600847228	0.4788659359061231	0.13060133761895762	0.5535452600847228	0.1367351391584453	0.33704827942207766	0.13060133761895762	0.33704827942207766	0.1367351391584453	0.2010466610276399	0.752690751758769	0.26089565644477053	0.9416040636018935	0.33704827942207766	0.7518988885380904	0.5535452600847228	0.3612550347265191	0.8519460884189735	0.17676263897129574	0.8671322880195139	0.32485595253235194	0.1367351391584453	0.1367351391584453	0.33704827942207766	0.531212527788834	0.33704827942207766	0.752690751758769	0.660623946429608	0.20891105794532044	0.2010466610276399	0.6646713512847182	0.7070585578465861	0.5535452600847228	0.2010466610276399	1	0.33704827942207766	0.18121415926340673	0.1367351391584453	0.33704827942207766	0.8389682428967405	0.8396276433908321
Lachnospiraceae (OTU 26)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0015	0	0	0.3391592768377373	0.7209087662585635	0.625230321338493	0.13582188516880217	0.45246451662209647	0.30534620242678545	0.20795961569086674	0.4890998094299471	0.3391592768377373	NA	0.3391592768377373	0.625230321338493	0.4890998094299471	NA	NA	0.4890998094299471	0.7007864302149359	0.6613620463648553	NA	NA	NA	0.6613620463648553	0.1670682710205391	0.5123214289717981	0.09790813223263191	0.13582188516880217	0.31878701893392514	0.45246451662209647	0.45246451662209647	1	0.7007864302149359	0.45246451662209647	0.4890998094299471	0.625230321338493	0.7209087662585635	0.31878701893392514	0.3391592768377373	0.625230321338493	0.4890998094299471	NA	NA	NA	NA	0.31878701893392514	0.625230321338493
Bifidobacterium (OTU 28)	Kruskal-Wallis rank sum test	0.0085	0	0	0	0	0	0	0.0125	0.004	0	9.279726398702019e-5	0.037025745389897044	0.7771705786875759	9.279726398702019e-5	0.4928452743219575	NA	7.45440770021197e-4	0.5821664354828202	NA	NA	0.026120267523791527	0.4928452743219575	0.6385261699905871	0.17649841271712988	0.29227597291330415	0.06502855462255204	0.7962534147376392	NA	NA	NA	0.7101921040321013	0.7962534147376392	8.285087045588568e-5	0.029684775868570504	8.285087045588568e-5	4.170628862781376e-4	0.014291735601150305	0.049922201896233795	0.7195845093890257	8.285087045588568e-5	0.03241640374035243	8.418285084868223e-5	5.461537857995238e-4	0.019893453918110725	0.05650131341857366	0.393073593073593	0.03241640374035243	0.11340246675501098	0.3953993752971244	0.037025745389897044	0.08172007414719312	0.6822620108162553	0.4928452743219575	0.015127478914988102	0.02674353337204752
Lachnospiraceae (OTU 32)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	0.7200854090434957	0.2509309338448765	0.22999743170404258	0.7200854090434957	0.9379995185952886	0.2509309338448765	NA	0.7200854090434957	0.22999743170404258	0.7200854090434957	NA	0.7200854090434957	0.2776517793729504	0.7200854090434957	NA	NA	0.8237104290389372	0.5405787696033972	0.8237104290389372	NA	NA	0.2776517793729504	0.2776517793729504	0.7200854090434957	0.2776517793729504	0.2509309338448765	0.37273932171409074	0.6993721567752884	NA	0.7200854090434957	0.2509309338448765	0.7200854090434957	NA	NA	NA	0.2776517793729504	NA	0.7200854090434957	0.2776517793729504	0.7200854090434957	NA	NA	NA	0.37273932171409074	NA
Erysipelotrichaceae (OTU 39)	Kruskal-Wallis rank sum test	0	0	0.004	0	0	0	0	0.016	0	0	0.08063139779333844	0.19777987135297903	0.00654315531424227	0.09669289913784887	0.9689882819891874	0.008925485773659054	0.07765626257360378	0.6009459979177498	0.009345440573653755	0.573571075357641	0.19777987135297903	0.7221427959264771	0.07179014005865379	0.7221427959264771	NA	0.41653216498514145	0.8172074519675772	0.19777987135297903	0.8172074519675772	NA	NA	0.009345440573653755	1.389962603757509e-4	0.06753246753246754	2.792065831081719e-4	9.731467346489877e-4	0.010835877429386227	0.07179014005865379	0.7956608862276059	0.12117380468193818	0.12506894178505262	0.13197273448777297	0.09390160346853936	0.21864350968385182	0.4440501250182884	0.008925485773659054	0.19777987135297903	0.7221427959264771	0.07179014005865379	0.7221427959264771	NA	NA	NA	0.010835877429386227	0.21864350968385182
Lachnospiraceae (OTU 42)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 49)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	0.7406592778733098	0.24089369649108147	0.18399794536323405	0.7406592778733098	0.9071519578641629	0.2358242093337148	NA	0.7406592778733098	0.18399794536323405	0.7406592778733098	NA	0.7406592778733098	0.2826296605016211	0.7406592778733098	NA	NA	0.8308731284218844	0.7207716928045296	0.8308731284218844	NA	NA	NA	0.7406592778733098	0.2826296605016211	0.7406592778733098	NA	NA	NA	NA	0.7406592778733098	0.2358242093337148	0.7406592778733098	NA	NA	NA	NA	NA	0.7406592778733098	0.2826296605016211	0.7406592778733098	NA	NA	NA	NA	NA
Ruminococcaceae (OTU 52)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0	0.28278641858763415	0.36472143206401836	0.02751796417564825	0.32123759385737566	NA	0.0313926680912954	0.37336600948421134	NA	0.0856028558022228	NA	0.499891823437464	NA	0.2238584098666599	NA	NA	0.6830913983096087	NA	0.37336600948421134	NA	NA	NA	0.499891823437464	NA	0.2238584098666599	NA	NA	NA	NA	0.4521719972745942	NA	0.15465268135301133	NA	NA	NA	NA	NA	0.499891823437464	NA	0.2238584098666599	NA	NA	NA	NA	NA	NA
Butyricicoccus (OTU 56)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0	NA	0.09033513618415556	0.014717790681480677	NA	NA	0.016813387349548074	NA	NA	0.04599948634080851	NA	NA	NA	0.10598612268810789	NA	NA	NA	NA	0.2702893848016986	NA	NA	NA	NA	NA	0.10598612268810789	NA	NA	NA	NA	NA	NA	0.08334939514126105	NA	NA	NA	NA	NA	NA	NA	0.10598612268810789	NA	NA	NA	NA	NA	NA
Ruminococcaceae (OTU 60)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 62)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 63)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	0.11277829954747629	0.3864762307712326	0.11277829954747629	0.20025904550890355	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA	NA	NA	NA	NA	NA	0.2684169329809899	NA	NA
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0.0045000000000000005	0	0	NA	0.13687141846084175	0.012264825567900563	0.6580115225553763	0.45421956199172475	0.06785671411145561	NA	NA	0.05111054037867613	0.6016479811443786	NA	NA	0.20187832892972932	0.6894978303556242	NA	NA	NA	0.45048230800283107	0.779434528427275	NA	NA	0.01952327460671194	3.5437629123455036e-4	0.402061637852472	0.0025069489725635112	0.004609880371219857	0.03491139830104433	0.14189861596503384	0.5848506945855984	0.2938572523970977	0.23508736336905733	0.7244600409691969	0.45421956199172475	0.6203030930553286	0.7244600409691969	0.02084848857362785	NA	NA	0.20187832892972932	0.6894978303556242	NA	NA	NA	0.03491139830104433	0.6203030930553286
Lachnospiraceae (OTU 72)	Kruskal-Wallis rank sum test	5e-4	0	0	0	0	0	0	0.001	0	0	0.005777544412897466	0.1816177755237276	NA	0.010700237428453004	NA	NA	0.02833815950634582	NA	NA	NA	0.09997232878445476	NA	NA	NA	NA	0.242695921079462	NA	NA	NA	NA	NA	0.5913745961411441	2.7940292916602965e-4	0.07586920439303585	5.387284983061551e-4	0.0036081132462218624	0.02833815950634582	0.09997232878445476	0.23457706645642568	0.07952886322049964	0.42604066516973627	0.09997232878445476	0.1632039107175195	0.31227700584039564	0.49804105071592764	0.07928274762971929	0.09997232878445476	NA	NA	NA	NA	NA	NA	0.02833815950634582	0.31227700584039564
Lachnospiraceae (OTU 75)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0.001	0	0	NA	0.07109709792271503	0.009266757095747093	NA	NA	0.012703448219658542	NA	NA	0.03258296949140603	NA	NA	NA	0.1143977197268466	NA	NA	NA	NA	0.2871824713518048	NA	NA	NA	0.029253716915753007	0.002189019331081326	0.5774161557718706	0.0032616479318219307	0.010568547343467852	0.04768362398883452	0.13366718677263073	NA	NA	0.05725008959197729	NA	NA	NA	NA	0.02275657848418877	NA	NA	0.1143977197268466	NA	NA	NA	NA	0.04768362398883452	NA
Lachnospiraceae (OTU 81)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0	NA	0.08863014210939607	0.01456833397534319	NA	NA	0.016619647813038742	NA	NA	0.04531915895411795	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	0.2635524772829727	NA	NA	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	NA	NA	0.08187494895159422	NA	NA	NA	NA	NA	NA	NA	0.10369911633529098	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 84)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 88)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Clostridiales (OTU 91)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	5e-4	0	0	NA	0.039565674823745046	0.001669486169693867	NA	NA	0.0027950942834814117	NA	NA	0.01092319565595154	NA	NA	NA	0.06691835974436683	NA	NA	NA	NA	0.1618625529663457	NA	NA	NA	0.08384769226178827	0.009678850304716852	0.6492108060096152	0.013332957055339878	0.039565674823745046	0.11711200966091287	0.2741607255877162	0.2622741366119291	0.08384769226178827	0.11711200966091287	0.10836239262792913	0.1618625529663457	0.29674464629357944	0.49613185356614176	0.29674464629357944	NA	NA	0.06691835974436683	NA	NA	NA	NA	0.11711200966091287	0.29674464629357944
Lachnospiraceae (OTU 102)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 104)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0	0.06717305235547787	0.3833131849960326	NA	0.0874092151177267	NA	NA	0.1505647543781308	NA	NA	NA	0.27652595791792595	NA	NA	NA	NA	0.4491022329755287	NA	NA	NA	NA	NA	0.27652595791792595	0.002174290523884099	0.13118919418445388	0.0032367965308001258	0.013954445668579516	0.06717305235547787	0.17940120668701232	0.20430716783878108	NA	NA	NA	NA	NA	NA	0.03374094340970693	0.27652595791792595	NA	NA	NA	NA	NA	NA	0.06717305235547787	NA
Enterorhabdus (OTU 109)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0	0.7525375380841507	0.7821617374093143	0.8064390219554575	0.7821617374093143	0.9379995185952886	0.8064390219554575	0.5721892662805143	0.7525375380841507	NA	0.7525375380841507	0.7525375380841507	0.7821617374093143	NA	0.7821617374093143	NA	0.7969399646945435	0.8196726328181579	NA	0.8196726328181579	NA	NA	0.3339527302522597	0.029431673341942813	0.2943410773552769	0.029431673341942813	0.029431673341942813	0.1881985829738566	0.3574810835605669	0.7525375380841507	0.24303285336717884	0.5721892662805143	0.3005168308492915	0.2356730633511712	0.4014648242866449	0.6706685957342361	0.46041901429842447	0.7525375380841507	0.7821617374093143	NA	0.7821617374093143	NA	NA	NA	0.1881985829738566	0.4014648242866449
Lachnospiraceae (OTU 120)	Kruskal-Wallis rank sum test	0.001	0	0	0	0	0	0	5e-4	0	0	0.00386113964346351	0.13663379074381796	NA	0.005451843228135556	NA	NA	0.013427400991903805	NA	NA	NA	0.08454567327937938	NA	NA	NA	NA	0.17277931573924377	NA	NA	NA	NA	NA	0.891690117471138	0.009739954783692271	0.2104958352729196	0.013427400991903805	0.04656750348644646	0.13663379074381796	0.2776022898974667	0.13710685786809054	0.09688374981852338	0.42423863106301646	0.13003487115351495	0.17277931573924377	0.31087534373613085	0.49613185356614176	0.27242097424754375	0.08454567327937938	NA	NA	NA	NA	NA	NA	0.13663379074381796	0.31087534373613085
Lachnospiraceae (OTU 128)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
Dorea (OTU 134)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.20182159453572798	0.08170907510894025	0.3227272327410394	0.08170907510894025	0.1457487927700753	0.22594414582828948	0.37675911781158217	NA	NA	NA	NA	NA	NA	NA	0.20182159453572798	NA	NA	NA	NA	NA	NA	NA	0.22594414582828948	NA
Lachnospiraceae (OTU 149)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NA	0.3458634366683197	0.2355527847292345	NA	NA	0.2355527847292345	NA	NA	0.3370535930713917	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	0.563702861650773	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA	NA	0.3458634366683197	NA	NA	NA	NA	NA	NA
