otu	statistic	p.value	parameter	method	C	WM	WMR	p.value.adj
Lachnospiraceae (OTU 653)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 659)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 665)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 666)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 667)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 668)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 672)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridium (OTU 676)	2.4959742351046637	0.2870820781417282	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 679)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 687)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 688)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 706)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 716)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 717)	2.8409090909091046	0.24160417185602764	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 721)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Butyricicoccus (OTU 733)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 739)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 760)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 763)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lactobacillaceae (OTU 766)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lactobacillus (OTU 778)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Erysipelotrichaceae (OTU 784)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 785)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 786)	1.6782407407406772	0.43209043586354523	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 788)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 790)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Roseburia (OTU 795)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 796)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 800)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 803)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 812)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 821)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 825)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 829)	2.8409090909091046	0.24160417185602764	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 834)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 835)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Turicibacter (OTU 843)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Akkermansia (OTU 851)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Proteus (OTU 860)	2.8409090909091046	0.24160417185602764	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Sutterella (OTU 862)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 865)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 867)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Erysipelotrichaceae (OTU 903)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Porphyromonadaceae (OTU 916)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 928)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 945)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroidales (OTU 953)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Erysipelotrichaceae (OTU 955)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Turicibacter (OTU 960)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 964)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 968)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 969)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Enterobacteriaceae (OTU 976)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Erysipelotrichaceae (OTU 979)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 986)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1000)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1013)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 1016)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1019)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Turicibacter (OTU 1021)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1024)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 1036)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridia (OTU 1045)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1055)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Turicibacter (OTU 1059)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1082)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1085)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1093)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1104)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1126)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1135)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lactobacillaceae (OTU 1141)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Turicibacter (OTU 1164)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1173)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1192)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1196)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Acetatifactor (OTU 1209)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Acetatifactor (OTU 1210)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1211)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1212)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Acetatifactor (OTU 1215)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1242)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1244)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 1256)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1259)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1293)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1295)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1298)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Gemella (OTU 1299)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1330)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1335)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Porphyromonadaceae (OTU 1345)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1361)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Prevotella (OTU 1381)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1387)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Alistipes (OTU 1396)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1406)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Porphyromonadaceae (OTU 1412)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1417)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Porphyromonadaceae (OTU 1432)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1462)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1470)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1471)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1473)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1475)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1476)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1478)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1479)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1480)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1481)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1485)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1488)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1490)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1491)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1492)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1495)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1496)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1499)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1500)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1505)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1506)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1507)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1511)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1514)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1517)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1520)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1521)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1522)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1523)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1524)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1527)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Gemmata (OTU 1528)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1530)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteria (OTU 1549)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Porphyromonadaceae (OTU 1559)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1566)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
unknown (OTU 1569)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteria (OTU 1585)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteria (OTU 1595)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1597)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 1609)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Anaerococcus (OTU 1615)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1623)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Akkermansia (OTU 1636)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Akkermansia (OTU 1640)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Akkermansia (OTU 1647)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroidetes (OTU 1657)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1665)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridium (OTU 1669)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Ruminococcaceae (OTU 1678)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridiales (OTU 1685)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1692)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1696)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1706)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 1709)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Akkermansia (OTU 1710)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Clostridium (OTU 1719)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1727)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1743)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroidales (OTU 1748)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1757)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Bacteroides (OTU 1765)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Oxalobacteraceae (OTU 1796)	1.8888888888888564	0.38889556398922914	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Firmicutes (OTU 1805)	1.3636363636362738	0.5056967074374953	2	Kruskal-Wallis rank sum test	0	0	0	0.5290815262785356
Lachnospiraceae (OTU 112)	1.328787878787914	0.5145853031003546	2	Kruskal-Wallis rank sum test	0	0	0	0.5332439305028484
Dorea (OTU 218)	1.328787878787914	0.5145853031003546	2	Kruskal-Wallis rank sum test	0	0	0	0.5332439305028484
Bacteroides (OTU 270)	1.328787878787914	0.5145853031003546	2	Kruskal-Wallis rank sum test	0	0	0	0.5332439305028484
Lachnospiraceae (OTU 294)	1.328787878787914	0.5145853031003546	2	Kruskal-Wallis rank sum test	0	0	0	0.5332439305028484
Romboutsia (OTU 414)	1.328787878787914	0.5145853031003546	2	Kruskal-Wallis rank sum test	0	0	0	0.5332439305028484
Blautia (OTU 240)	1.3192412470992274	0.5170474529153596	2	Kruskal-Wallis rank sum test	0	0	0	0.5347747941581719
Ruminococcaceae (OTU 67)	1.3019890926867868	0.5215268361406772	2	Kruskal-Wallis rank sum test	0	0	0	0.5383822662060603
Bifidobacterium (OTU 38)	1.2190119565923756	0.5436193625119399	2	Kruskal-Wallis rank sum test	0.0055	0.0035	0.0065	0.5601239351878241
Erysipelotrichaceae (OTU 454)	1.2113892548675194	0.5456952400740331	2	Kruskal-Wallis rank sum test	0	0	0	0.5611979457579545
Porphyromonadaceae (OTU 11)	1.1428000175288668	0.5647342520921688	2	Kruskal-Wallis rank sum test	0	0	0	0.5796799600870466
Lachnospiraceae (OTU 137)	1.0648391428738306	0.5871825194600117	2	Kruskal-Wallis rank sum test	0	0	0	0.6015851095599742
Veillonella (OTU 243)	1.047286364792105	0.5923585418583597	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.6057451755726729
Bacteria (OTU 64)	0.8063985254427332	0.6681789429029229	2	Kruskal-Wallis rank sum test	0	0	0	0.6819946729253518
Lachnospiraceae (OTU 31)	0.7321478675645615	0.6934515298200074	2	Kruskal-Wallis rank sum test	0	0	0	0.7064618774714146
Bacteroides (OTU 323)	0.652356902356943	0.7216763919375875	2	Kruskal-Wallis rank sum test	0	0	0	0.7311012701905037
Enterococcus (OTU 349)	0.652356902356943	0.7216763919375875	2	Kruskal-Wallis rank sum test	0	0	0	0.7311012701905037
Methylobacterium (OTU 827)	0.652356902356943	0.7216763919375875	2	Kruskal-Wallis rank sum test	0	0	0	0.7311012701905037
Lachnospiraceae (OTU 367)	0.6343434343434438	0.7282056989658059	2	Kruskal-Wallis rank sum test	0	0	0	0.7363420754905635
Porphyromonadaceae (OTU 21)	0.5915992900808525	0.7439364644498474	2	Kruskal-Wallis rank sum test	0	0	0	0.7508503721120207
Bacteroides (OTU 350)	0.48821548821548433	0.7834032226342913	2	Kruskal-Wallis rank sum test	0	0	0	0.7892169756779595
Lachnospiraceae (OTU 80)	0.19338781824904996	0.9078338432652688	2	Kruskal-Wallis rank sum test	0	0	0	0.9117023332352798
Clostridium_sensu (OTU 422)	0.1922635445362894	0.9083443135916875	2	Kruskal-Wallis rank sum test	0	0	0	0.9117023332352798
Alistipes (OTU 13)	0.13576025744167475	0.9343724712877726	2	Kruskal-Wallis rank sum test	0	0	0	0.9360964057366431
Porphyromonadaceae (OTU 36)	0.10561968895301684	0.9485603693274225	2	Kruskal-Wallis rank sum test	0	0	0	0.9485603693274225
Clostridiales (OTU 57)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Alistipes (OTU 68)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 107)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 108)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 114)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 116)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 117)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 124)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium (OTU 127)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 130)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 132)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 138)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 139)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 141)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 150)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 153)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 158)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 159)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Anaerostipes (OTU 160)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 162)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Firmicutes (OTU 164)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 169)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Ruminococcaceae (OTU 172)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Bacteria (OTU 175)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Lachnospiraceae (OTU 179)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridiales (OTU 184)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Clostridium (OTU 186)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
Porphyromonadaceae (OTU 188)	NaN	NaN	2	Kruskal-Wallis rank sum test	0	0	0	NaN
