otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Lachnospiraceae (OTU 11)	23.583354179695636	3.0517433353586423e-5	3	Kruskal-Wallis rank sum test	0.0325	0	0	0.003	4.3402571880656244e-4
Porphyromonadaceae (OTU 40)	23.126188640452348	3.800963798291864e-5	3	Kruskal-Wallis rank sum test	0	0	0.002	0	4.865233661813586e-4
Porphyromonadaceae (OTU 175)	23.144032921810712	3.768543219945199e-5	3	Kruskal-Wallis rank sum test	0	0	0.001	0	4.865233661813586e-4
Oscillibacter (OTU 57)	22.75051713947992	4.551861546529149e-5	3	Kruskal-Wallis rank sum test	0.0055	0	0	0	5.548935980530772e-4
Porphyromonadaceae (OTU 6)	20.985779398359174	1.0599450001469293e-4	3	Kruskal-Wallis rank sum test	0	0	0.1285	0	0.0012333905456255176
Lachnospiraceae (OTU 110)	20.1313170647283	1.5943084660989922e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0017745346405275738
Acetatifactor (OTU 55)	18.51467702200508	3.444172570699453e-4	3	Kruskal-Wallis rank sum test	0.0085	5e-4	0	0	0.00367378407541275
Acetatifactor (OTU 78)	17.630525284131775	5.241640849269787e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.005367440229652262
Lachnospiraceae (OTU 135)	17.478577738515902	5.633354226127816e-4	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.0055466872380335415
Akkermansia (OTU 3)	16.994445052539398	7.086039613827763e-4	3	Kruskal-Wallis rank sum test	0.005	0.167	0.049	0.0715	0.006602184621340004
Porphyromonadaceae (OTU 122)	16.888888888888896	7.44918436611076e-4	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.006602184621340004
Lachnospiraceae (OTU 148)	16.880440220110057	7.479037266361724e-4	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.006602184621340004
Lachnospiraceae (OTU 133)	16.266872348630923	9.996994742873526e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0079975957942988209
Firmicutes (OTU 155)	16.273148148148138	9.967395175708258e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0079975957942988209
Firmicutes (OTU 188)	16.285714285714278	9.908388854368642e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0079975957942988209
Lachnospiraceae (OTU 58)	15.391760566567118	0.001510699300262706	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.01171936426870463
Porphyromonadaceae (OTU 8)	15.19834837131059	0.0016547571487661643	3	Kruskal-Wallis rank sum test	0.016	0	0.0225	0	0.012103366573832515
Lachnospiraceae (OTU 41)	15.206453201970444	0.0016484555467689756	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0	0	0.012103366573832515
Lachnospiraceae (OTU 36)	14.576412721893478	0.0022168613190260656	3	Kruskal-Wallis rank sum test	0.0115	0.0025	0	5e-4	0.015764347157518687
Bacteria (OTU 108)	14.148872983548946	0.002709357628634287	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.018745825754875066
Lachnospiraceae (OTU 30)	13.607661831856035	0.0034908838664011524	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.023517533415755132
Porphyromonadaceae (OTU 15)	13.44944739524653	0.003758917592017935	3	Kruskal-Wallis rank sum test	0	0	0.0645	0	0.024673920604015163
Lachnospiraceae (OTU 24)	13.360670545009198	0.003918139465012163	3	Kruskal-Wallis rank sum test	0.0085	0.009000000000000001	0	0	0.025076092576077843
Lachnospiraceae (OTU 73)	13.226727756671831	0.00417108715716989	3	Kruskal-Wallis rank sum test	0.006	0	0.001	0	0.02604386127403639
Lachnospiraceae (OTU 4)	13.144603548351766	0.004334101974646449	3	Kruskal-Wallis rank sum test	0.08549999999999999	0.0575	0.01	0.022	0.02641738346451169
Lachnospiraceae (OTU 63)	12.615155509984866	0.005547272869959326	3	Kruskal-Wallis rank sum test	0.005	0	0	0	0.03302562452812994
Lachnospiraceae (OTU 84)	12.461520152332605	0.005958370359119032	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.03466688208941983
Firmicutes (OTU 96)	12.212111604311996	0.006690775392950044	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0380630777910047
Ruminococcaceae (OTU 92)	11.874999999999973	0.007823857336521014	3	Kruskal-Wallis rank sum test	0	0	0	0	0.04087566281937509
Clostridiales (OTU 97)	12.003901729703388	0.00736980677174548	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.04087566281937509
Clostridiales (OTU 208)	11.874999999999973	0.007823857336521014	3	Kruskal-Wallis rank sum test	0	0	0	0	0.04087566281937509
Bacteria (OTU 223)	11.874999999999973	0.007823857336521014	3	Kruskal-Wallis rank sum test	0	0	0	0	0.04087566281937509
Lachnospiraceae (OTU 33)	11.735399740963151	0.008346781815738306	3	Kruskal-Wallis rank sum test	0.002	0	0.002	0.0025	0.04273552289658013
Lachnospiraceae (OTU 31)	11.599132547370976	0.00889045793978222	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.04462661240361271
Lachnospiraceae (OTU 71)	11.359622801326399	0.009932030534466115	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.04889615032352549
Lachnospiraceae (OTU 46)	11.31347431752874	0.010146129982283396	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.0490077221785764
Porphyromonadaceae (OTU 99)	10.954954954954918	0.011971961547519852	3	Kruskal-Wallis rank sum test	0	0	0	0	0.05472896707437647
Porphyromonadaceae (OTU 190)	10.954954954954918	0.011971961547519852	3	Kruskal-Wallis rank sum test	0	0	0	0	0.05472896707437647
Porphyromonadaceae (OTU 194)	10.954954954954918	0.011971961547519852	3	Kruskal-Wallis rank sum test	0	0	0	0	0.05472896707437647
Bacteroides (OTU 1)	10.668576807779491	0.013659883212433143	3	Kruskal-Wallis rank sum test	0.2415	0.4765	0.27849999999999997	0.584	0.061349650918997974
Lachnospiraceae (OTU 66)	10.498645048221093	0.014770091379678262	3	Kruskal-Wallis rank sum test	0.0035	0	5e-4	5e-4	0.06519212746892473
Clostridiales (OTU 115)	10.367845117845109	0.0156847072799197	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.06805567904507531
Ruminococcaceae (OTU 50)	10.055360139408798	0.018101368363915453	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.0772325050193726
Lachnospiraceae (OTU 116)	9.875150086858783	0.019657769647709492	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.08249818081661689
Lachnospiraceae (OTU 102)	9.74773985855351	0.020836760251353014	3	Kruskal-Wallis rank sum test	0.0015	0.002	0	0	0.08603565523139309
Ruminococcaceae (OTU 60)	9.610756649892172	0.02218182317470803	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0901356624242104
Lachnospiraceae (OTU 20)	9.571450455182076	0.02258327102691792	3	Kruskal-Wallis rank sum test	0.0165	0.0055	0	0	0.09033308410767169
Coriobacteriaceae (OTU 204)	9.431372549019624	0.02407276096671693	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09480964319199284
Oscillibacter (OTU 45)	9.329553684591708	0.025215494934003737	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.09780555610765086
Lachnospiraceae (OTU 70)	9.19343118209942	0.026826651304661987	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.10250183185064879
Lachnospiraceae (OTU 17)	9.141682789754931	0.0274652578401857	3	Kruskal-Wallis rank sum test	0.003	0.0075	0.004	0.0085	0.10339861775128734
Lachnospiraceae (OTU 74)	9.102107558139535	0.02796366829893467	3	Kruskal-Wallis rank sum test	0.001	0	5e-4	0	0.1037492620945982
Lachnospiraceae (OTU 34)	9.019022231277738	0.02903904178106382	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.10619992422789054
Lachnospiraceae (OTU 47)	8.936123972944749	0.030152319441590532	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.10871822221193206
Lachnospiraceae (OTU 90)	8.850579402225225	0.03134491643502553	3	Kruskal-Wallis rank sum test	0.002	0	0.001	0.001	0.11144859176897966
Butyricicoccus (OTU 56)	8.794091166332251	0.03215760672143735	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.11277188110531454
Porphyromonadaceae (OTU 7)	8.524315644593983	0.03633185444565372	3	Kruskal-Wallis rank sum test	0.0125	0	0.006	0	0.12568857754172097
Coriobacteriaceae (OTU 158)	8.31857638888888	0.03986669718962498	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.13607832640725329
Lachnospiraceae (OTU 161)	8.196097937307124	0.042128122291032404	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.14190525403295123
Lachnospiraceae (OTU 29)	8.127390080325915	0.04345101177077221	3	Kruskal-Wallis rank sum test	0.003	0.0075	0	0.0025	0.14260844888868826
Acetatifactor (OTU 138)	8.139093137254926	0.04322285639665003	3	Kruskal-Wallis rank sum test	0	0	0	0	0.14260844888868826
Lactobacillus (OTU 13)	8.055238055892188	0.044883789955772434	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0.0125	0.002	0.0075	0.14544620542630055
Anaeroplasma (OTU 89)	7.702702702702748	0.052572635611157	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Lachnospiraceae (OTU 140)	7.708333333333377	0.05244031236373981	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Clostridiales (OTU 179)	7.702702702702748	0.052572635611157	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Lachnospiraceae (OTU 180)	7.708333333333377	0.05244031236373981	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Lachnospiraceae (OTU 184)	7.702702702702748	0.052572635611157	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Coriobacteriaceae (OTU 252)	7.708333333333377	0.05244031236373981	3	Kruskal-Wallis rank sum test	0	0	0	0	0.15833640842889637
Peptostreptococcaceae (OTU 12)	7.408350798000966	0.059960667972057166	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.17639931554040325
Ruminococcaceae (OTU 118)	7.426668466090839	0.05947289397961506	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.17639931554040325
Lachnospiraceae (OTU 128)	7.383180040173366	0.06063726471701361	3	Kruskal-Wallis rank sum test	0	0	0	0	0.17639931554040325
Lachnospiraceae (OTU 81)	7.327118199498438	0.062170938207031026	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.17882876607865103
Lachnospiraceae (OTU 26)	7.248856914935008	0.06437495064655126	3	Kruskal-Wallis rank sum test	0.005	0.012	0	0.001	0.18311097072796803
Lachnospiraceae (OTU 112)	6.873711953075453	0.07603380899205131	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2138973088128037
Olsenella (OTU 114)	6.771230636301925	0.0795581454739304	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.22137918740571938
Turicibacter (OTU 5)	6.74280672437724	0.0805632379083111	3	Kruskal-Wallis rank sum test	0.010499999999999999	0.0495	0.027999999999999997	0.006500000000000001	0.2217654720916951
Ruminococcaceae (OTU 65)	6.647350846932914	0.08402901547731954	3	Kruskal-Wallis rank sum test	5e-4	0.0015	0	5e-4	0.22884497832121067
Pseudoflavonifractor (OTU 69)	6.403500114429566	0.09354690414226648	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.25208428905705493
Blautia (OTU 132)	6.299800099950021	0.09790123066736968	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.26106994844631914
Lachnospiraceae (OTU 125)	6.215368009311898	0.10158951981551399	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2681125471419751
Lachnospiraceae (OTU 76)	6.097805304694484	0.10694754053746779	3	Kruskal-Wallis rank sum test	0.0015	0	0	5e-4	0.2793731671182832
Clostridiales (OTU 154)	5.7440386860096995	0.12474952253532755	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3225846239297359
Alistipes (OTU 18)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Lachnospiraceae (OTU 85)	5.37017960908609	0.14661281857136116	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Lachnospiraceae (OTU 181)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Lachnospiraceae (OTU 183)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Veillonella (OTU 192)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 212)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 253)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Coriobacteriaceae (OTU 260)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Firmicutes (OTU 279)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 280)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 288)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 312)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 338)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 362)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 578)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 917)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Lachnospiraceae (OTU 981)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 1381)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Porphyromonadaceae (OTU 4251)	5.333333333333318	0.1489540067114208	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3231544552383367
Ruminococcaceae (OTU 61)	5.2574942415268255	0.15388442664774776	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3310454892590204
Ruminococcaceae (OTU 37)	5.208804127571467	0.157130622676416	3	Kruskal-Wallis rank sum test	5e-4	0.003	0	0	0.3352119950430208
Clostridium (OTU 22)	5.113843967325315	0.16364823081598168	3	Kruskal-Wallis rank sum test	0.006	0.014499999999999999	0.0025	0.0045000000000000005	0.34339300892533864
Lachnospiraceae (OTU 95)	5.125518990762578	0.16283340469556343	3	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0	0.34339300892533864
Lachnospiraceae (OTU 77)	5.058356424466343	0.16757353487332743	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.34760912278391193
Lachnospiraceae (OTU 104)	5.047202881732913	0.16837316884845735	3	Kruskal-Wallis rank sum test	0	0.001	0	5e-4	0.34760912278391193
Lachnospiraceae (OTU 164)	5.02154033195898	0.1702266333773582	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3486241451568296
Lachnospiraceae (OTU 62)	4.890148766328007	0.180019995630497	3	Kruskal-Wallis rank sum test	0.001	0.001	0.002	0	0.36575491175720026
Enterobacteriaceae (OTU 2)	4.799855546626872	0.18705320308565024	3	Kruskal-Wallis rank sum test	0.001	0.003	0.0025	0.001	0.3741064061713005
Clostridium (OTU 145)	4.818228564082792	0.1856015914088168	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3741064061713005
Lachnospiraceae (OTU 131)	4.751929012345692	0.19088980822803664	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3759762565851119
Ruminococcaceae (OTU 143)	4.7514880952381	0.19092544279712714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3759762565851119
Lachnospiraceae (OTU 32)	4.623398730525103	0.2015439856873931	3	Kruskal-Wallis rank sum test	0.006	0	0	0.0015	0.3879342882403957
Lachnospiraceae (OTU 151)	4.639682539682532	0.20016422691339378	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3879342882403957
Lachnospiraceae (OTU 174)	4.639682539682532	0.20016422691339378	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3879342882403957
Ruminococcaceae (OTU 59)	4.553132504591035	0.20759967085659772	3	Kruskal-Wallis rank sum test	0.001	5e-4	0	0	0.3966083264126046
Bifidobacterium (OTU 28)	4.524832502337178	0.2100859512989766	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.3983852113521334
Clostridiales (OTU 91)	4.450450450450483	0.21675280558989196	3	Kruskal-Wallis rank sum test	0	0	0	0	0.40209216109429236
Clostridiales (OTU 137)	4.453703703703735	0.2164571724976636	3	Kruskal-Wallis rank sum test	0	0	0	0	0.40209216109429236
Lachnospiraceae (OTU 150)	4.453703703703735	0.2164571724976636	3	Kruskal-Wallis rank sum test	0	0	0	0	0.40209216109429236
Lactobacillus (OTU 23)	4.2769259259259265	0.23307210666921174	3	Kruskal-Wallis rank sum test	0.003	0.008	0.002	0.003	0.4075685713489465
Ruminococcaceae (OTU 52)	3.7718805328842206	0.2871738822658322	3	Kruskal-Wallis rank sum test	0.001	0.001	0	0	0.4075685713489465
Lachnospiraceae (OTU 72)	4.291191832858494	0.23168896698256372	3	Kruskal-Wallis rank sum test	5e-4	0	0	5e-4	0.4075685713489465
Lachnospiraceae (OTU 75)	4.24141574220812	0.23654795670668524	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 88)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Ruminococcus (OTU 93)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Ruminococcaceae (OTU 106)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Dorea (OTU 134)	4.037878787878778	0.2574028481447727	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 195)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Bacteria (OTU 209)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Bacteria (OTU 215)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 220)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 226)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 227)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 239)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Bacteria (OTU 248)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 251)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Akkermansia (OTU 264)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 266)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 301)	4.262254901960781	0.2345024302067888	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 351)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 395)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Ruminococcaceae (OTU 420)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 425)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Firmicutes (OTU 471)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 478)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 490)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Bacteria (OTU 582)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 586)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 595)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 700)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Bacteria (OTU 792)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Ruminococcaceae (OTU 819)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 905)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 979)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 1108)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 1212)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 1495)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Porphyromonadaceae (OTU 1595)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 1705)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 1710)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 2504)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Lachnospiraceae (OTU 4036)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridia (OTU 4151)	3.7499999999999316	0.2897557811933916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4075685713489465
Clostridiales (OTU 107)	3.640046296296301	0.30304763358790066	3	Kruskal-Wallis rank sum test	0	0	0	0	0.42163149020925306
Firmicutes (OTU 235)	3.640046296296301	0.30304763358790066	3	Kruskal-Wallis rank sum test	0	0	0	0	0.42163149020925306
Erysipelotrichaceae (OTU 39)	3.3585429978700763	0.33957731176520844	3	Kruskal-Wallis rank sum test	5e-4	5e-4	0	5e-4	0.4699015773615858
Clostridium (OTU 126)	3.196922799422807	0.362248635499585	3	Kruskal-Wallis rank sum test	0	0	0	0	0.49857876713921384
Lachnospiraceae (OTU 68)	3.1355996865462266	0.37118719029115105	3	Kruskal-Wallis rank sum test	0	0.0025	5e-4	0.001	0.5081493086338752
Lachnospiraceae (OTU 117)	2.964818315479941	0.3970813677468586	3	Kruskal-Wallis rank sum test	0.002	5e-4	0	0	0.5407065433148712
Clostridiales (OTU 141)	2.8263888888888666	0.419174239465745	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5647821331748986
Porphyromonadaceae (OTU 258)	2.8263888888888666	0.419174239465745	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5647821331748986
Clostridium (OTU 51)	2.7300432213107535	0.43514588389466174	3	Kruskal-Wallis rank sum test	0.001	0	0	5e-4	0.580194511859549
Lachnospiraceae (OTU 211)	2.7421171171171537	0.4331173151569065	3	Kruskal-Wallis rank sum test	0	0	0	0	0.580194511859549
Lachnospiraceae (OTU 42)	2.1666666666667296	0.5385438054098499	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5839152865350818
Lachnospiraceae (OTU 86)	2.35782214506173	0.5015343034940776	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.5839152865350818
