day	C-WM	WMN-WM	WMN-C	CN-WM	CN-C	CN-WMN	method	WM	C	WMN	CN	p.value.adj
6	5.244755244755245e-4	0.8888888888888888	0.05454545454545454	NA	NA	NA	Kruskal-Wallis rank sum test	1.112946	2.226635	1.1768595	NA	0.002477389412502801
-1	4.7630388187663725e-5	0.5053613053613053	0.006144320076208621	NA	NA	NA	Kruskal-Wallis rank sum test	1.4530539999999998	3.022781	1.267517	NA	9.95616528618795e-4
4	5.0247184744452234e-8	0.19948051948051945	6.683375104427736e-4	8.915569556301822e-5	0.5617006944238065	0.014285714285714287	Kruskal-Wallis rank sum test	1.345569	2.120286	1.1971965	2.3938110000000004	2.9158420532056707e-6
0	4.662004662004662e-4	0.5081365693130399	4.662004662004662e-4	9.99000999000999e-4	0.5727605727605728	7.992007992007992e-4	Kruskal-Wallis rank sum test	1.2029044999999998	0.2459735	1.174644	0.35932850000000005	1.4454025171211455e-4
30	0.014285714285714287	0.17142857142857143	0.014285714285714287	NA	NA	NA	Kruskal-Wallis rank sum test	2.046903	2.7036885	1.6263429999999999	NA	0.006814965163680802
