otu	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	M1-WM	M1-C	M1-WMR	M1-CWM	M1-RM	M1-FRM	M1-WMC	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	1RM1-M1
Erysipelotrichaceae (OTU 39)	Kruskal-Wallis rank sum test	0.001	0	0.0115	0	0	0	0	0	0.0055	1.8587782953675164e-5	0.029455803250098993	4.284702340475017e-6	0.032956683643432946	NA	0.025781919445935615	0.003196496310913034	NA	0.0014390881748622573	NA	0.025781919445935615	NA	0.017977968462830354	NA	NA	0.16431917591816317	NA	0.13647279254986291	NA	NA	NA	0.14595261192462397	0.06282349856286414	0.032956683643432946	0.5039762199898201	0.23027803926502755	0.4574380787004103	0.7728299926844475	0.017977968462830354	6.023356331178981e-7	0.7728299926844475	0.01747682677199319	4.806931842233753e-4	0.010119689509129219	0.09174651468655508	0.029455803250098993
Lachnospiraceae (OTU 46)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7828359248402367	0.07760382707575045	0.06002812751173121	NA	0.7828359248402367	0.28886715307930577	NA	0.7828359248402367	0.10609164052194434	NA	NA	0.7828359248402367	0.2521151716152096	NA	NA	NA	0.8917558535067943	0.6932962498780965	NA	NA	NA	NA	0.7828359248402367	0.2521151716152096	NA	NA	NA	NA	NA	0.7828359248402367	0.2521151716152096	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 49)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0.5037546058290042	4.8392042962760345e-4	1.2670513114058178e-4	NA	0.6189430557223643	0.023565166213968945	NA	0.5397728101118391	0.0013252298617699313	NA	NA	0.616929604345545	0.015092298805658901	NA	NA	NA	0.7687790181458072	0.17770153879122658	NA	NA	NA	NA	0.616929604345545	0.015092298805658901	NA	NA	NA	NA	NA	0.616929604345545	0.015092298805658901	NA	NA	NA	NA	NA
Ruminococcaceae (OTU 52)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0.4231538688963635	0.0347125559375868	0.0347125559375868	NA	0.6065641946079171	0.2392409448523527	0.19454301332715085	0.3365908263568101	0.38477549360023006	0.41995085648034625	NA	0.5909536210046801	0.19454301332715085	NA	0.38477549360023006	NA	0.7687790181458072	0.41995085648034625	NA	0.5909536210046801	NA	NA	0.5909536210046801	0.19454301332715085	NA	0.38477549360023006	NA	NA	NA	0.5909536210046801	0.19454301332715085	NA	0.38477549360023006	NA	NA	NA
Clostridium_sensu (OTU 53)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	0.060503244628569076	0.008390688146931032	0.09843864901878253	NA	NA	NA	0.08119296922654869	NA	NA	NA	0.1558631035837591	NA	NA	NA	NA	0.46871658244620706	NA	NA	NA	NA	NA	0.1558631035837591	NA	NA	NA	NA	NA	NA	0.1558631035837591	NA	NA	NA	NA
Acetatifactor (OTU 55)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.12272656673236262	0.030883586850029135	NA	NA	0.251811126332297	NA	NA	0.14190928026668911	NA	NA	NA	0.2349763202820128	NA	NA	NA	NA	0.4808265882236153	NA	NA	NA	NA	NA	0.2349763202820128	NA	NA	NA	NA	NA	NA	0.2349763202820128	NA	NA	NA	NA	NA
Butyricicoccus (OTU 56)	Kruskal-Wallis rank sum test	0	0	0.0025	0	0	0	0	0	0	0.8075570593088758	0.0028422653739907143	2.6209128064962056e-4	NA	0.8075570593088758	0.07177753044187998	0.6923408947514744	0.8075570593088758	0.017543370774923985	0.8075570593088758	NA	0.8075570593088758	0.04996932133527058	NA	0.8075570593088758	NA	0.8917558535067943	0.3875169292543082	NA	0.8801693107051176	NA	NA	0.8075570593088758	0.04996932133527058	NA	0.8075570593088758	NA	NA	NA	0.8075570593088758	0.04996932133527058	NA	0.8075570593088758	NA	NA	NA
Lachnospiraceae (OTU 62)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	NA	0.003918745281089068	1.428818616254632e-4	NA	NA	0.05101704078313458	NA	NA	0.00755946542754138	NA	NA	NA	0.0384826083220519	NA	NA	NA	NA	0.2053917405910523	NA	NA	NA	NA	NA	0.0384826083220519	NA	NA	NA	NA	NA	NA	0.0384826083220519	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 66)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	NA	0.12886289506898077	0.03334503761985721	NA	NA	0.35592534202738135	NA	NA	0.15964794030002527	NA	NA	NA	0.33644336767651833	NA	NA	NA	NA	0.5314399132997853	NA	NA	NA	0.2940346567140548	0.14376916017270833	0.5314399132997853	0.5314399132997853	0.3409886350655215	0.5314399132997853	0.8114714923186699	0.03334503761985721	0.003744977025237036	0.9004267692258019	0.23090702604528024	0.058993506593253815	0.1851487289790918	0.48618988163642873	0.5314399132997853
Pseudoflavonifractor (OTU 69)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.8075570593088758	0.1075114221366443	0.0995220562356925	NA	0.8075570593088758	0.39922788506489526	0.7788835065954086	0.8075570593088758	0.39922788506489526	0.8075570593088758	NA	0.8075570593088758	0.39922788506489526	NA	0.8075570593088758	NA	0.8917558535067943	0.8075570593088758	NA	0.8801693107051176	NA	NA	0.8075570593088758	0.39922788506489526	NA	0.8075570593088758	NA	NA	NA	0.8075570593088758	0.39922788506489526	NA	0.8075570593088758	NA	NA	NA
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0	0	0.003	0	0	0	0	0	0	0.29288191687703896	0.12337190786791144	3.7100480809852514e-4	0.542792084031803	0.8280321350190509	0.12337190786791144	0.32103540018518956	0.7378991242795475	0.013762883463420937	NA	0.48910376904796476	0.8280321350190509	0.12337190786791144	NA	NA	0.7503531825711874	0.9095401823933096	0.361425749700067	NA	NA	NA	0.8280321350190509	0.12337190786791144	0.29288191687703896	0.44271392231524137	0.20821256110010755	0.40554077456359644	0.7324153718027475	0.9095401823933096	0.44271392231524137	0.29288191687703896	0.6978132276782125	0.41753710416186307	0.6389317293588728	0.8280321350190509	0.8280321350190509
Lachnospiraceae (OTU 74)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.7828359248402367	0.024702218898970615	0.009700071952902338	NA	0.7828359248402367	0.17006734608905208	NA	0.7828359248402367	0.04004633843839297	NA	NA	0.7828359248402367	0.1382937881792894	NA	NA	NA	0.8917558535067943	0.522965864409008	NA	NA	NA	NA	0.7828359248402367	0.1382937881792894	NA	NA	NA	NA	NA	0.7828359248402367	0.1382937881792894	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 75)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.004	NA	0.01388502237503472	0.0012107417061100073	NA	NA	0.1395572178305391	NA	NA	0.028148052330857928	NA	NA	NA	0.11608738723177423	NA	NA	NA	NA	0.345841881807344	NA	NA	NA	0.21002475479575344	0.10395150935107743	0.21002475479575344	0.4884692593747488	0.2727909080524172	0.44725221055121095	0.7728299926844475	0.005668427039423834	2.232422081665928e-4	0.39044405970675233	0.10395150935107743	0.013182908113611046	0.0853219867994244	0.28070230086926024	0.11608738723177423
Lachnospiraceae (OTU 76)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.7828359248402367	0.07787472590003704	0.060120117235573145	NA	0.7828359248402367	0.2900991772348445	NA	0.7828359248402367	0.10649553903714978	NA	NA	0.7828359248402367	0.2531986837618204	NA	NA	NA	0.8917558535067943	0.6955226232619104	NA	NA	NA	NA	0.7828359248402367	0.2531986837618204	NA	NA	NA	NA	NA	0.7828359248402367	0.2531986837618204	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 77)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.04153318714668642	0.005515576244738639	NA	NA	0.15471956119191707	NA	NA	0.05679762081981322	NA	NA	NA	0.1350392980063042	NA	NA	NA	NA	0.3709453990730189	NA	NA	NA	NA	NA	0.1350392980063042	NA	NA	NA	NA	NA	NA	0.1350392980063042	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 81)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.1988527170094758	0.0577661244257941	NA	NA	0.3658192628366465	NA	NA	0.1988527170094758	NA	NA	NA	0.3653449661416302	NA	NA	NA	NA	0.553269371754177	NA	NA	NA	NA	NA	0.3653449661416302	NA	NA	NA	NA	0.3653449661416302	0.1988527170094758	0.557482286257893	0.553269371754177	0.3653449661416302	0.55180467535539	0.7728299926844475	0.55180467535539
Lachnospiraceae (OTU 88)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.04124447200430643	0.0054877506609865515	NA	NA	0.15340466152979548	NA	NA	0.056367105961863215	NA	NA	NA	0.1338833253148038	NA	NA	NA	NA	0.3685640980606915	NA	NA	NA	NA	NA	0.1338833253148038	NA	NA	NA	NA	NA	NA	0.1338833253148038	NA	NA	NA	NA	NA
Clostridiales (OTU 91)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0	0.09728102390231559	0.11866660839652116	6.556517941739541e-5	0.4704198061608959	NA	0.10049440155810731	0.2782306801604976	NA	0.011869344219785633	NA	0.4238899331749028	NA	0.08999978962463526	NA	NA	0.6503060915616957	NA	0.3115738228437421	NA	NA	NA	0.8202393816943838	0.11866660839652116	0.11866660839652116	0.6047714639877843	0.3618654902736147	0.553740832111023	0.8037431923918255	0.6920624405230449	0.024170331505690437	0.4115987669311374	0.3865226933262835	0.1263156204007319	0.3514686712884503	0.6229236672047269	0.6229236672047269
