otu	statistic	p.value	parameter	method	C	1RM1	M1	p.value.adj
Lachnospiraceae (OTU 189)	11.619875416317266	0.23559677340824398	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Parabacteroides (OTU 245)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Porphyromonadaceae (OTU 253)	11.61894603102378	0.2356533892468879	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Streptococcus (OTU 257)	11.581333333332566	0.23795344588148346	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Faecalibacterium (OTU 262)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Aerococcus (OTU 281)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Phascolarctobacterium (OTU 331)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Ruminococcaceae (OTU 376)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Pseudomonas (OTU 392)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Blautia (OTU 398)	11.581333333332566	0.23795344588148346	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Ruminococcus (OTU 477)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Ralstonia (OTU 484)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Porphyromonadaceae (OTU 552)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Bacteroides (OTU 556)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Clostridiales (OTU 638)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Streptococcus (OTU 662)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Porphyromonadaceae (OTU 668)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Bacteria (OTU 708)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Acidaminococcaceae (OTU 1265)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Enterobacteriaceae (OTU 1756)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Clostridium (OTU 2367)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Enterobacteriaceae (OTU 4193)	11.624999999999089	0.23528478434053807	9	Kruskal-Wallis rank sum test	0	0	0	0.5491104642271248
Porphyromonadaceae (OTU 194)	11.429059980541767	0.24744106229521584	9	Kruskal-Wallis rank sum test	0	0	0	0.5646155148736288
Lachnospiraceae (OTU 17)	11.287863048354218	0.25649232621344814	9	Kruskal-Wallis rank sum test	0.002	0.001	0.004	0.5794585947104713
Lachnospiraceae (OTU 31)	11.306924891288057	0.255256060742396	9	Kruskal-Wallis rank sum test	0	0	5e-4	0.5794585947104713
Lachnospiraceae (OTU 68)	11.273774961023339	0.25740889765026914	9	Kruskal-Wallis rank sum test	0	0	5e-4	0.5794585947104713
Clostridiales (OTU 195)	11.07837566844919	0.2703749331965283	9	Kruskal-Wallis rank sum test	0	0	0	0.6027561109530821
Clostridiales (OTU 208)	11.08508974067112	0.2699215494519178	9	Kruskal-Wallis rank sum test	0	0	0	0.6027561109530821
Bacteria (OTU 215)	11.063811793260449	0.2713603208673238	9	Kruskal-Wallis rank sum test	0	0	0	0.6027561109530821
Clostridiales (OTU 224)	10.989618085099735	0.2764212363866859	9	Kruskal-Wallis rank sum test	0	0	0	0.6112927782648296
Lachnospiraceae (OTU 328)	10.67818880129405	0.29841390504389714	9	Kruskal-Wallis rank sum test	0	0	0	0.6541649796158794
Porphyromonadaceae (OTU 378)	10.67818880129405	0.29841390504389714	9	Kruskal-Wallis rank sum test	0	0	0	0.6541649796158794
Ruminococcaceae (OTU 50)	10.411021961883254	0.3182462165838915	9	Kruskal-Wallis rank sum test	0	0	0	0.6916000031390196
Lachnospiraceae (OTU 120)	10.421748868207006	0.3174327952983939	9	Kruskal-Wallis rank sum test	0	0	0	0.6916000031390196
Lachnospiraceae (OTU 85)	10.347961076824333	0.32305703235796734	9	Kruskal-Wallis rank sum test	0	0	0	0.6960284559815434
Clostridiales (OTU 137)	10.35679408383043	0.32238020256695493	9	Kruskal-Wallis rank sum test	0	0	0	0.6960284559815434
Clostridiales_Incertae_Sedis_XIII (OTU 284)	10.179217891467504	0.33617239279286526	9	Kruskal-Wallis rank sum test	0	0	0	0.7211903469317024
Lachnospiraceae (OTU 72)	10.150436052263716	0.33844448001574046	9	Kruskal-Wallis rank sum test	0	0	0	0.7229750168846882
Porphyromonadaceae (OTU 271)	10.034945413733737	0.34766359760691096	9	Kruskal-Wallis rank sum test	0	0	0	0.7395217203333445
Porphyromonadaceae (OTU 67)	9.97367341323247	0.3526207092365557	9	Kruskal-Wallis rank sum test	0	0	0	0.7406510294424725
Lachnospiraceae (OTU 164)	9.98217468805692	0.35193020427026184	9	Kruskal-Wallis rank sum test	0	0	0	0.7406510294424725
Porphyromonadaceae (OTU 383)	9.98217468805692	0.35193020427026184	9	Kruskal-Wallis rank sum test	0	0	0	0.7406510294424725
Turicibacter (OTU 299)	9.951556380127967	0.35442123724501934	9	Kruskal-Wallis rank sum test	0	0	0	0.7413310879041655
Lachnospiraceae (OTU 249)	9.882154882155657	0.36010949834650324	9	Kruskal-Wallis rank sum test	0	0	0	0.7439299101643813
Akkermansia (OTU 352)	9.882154882155657	0.36010949834650324	9	Kruskal-Wallis rank sum test	0	0	0	0.7439299101643813
Porphyromonadaceae (OTU 375)	9.882154882155657	0.36010949834650324	9	Kruskal-Wallis rank sum test	0	0	0	0.7439299101643813
Alistipes (OTU 139)	9.780471517871785	0.3685480051074838	9	Kruskal-Wallis rank sum test	0	0	0	0.7582422072293316
Coriobacteriaceae (OTU 252)	9.482075658546696	0.3940146275969766	9	Kruskal-Wallis rank sum test	0	0	0	0.7975618671519447
Porphyromonadaceae (OTU 521)	9.482075658546696	0.3940146275969766	9	Kruskal-Wallis rank sum test	0	0	0	0.7975618671519447
Coriobacteriaceae (OTU 528)	9.482075658546696	0.3940146275969766	9	Kruskal-Wallis rank sum test	0	0	0	0.7975618671519447
Porphyromonadaceae (OTU 1663)	9.482075658546696	0.3940146275969766	9	Kruskal-Wallis rank sum test	0	0	0	0.7975618671519447
Lachnospiraceae (OTU 131)	9.35958661815223	0.4047648278110733	9	Kruskal-Wallis rank sum test	0	0	0	0.8160319018520434
Lachnospiraceae (OTU 123)	9.324346155153906	0.40788884668784453	9	Kruskal-Wallis rank sum test	0	0	0	0.8190408041491918
Lachnospiraceae (OTU 163)	9.25320334745482	0.41423736159825764	9	Kruskal-Wallis rank sum test	0	0	0	0.8284747231965153
Lachnospiraceae (OTU 46)	9.161375058655418	0.42251329428847684	9	Kruskal-Wallis rank sum test	0	0	0	0.841673308463553
Firmicutes (OTU 155)	8.979008653827005	0.43921413588222985	9	Kruskal-Wallis rank sum test	0	0	0	0.871484174754464
Lachnospiraceae (OTU 113)	8.797650624617388	0.45615876930904165	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Lachnospiraceae (OTU 121)	8.80363582722646	0.45559439834868637	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Clostridiales (OTU 399)	8.800122436484903	0.45592564946048064	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Porphyromonadaceae (OTU 616)	8.800122436484903	0.45592564946048064	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Porphyromonadaceae (OTU 1088)	8.800122436484903	0.45592564946048064	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Porphyromonadaceae (OTU 1097)	8.800122436484903	0.45592564946048064	9	Kruskal-Wallis rank sum test	0	0	0	0.8841378463055556
Lachnospiraceae (OTU 103)	8.614939553261168	0.47355008423024164	9	Kruskal-Wallis rank sum test	0	0	0	0.9143159318599281
Ruminococcaceae (OTU 65)	8.500000000000053	0.4846458858263882	9	Kruskal-Wallis rank sum test	0	0	0	0.9215614950183594
Lachnospiraceae (OTU 70)	8.515643135240893	0.4831289796736906	9	Kruskal-Wallis rank sum test	0	5e-4	0	0.9215614950183594
Lachnospiraceae (OTU 112)	8.528463808883899	0.48188733884318047	9	Kruskal-Wallis rank sum test	0	0	0	0.9215614950183594
Porphyromonadaceae (OTU 312)	8.508944815039237	0.48377825460582036	9	Kruskal-Wallis rank sum test	0	0	0	0.9215614950183594
Ruminococcaceae (OTU 59)	8.405610653310385	0.49384268534914516	9	Kruskal-Wallis rank sum test	0	0	0	0.9355057662085693
Peptostreptococcaceae (OTU 12)	4.584706609916669	0.8689054258353522	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 42)	7.232318750842269	0.6129457115972968	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 83)	4.056432891805049	0.9076591066057417	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 86)	8.200783011419464	0.5140457775963887	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 88)	8.273755467309405	0.5068111458643203	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 102)	8.181781209346699	0.515936085422741	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 111)	7.884983412556773	0.5457774923477319	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 117)	7.932160096683005	0.5409970869302718	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 124)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridium (OTU 126)	7.529343204445859	0.5821810043028414	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 127)	4.945646108992143	0.8390204391578601	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Blautia (OTU 132)	6.107702454094302	0.7290924518311905	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 144)	4.5492806856440895	0.8716982018986904	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridium (OTU 145)	5.789270665438022	0.7608096845882334	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 150)	6.597820308346728	0.6789113823592041	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Coriobacteriaceae (OTU 158)	7.792160385432975	0.5552196904919459	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Anaerostipes (OTU 159)	6.755227272727327	0.6625865980274726	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 160)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 161)	7.254361799815605	0.6106553365712716	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 162)	7.449683887377207	0.5904074216357371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Acetatifactor (OTU 165)	8.109256764731075	0.5231744310281159	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 167)	7.881758764111759	0.5461047145368514	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 169)	4.5492806856440895	0.8716982018986904	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 178)	7.338308646554243	0.6019415987875338	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 180)	7.344810332426295	0.6012673713208474	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 185)	6.869058229351852	0.650750226198447	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Prevotella (OTU 191)	6.594545454545654	0.6792502999907477	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Veillonella (OTU 192)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 193)	4.919832037782406	0.8412399327047614	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 196)	7.253636363635626	0.6107306990766952	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Firmicutes (OTU 198)	5.564059967421132	0.7826307964707793	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 199)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Akkermansia (OTU 200)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 203)	3.7374280621341036	0.9278291691789005	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Coriobacteriaceae (OTU 204)	5.205718651096865	0.816019101306336	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 207)	6.246741120690475	0.7149919250072252	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteria (OTU 209)	6.631664235942139	0.6754069143795234	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 211)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 214)	6.860367624088216	0.6516544908387111	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 216)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 217)	8.004855258170453	0.5336569969859043	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteria (OTU 223)	8.05653564143587	0.5284589912309319	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 226)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 227)	7.4166666666657175	0.5938230990811705	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Dorea (OTU 229)	5.162182486631333	0.819947358683832	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 237)	7.412693594365832	0.5942343371917482	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 238)	7.4166666666657175	0.5938230990811705	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 241)	5.23123390770393	0.8137030679589993	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 243)	7.496188370713528	0.5856022914225735	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 251)	7.522924821287684	0.5828430209960932	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 254)	5.23123390770393	0.8137030679589993	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 256)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 259)	8.16146608596573	0.5179599134068275	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Coriobacteriaceae (OTU 260)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 261)	7.254361799815605	0.6106553365712716	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Coriobacteriaceae (OTU 265)	7.8848205949048085	0.5457940129010642	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 266)	4.5492806856440895	0.8716982018986904	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Acidaminococcus (OTU 267)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 272)	7.312258236628027	0.6046440319596308	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 276)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Alistipes (OTU 277)	4.5492806856440895	0.8716982018986904	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 278)	6.455454909236179	0.6936096943576444	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Firmicutes (OTU 279)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 287)	7.254361799815605	0.6106553365712716	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 288)	6.041920755543038	0.7357154578077165	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 290)	6.631664235942139	0.6754069143795234	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 292)	7.518528942677555	0.5832965141186435	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 295)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 296)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 297)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 300)	6.760667903525617	0.6620213329234806	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 303)	4.3096596651778745	0.8898756053975925	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 305)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 308)	6.911353397745621	0.6463484025421402	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 309)	5.179586266708025	0.8183806169004741	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteria (OTU 310)	6.594545454545654	0.6792502999907477	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 313)	7.2677196464340295	0.6092678202511995	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 314)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bradyrhizobium (OTU 315)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 316)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Roseburia (OTU 319)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 321)	6.390838532382591	0.7002533325395432	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 325)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 329)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 330)	8.253739640186081	0.5087915947744935	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Phenylobacterium (OTU 332)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroidales (OTU 333)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroidales (OTU 334)	6.583542507912304	0.680388753500404	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bilophila (OTU 339)	3.6991123354765123	0.9300775893720566	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Erysipelotrichaceae (OTU 344)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 349)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Streptococcus (OTU 354)	3.6778787878786816	0.9313072029939332	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Parasutterella (OTU 356)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 359)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Terrisporobacter (OTU 363)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 365)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Blautia (OTU 369)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 370)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 373)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Turicibacter (OTU 374)	7.254361799815605	0.6106553365712716	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 382)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteria (OTU 390)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Corynebacterium (OTU 393)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 400)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Butyricicoccus (OTU 402)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Burkholderia (OTU 403)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 411)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Pseudomonas (OTU 413)	7.253636363635626	0.6107306990766952	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lachnospiraceae (OTU 416)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Weissella (OTU 418)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Coriobacteriaceae (OTU 419)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Ruminococcaceae (OTU 420)	7.4166666666657175	0.5938230990811705	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Blautia (OTU 422)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 425)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 426)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 436)	7.356654783124825	0.6000393627112274	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 438)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Firmicutes (OTU 440)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Anaerofustis (OTU 443)	3.6991123354765123	0.9300775893720566	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Pasteurellaceae (OTU 446)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 456)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Odoribacter (OTU 465)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 470)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Firmicutes (OTU 471)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 473)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Bacteroides (OTU 474)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 498)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 502)	7.4166666666657175	0.5938230990811705	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 505)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 516)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 517)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 519)	7.4166666666657175	0.5938230990811705	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 520)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 524)	7.254361799815605	0.6106553365712716	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Barnesiella (OTU 527)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Clostridiales (OTU 531)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 537)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 542)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 544)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Lactococcus (OTU 548)	5.733333333333916	0.7662822203674371	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 553)	3.5909090909096895	0.9362207507660689	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
Porphyromonadaceae (OTU 554)	4.941176470588174	0.8394055968766998	9	Kruskal-Wallis rank sum test	0	0	0	0.9552496278141597
