effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
exp_num	3	6.889199816727744	2.2963999389092478	8.529686375565811	0.045484459236408065	1
Residuals	537	144.57351805182458	0.26922442840190797	NA	0.9545155407635919	NA
Total	540	151.46271786855232	NA	NA	1	NA
