effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	4	11.710279342725876	2.927569835681469	11.834785573038513	0.07731459931208089	1
exp_num	2	4.794440660499216	2.397220330249608	9.690832387343777	0.03165426269889132	1
group:exp_num	2	3.3572060325884188	1.6786030162942094	6.785801150828338	0.022165230360529954	1
Residuals	532	131.6007918327388	0.24736990946003531	NA	0.8688659076284977	NA
Total	540	151.46271786855232	NA	NA	1	NA
