effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	2	4.644680526250022	2.322340263125011	60.835232323063934	0.18829937244156275	9.99000999000999e-4
day	9	10.628793255165775	1.1809770283517527	30.93647086465431	0.43090048679294146	9.99000999000999e-4
group:unique_cage_no	6	1.725272129717533	0.28754535495292216	7.5324399054426	0.06994402682395434	9.99000999000999e-4
group:ext_plate	3	2.56269505969129	0.8542316865637632	22.377161493079566	0.1038938779043567	9.99000999000999e-4
group:day	6	1.5737968793169266	0.26229947988615443	6.871107585079179	0.06380308894250845	9.99000999000999e-4
group:unique_cage_no:ext_plate	9	0.8544677543416803	0.09494086159352004	2.487038382662163	0.034640863027019055	0.013986013986013986
group:unique_cage_no:day	18	0.7680495922388921	0.042669421791049565	1.1177535992319725	0.03113739586721287	0.3046953046953047
Residuals	50	1.908713236099998	0.03817426472199996	NA	0.07738088820044435	NA
Total	103	24.666468432822118	NA	NA	1	NA
