otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Enterobacteriaceae (OTU 2)	20.657995417404432	1.2397412356879927e-4	3	Kruskal-Wallis rank sum test	0.3	0.002	0.001	0.255	0.001022786519442594
Lachnospiraceae (OTU 95)	20.10396361273555	1.6152603786835572e-4	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.0012339223478678883
Bacteria (OTU 108)	20.09743423189348	1.6203020729578331e-4	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.0012339223478678883
Lachnospiraceae (OTU 24)	19.430116137092888	2.2275032968780965e-4	3	Kruskal-Wallis rank sum test	0	0.005	0.0025	0	0.001633502417710604
Butyricicoccus (OTU 56)	18.675653758881065	3.1903158732333114e-4	3	Kruskal-Wallis rank sum test	0	0.002	0.004	0	0.0021782156651730883
Oscillibacter (OTU 57)	18.68575209528009	3.17502635441585e-4	3	Kruskal-Wallis rank sum test	0	0.003	0	0	0.0021782156651730883
Lachnospiraceae (OTU 49)	17.98126741553463	4.4377986440582876e-4	3	Kruskal-Wallis rank sum test	0	0	0.0025	0	0.0029289471050784697
Lachnospiraceae (OTU 73)	16.615845996024866	8.476595874412964e-4	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.0052448936972930215
Lachnospiraceae (OTU 82)	16.615845996024866	8.476595874412964e-4	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.0052448936972930215
Clostridiales (OTU 35)	16.252731551521304	0.0010064009622322786	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.005385605149243005
Lachnospiraceae (OTU 68)	16.277356902356942	9.94759352544501e-4	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.005385605149243005
Lachnospiraceae (OTU 71)	16.252731551521304	0.0010064009622322786	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.005385605149243005
Clostridiales (OTU 97)	16.252731551521304	0.0010064009622322786	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.005385605149243005
Ruminococcaceae (OTU 106)	16.252731551521304	0.0010064009622322786	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.005385605149243005
Bifidobacterium (OTU 28)	15.91037511346629	0.0011829843174460735	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.006163970917219015
Ruminococcaceae (OTU 60)	15.672336211859509	0.0013235700395019382	3	Kruskal-Wallis rank sum test	0	0.002	0	0	0.006719663277471378
Clostridium (OTU 51)	15.404720782959124	0.0015015038489282928	3	Kruskal-Wallis rank sum test	0	0.002	0	0	0.00743244405219505
Lachnospiraceae (OTU 11)	14.896654695831938	0.00190712857406568	3	Kruskal-Wallis rank sum test	0	0.002	0.0045000000000000005	0	0.008990748992023921
Pseudoflavonifractor (OTU 69)	14.939922915408282	0.0018687153607454027	3	Kruskal-Wallis rank sum test	0	0.003	0	0	0.008990748992023921
Erysipelotrichaceae (OTU 39)	14.58098478255134	0.002212106244797544	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.010185977592323574
Clostridium (OTU 22)	14.404297047157318	0.0024034323837929896	3	Kruskal-Wallis rank sum test	0	0.013	0	0	0.010815445727068454
Ruminococcaceae (OTU 52)	14.206497341996474	0.0026371328125037634	3	Kruskal-Wallis rank sum test	0	0.001	0.001	0	0.011373939952096856
Lachnospiraceae (OTU 66)	14.15635153650422	0.0026998746350936982	3	Kruskal-Wallis rank sum test	0	0.001	0.0025	0	0.011373939952096856
Lachnospiraceae (OTU 81)	14.16533333333331	0.002688528961493608	3	Kruskal-Wallis rank sum test	0	0.001	0.0015	0	0.011373939952096856
Acetatifactor (OTU 55)	13.687066951882167	0.003363586437337814	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.013874794054018483
Lachnospiraceae (OTU 26)	13.461649850753634	0.003737539284772836	3	Kruskal-Wallis rank sum test	0	0.001	0.002	0	0.015102709762959621
Enterorhabdus (OTU 109)	13.278514806861253	0.004071426850445351	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.016122850327763588
Lactobacillus (OTU 9)	13.199535075684063	0.004224380475072513	3	Kruskal-Wallis rank sum test	0.012	0.015	0.003	0.004	0.016400535962046228
Lachnospiraceae (OTU 46)	13.058067852709948	0.004512698394980055	3	Kruskal-Wallis rank sum test	0	0	0.0015	0	0.017182966965500975
Lachnospiraceae (OTU 75)	12.864831738482152	0.004938222270437336	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.018448453010313066
Acetatifactor (OTU 79)	12.62148794044162	0.005530944317102054	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01893245778455681
Lachnospiraceae (OTU 112)	12.615698267074446	0.005545871472243915	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01893245778455681
Ruminococcaceae (OTU 118)	12.615698267074446	0.005545871472243915	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01893245778455681
Ruminococcaceae (OTU 147)	12.615698267074446	0.005545871472243915	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01893245778455681
Anaerostipes (OTU 159)	12.719714964370544	0.005283663739057971	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01893245778455681
Ruminococcaceae (OTU 37)	12.543594177835447	0.005735144329134445	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.019246755545230847
Lachnospiraceae (OTU 76)	12.433322773949998	0.0060370275194417174	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.019922190814157668
Akkermansia (OTU 3)	12.348786640769779	0.006279046897051817	3	Kruskal-Wallis rank sum test	0.001	0.304	0.0115	0.172	0.020052440090584836
Lachnospiraceae (OTU 88)	12.371783334562702	0.006212275583843956	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.020052440090584836
Lachnospiraceae (OTU 62)	12.229928156677476	0.006635627629700612	3	Kruskal-Wallis rank sum test	0	0	0.0015	0	0.02085482969334478
Lachnospiraceae (OTU 63)	11.802790534506961	0.00809017242781794	3	Kruskal-Wallis rank sum test	0	0.003	0	0	0.025028970948561755
Porphyromonadaceae (OTU 7)	10.917431192660533	0.012180838501464274	3	Kruskal-Wallis rank sum test	0	0	0	0	0.03710470805061425
Lachnospiraceae (OTU 36)	10.597008954591194	0.014117064769845339	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.04235119430953602
Lachnospiraceae (OTU 70)	10.382993550300245	0.015575992714033747	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.04603054563251764
Ruminococcaceae (OTU 65)	10.31999711774031	0.016033021161141886	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.04668438514567784
Oscillibacter (OTU 119)	10.056433588761143	0.018092470376766992	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.051917523689853105
Lachnospiraceae (OTU 77)	9.994737145658531	0.018610924669143818	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.05264232977843537
Bacteroides (OTU 1)	9.951628101396967	0.018981821303716503	3	Kruskal-Wallis rank sum test	0.562	0.005	0.551	0.569	0.05293521997374461
Firmicutes (OTU 96)	9.19191919191921	0.026845102136390325	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Ruminococcaceae (OTU 98)	9.19191919191921	0.026845102136390325	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Lachnospiraceae (OTU 111)	9.186460807600968	0.02691181439445868	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Clostridium (OTU 126)	9.208333333333352	0.026645463757098514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Acetatifactor (OTU 138)	9.19191919191921	0.026845102136390325	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Ruminococcaceae (OTU 143)	9.208333333333352	0.026645463757098514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Lachnospiraceae (OTU 144)	9.208333333333352	0.026645463757098514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Clostridium (OTU 145)	9.19191919191921	0.026845102136390325	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Coriobacteriaceae (OTU 158)	9.35225806451611	0.024956158176509393	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Lachnospiraceae (OTU 167)	9.208333333333352	0.026645463757098514	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06578443518645456
Ruminococcaceae (OTU 61)	8.820383859405721	0.031776804000938325	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.07672935600226571
Lachnospiraceae (OTU 127)	8.594910394265222	0.03519100022728874	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08394961500003821
Porphyromonadaceae (OTU 14)	8.242424242424214	0.041258418323070915	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09605416440060895
Lachnospiraceae (OTU 74)	8.241166331513924	0.04128180065167453	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09605416440060895
Lachnospiraceae (OTU 86)	8.171929824561383	0.042588911081784926	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09605416440060895
Lachnospiraceae (OTU 104)	8.193224755700305	0.04218264665075957	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09605416440060895
Clostridiales (OTU 115)	8.166623376623356	0.042690739733603975	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09605416440060895
Lachnospiraceae (OTU 84)	8.12601287391141	0.04347793799503442	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0967261991350204
Lachnospiraceae (OTU 123)	7.954545454545453	0.04696051447726847	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10217782270878194
Ruminococcaceae (OTU 153)	7.968749999999998	0.04666198328375198	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10217782270878194
Lachnospiraceae (OTU 72)	7.757936507936529	0.05128851392413852	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1103818017062981
Lachnospiraceae (OTU 103)	7.631002084335407	0.05428628696512492	3	Kruskal-Wallis rank sum test	0	0	0	0	0.11557725611929821
Lachnospiraceae (OTU 110)	7.2126203037569825	0.06542091821142863	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13780150857300924
Lachnospiraceae (OTU 47)	7.069191049913927	0.06972481313033914	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1453211894716542
Porphyromonadaceae (OTU 8)	6.76943697778939	0.07962121151555919	3	Kruskal-Wallis rank sum test	0	0	0	0	0.16421874875084083
Bacteria (OTU 43)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 90)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 94)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Ruminococcaceae (OTU 101)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 117)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 124)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Alistipes (OTU 139)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Erysipelotrichaceae (OTU 142)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Clostridiales (OTU 154)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Firmicutes (OTU 155)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 163)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Clostridiales (OTU 179)	5.952861952862035	0.11392625154867916	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 340)	5.9477124183007355	0.1141820268692638	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20741322312031407
Lachnospiraceae (OTU 83)	5.925327542526237	0.11530026224082239	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2075404720334803
Lachnospiraceae (OTU 42)	5.807637051039687	0.12135352262733468	3	Kruskal-Wallis rank sum test	0	0	0	0	0.21646844576767807
Lachnospiraceae (OTU 113)	5.406597222222199	0.1443331018780883	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2529022493085087
Olsenella (OTU 114)	5.406597222222199	0.1443331018780883	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2529022493085087
Lachnospiraceae (OTU 102)	5.130897387353252	0.16245932035537333	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 120)	5.147058823529383	0.1613401037085402	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 133)	5.151515151515123	0.1610327720135321	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 140)	5.147058823529383	0.1613401037085402	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 149)	5.151515151515123	0.1610327720135321	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 150)	5.147058823529383	0.1613401037085402	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Lachnospiraceae (OTU 152)	5.147058823529383	0.1613401037085402	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Firmicutes (OTU 198)	5.151515151515123	0.1610327720135321	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Clostridiales (OTU 226)	5.147058823529383	0.1613401037085402	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2636634871341305
Peptostreptococcaceae (OTU 12)	5.078429046924479	0.16614344659909305	3	Kruskal-Wallis rank sum test	0.001	0	0	0.001	0.2674504262326864
Lachnospiraceae (OTU 64)	4.870532862665968	0.18152657450392085	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2898569496110994
Pseudoflavonifractor (OTU 240)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Lactobacillales (OTU 242)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Lachnospiraceae (OTU 255)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Blautia (OTU 273)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Akkermansia (OTU 306)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Lachnospiraceae (OTU 827)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Bifidobacteriaceae (OTU 1839)	3.9999999999999414	0.26146412994911705	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39519005900706244
Lachnospiraceae (OTU 128)	3.7375000000000376	0.2912401054824652	3	Kruskal-Wallis rank sum test	0	0	0	0	0.43686015822369784
Porphyromonadaceae (OTU 6)	3.7168458781362124	0.2937076330206303	3	Kruskal-Wallis rank sum test	0	0	0	0	0.43724895742920905
Acetatifactor (OTU 78)	3.643546576879991	0.30261624889511946	3	Kruskal-Wallis rank sum test	0	0	0	0	0.44714938269577353
Porphyromonadaceae (OTU 21)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Porphyromonadaceae (OTU 25)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 58)	3.1406703615728824	0.37044095750685363	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Ruminococcus (OTU 93)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 116)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 121)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Firmicutes (OTU 129)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 131)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 141)	3.1406703615728824	0.37044095750685363	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 157)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 160)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 161)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 177)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 183)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 184)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 196)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Akkermansia (OTU 200)	3.5443322109989674	0.31505773556125233	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 203)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Acetatifactor (OTU 206)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Bacteria (OTU 209)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 214)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Ruminococcaceae (OTU 219)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 251)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Coriobacteriaceae (OTU 252)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Acetatifactor (OTU 263)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 301)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 307)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 343)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 487)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 531)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Blautia (OTU 639)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 687)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Akkermansia (OTU 849)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Acetatifactor (OTU 880)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 937)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 1154)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 1364)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 1496)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Akkermansia (OTU 1737)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Bacteroides (OTU 1896)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Clostridiales (OTU 2062)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Akkermansia (OTU 2231)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lactobacillales (OTU 3125)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 3309)	2.8888888888886286	0.4090754691292729	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4550390049864946
Lachnospiraceae (OTU 135)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Acetatifactor (OTU 165)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Bacteria (OTU 168)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 181)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 193)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Coriobacteriaceae (OTU 204)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Bacteroides (OTU 256)	2.5185185185184147	0.47195366677826034	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 276)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 317)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Ruminococcaceae (OTU 335)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 550)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Erysipelotrichaceae (OTU 814)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 994)	2.4999999999999423	0.4752910833430314	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4927101282823048
Lachnospiraceae (OTU 151)	2.3181818181818183	0.5090467047709416	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5249544142950335
Blautia (OTU 132)	1.745791245791142	0.6268017939075607	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6289715902629406
Lachnospiraceae (OTU 148)	1.745791245791142	0.6268017939075607	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6289715902629406
Lachnospiraceae (OTU 174)	1.745791245791142	0.6268017939075607	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6289715902629406
Lachnospiraceae (OTU 189)	1.758823529411695	0.6239361207128676	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6289715902629406
Ruminococcaceae (OTU 216)	1.745791245791142	0.6268017939075607	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6289715902629406
