day	statistic	p.value	parameter	method	WM	C	WMC	WMR	p.value.adj
6	16.625934065934075	2.453151045016696e-4	2	Kruskal-Wallis rank sum test	9.607	77.808	8.466	NA	4.906302090033392e-4
30	10.588235294117645	0.005021042753348036	2	Kruskal-Wallis rank sum test	53.871	91.88550000000001	NA	53.783	0.005021042753348036
