otu	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	WMN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	M1-WM	M1-C	M1-WMR	M1-CWM	M1-RM	M1-FRM	M1-WMC	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-FRM	WMN-WMC	WMN-M1
Lachnospiraceae (OTU 47)	Kruskal-Wallis rank sum test	0	0.003	0	0.002	0.0015	0.004	0	0.005	0	0.00860935149961518	0.21343396408708776	0.00860935149961518	0.019527321406509635	0.40755422048039913	0.051021231141612285	0.0299520494485853	0.19593300599697627	0.1088392360869911	0.6941087373457046	0.019527321406509635	0.6896045330427167	0.03509115095920128	0.4313711783444627	0.21343396408708776	NA	0.2979121223072817	0.7070393429505759	0.4229018038507001	0.4318109026271621	0.4313711783444627	0.019527321406509635	0.558119878365864	0.03509115095920128	0.40755422048039913	0.1974666864166277	0.7070393429505759	0.4313711783444627	0.47696738213127654	0.019527321406509635	0.6317245255801517	0.059410089829158214	0.10917401112912432	0.04797813055423255	1	0.04797813055423255
Porphyromonadaceae (OTU 48)	Kruskal-Wallis rank sum test	0	0.015	0	0.014	0.0165	0.010499999999999999	0	0.013	0	3.8044472676958686e-4	0.4231024275609574	2.1013446670520064e-4	5.193589112613299e-4	0.8680704017614272	2.3193988057914578e-4	6.788858421930066e-4	0.32742667557409955	3.8044472676958686e-4	0.3648471499148702	0.0034893417681921873	0.8380183993979877	7.516405119790941e-4	1	0.3648471499148702	1	0.23115787199351887	NA	0.23818975658255773	0.25473762875731876	0.41666666666666663	0.00374849505636887	0.5180531602744326	7.516405119790941e-4	0.7483702083283688	0.10405825324630623	1	0.34532716362049626	1	4.1133303059217e-4	0.4231024275609574	6.788858421930066e-4	6.788858421930066e-4	0.00374849505636887	1	0.004428110670806002
Clostridium (OTU 51)	Kruskal-Wallis rank sum test	0	0.001	0	0.001	0.0015	0.0015	0	0.0025	0	0.13063478430620712	1	0.13063478430620712	0.10148350866934588	0.37352465686990416	0.10148350866934588	0.13063478430620712	0.5662319306301393	0.1322222192995023	0.8110380519154052	0.13063478430620712	0.5211275408836737	0.13063478430620712	1	0.8642351964450576	1	0.5662319306301393	1	0.5115741835199105	0.5662319306301393	0.6042257045321684	0.10148350866934588	0.12576176947053927	0.10595617349894874	0.5662319306301393	0.364695674269921	0.7558967798247711	0.5211275408836737	1	0.16090603355109923	1	0.10595617349894874	0.13063478430620712	0.13063478430620712	1	0.10148350866934588
Ruminococcaceae (OTU 54)	Kruskal-Wallis rank sum test	0	0.003	0	0.004	0.001	0.002	0	0.0095	0	0.0035367618362513614	0.3666887705528297	0.001166554356313599	0.002403082936564908	0.4821238601525736	0.001166554356313599	0.0737408465238736	0.033609507199029554	0.020363895439087808	0.0047978520993799505	0.021766889210559685	0.3666887705528297	0.0047978520993799505	0.0845628261635683	0.3666887705528297	1	0.2716864135650494	NA	0.24224465040213014	0.4456125704394698	0.3666887705528297	0.0209975790265269	0.29635867312818936	0.0047978520993799505	0.3376284240410328	0.06725394435889122	0.24224465040213014	0.3666887705528297	1	0.0047978520993799505	0.3666887705528297	0.002823265331723947	0.10995328814925497	0.033609507199029554	1	0.021766889210559685
Acetatifactor (OTU 55)	Kruskal-Wallis rank sum test	0	0.0025	0	0.001	0.002	0	0	0.0025	0	0.027825334243092654	0.44720519660250746	0.009427180882979162	0.07312139739528269	0.3071160223075652	0.011456787433397323	0.07341064586968314	0.5774048411782288	0.016242004173175513	0.7385404833824013	0.5429916303069188	0.12734419968060529	0.1602107572901167	0.3010662471380418	0.2312227856314998	1	0.41579116970039764	NA	0.4358797864047184	0.44720519660250746	0.852632617090121	0.016242004173175513	0.8729616985287205	0.007814825995389194	0.1461643448392801	0.44720519660250746	0.07447577818260155	0.34049241092081695	1	0.08182320014676808	0.44720519660250746	0.11818222720562273	0.1558239963666782	0.6390828999439611	1	0.07312139739528269
Oscillibacter (OTU 57)	Kruskal-Wallis rank sum test	0	0.001	0	0.002	5e-4	0.0025	0	0.008	0	0.03153488070451295	NA	0.019093246470709944	0.002258594876889544	0.13180593457315543	0.002258594876889544	0.05221049158738031	0.952452570017949	0.03191002839461573	0.21854688139227335	0.004151177616969432	0.17171301043392415	0.002258594876889544	0.4197312962755234	0.2144565319542018	NA	0.4197312962755234	NA	0.21854688139227335	0.4970168170734536	0.25770480888161307	0.004151177616969432	0.013541377930250148	0.002258594876889544	0.03191002839461573	0.02200824032506264	0.15405409898790073	0.25770480888161307	0.4197312962755234	0.1481941860845286	0.384150140579155	0.019277046986317426	0.21854688139227335	0.034272169736327865	1	0.013541377930250148
Ruminococcaceae (OTU 61)	Kruskal-Wallis rank sum test	0	0	0	0.001	0	0	0	0.0025	0	0.1451653113813437	0.6028319929366815	0.3253079192045972	0.05544547114596468	0.6028319929366815	0.1451653113813437	0.6028319929366815	0.2327510497406265	1	0.08408067076178333	0.537198242419386	0.537198242419386	0.9677378225623254	0.27500280098105306	0.8622435512741695	NA	0.6518202994195909	1	0.6028319929366815	1	1	0.008302355233938864	0.01886378300291502	0.010007576702561943	0.0440696370323752	0.008302355233938864	0.031234725932211806	0.39413676652482	NA	0.1451653113813437	0.6028319929366815	0.05544547114596468	0.6028319929366815	0.537198242419386	NA	0.008302355233938864
Lachnospiraceae (OTU 62)	Kruskal-Wallis rank sum test	0	5e-4	0	0.001	0.001	0.001	0	0.0015	0	0.05804866909483198	0.2938793907841718	0.7500903368433943	0.022600081571981435	0.23548816739137918	0.35516605920657973	0.05086864898027342	0.8373931397851635	0.7492500393583539	0.4054485957644052	0.05086864898027342	0.8373931397851635	0.7480159667118705	0.4054485957644052	1	NA	0.5516107928991009	0.782369649742552	0.4054485957644052	0.5516107928991009	0.5516107928991009	0.027229228037214656	0.36266663064381005	0.4246752907933601	0.972259675150399	0.4054485957644052	0.4054485957644052	0.4627673720080847	NA	0.05804866909483198	0.2938793907841718	0.022600081571981435	0.05086864898027342	0.05086864898027342	NA	0.027229228037214656
Lachnospiraceae (OTU 64)	Kruskal-Wallis rank sum test	0	0.001	0	0.001	0.001	5e-4	0	5e-4	0	0.027413192295744376	NA	0.027413192295744376	0.05266769167705234	0.6106003861522805	0.04565934330621425	0.05266769167705234	0.7481218488613839	0.04363691879804531	0.8455048728911628	0.07768960568891148	0.7481218488613839	0.05740458355014984	1	0.9127595097522635	NA	0.5008825070084113	NA	0.6106003861522805	0.6106003861522805	0.7481218488613839	0.07768960568891148	0.5008825070084113	0.05740458355014984	0.8168197050421753	0.7481218488613839	0.8524788242577579	0.7481218488613839	NA	0.027413192295744376	NA	0.05266769167705234	0.05266769167705234	0.07768960568891148	NA	0.07768960568891148
Lachnospiraceae (OTU 71)	Kruskal-Wallis rank sum test	0	0	0	0.001	0.001	0.001	0	0	0	0.14507417208438506	NA	0.0969458712045207	0.04474427953966986	0.17931894031236079	0.032547750197409304	0.06832728693209981	0.5515987101936664	0.047665197584290615	0.5468025833049229	0.06832728693209981	0.5674722939036361	0.047665197584290615	0.5515987101936664	1	NA	0.5674722939036361	NA	0.5032652637489279	0.5515987101936664	0.5515987101936664	0.5186026897818591	0.5515987101936664	0.4868036246214832	0.21509647577090749	0.4868036246214832	0.4868036246214832	1	0.5515987101936664	0.4868036246214832	0.5186026897818591	0.0969458712045207	0.2660142186188735	0.2842901726655623	1	1
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0	0.001	0	0.002	0.002	0.001	0	0.0025	0	0.004077271386178942	0.4400265246633956	2.3667505608299924e-4	0.0065014328678555285	0.2605541596370431	0.0011229645783987223	0.00785040232662936	0.27904847556634493	0.0011229645783987223	1	0.19073417242616794	0.29119339963970864	0.01718089651450334	0.19581970047023045	0.19513436847593585	1	0.19513436847593585	NA	0.27904847556634493	0.27904847556634493	0.559900184909064	0.09322713083026188	0.7413481865289488	0.01718089651450334	0.8131173320216996	0.8762714696471441	0.7059800322415892	0.559900184909064	1	0.0011229645783987223	0.4400265246633956	0.004077271386178942	0.004372759419746311	0.11764361570543223	1	0.08428775823815195
Porphyromonadaceae (OTU 80)	Kruskal-Wallis rank sum test	0	0.0075	0	0.004	0.009000000000000001	0.011	0	0.005	0	2.5547856042482613e-4	NA	1.9572797017734783e-4	2.929931382872479e-4	0.7104060992107594	1.959136845662042e-4	6.081253664370524e-4	0.5284104048734145	2.5547856042482613e-4	0.55016849986568	0.0019478377178347465	0.15815310361283916	6.988273941501775e-4	0.16025333052703403	0.2629799169109933	NA	0.17382417495037125	NA	0.17382417495037125	0.19841055059731535	0.2629799169109933	0.0019478377178347465	0.16025333052703403	6.988273941501775e-4	0.49660343055400846	0.07364202955007537	0.015854435040855274	0.2629799169109933	0.4497121031523465	2.5547856042482613e-4	0.384150140579155	2.929931382872479e-4	6.400923654962633e-4	0.002779998404816177	1	0.003120537397351239
Porphyromonadaceae (OTU 87)	Kruskal-Wallis rank sum test	0	0.0025	0	0.002	0.0045000000000000005	0.003	0	0.001	0	0.022580045154316733	NA	0.011610949295847547	0.006330472582962926	0.6606284082821064	0.003843550667825976	0.011109308435636749	0.4321689081515493	0.006511316262361744	0.4692406588234169	0.006330472582962926	0.4321689081515493	0.003843550667825976	0.6606284082821064	0.9154978546509234	NA	0.4543702546168049	NA	0.3598672547203067	0.4321689081515493	0.3598672547203067	0.09156274956193139	0.5475891651441213	0.053430420073601	0.4321689081515493	0.2067240513111767	0.3598672547203067	0.6606284082821064	0.4692406588234169	0.0489255343643207	0.4321689081515493	0.008324737450454863	0.016595365435217987	0.008596890127389007	1	0.21833905556436153
Anaeroplasma (OTU 89)	Kruskal-Wallis rank sum test	0	0	0	0	5e-4	5e-4	0	0.002	0	0.08570116148194892	NA	0.08354497973790986	0.08570116148194892	1	0.08354497973790986	0.08354497973790986	0.8880925659543416	0.08354497973790986	0.8880925659543416	0.08570116148194892	0.9829520898102015	0.08354497973790986	0.9829520898102015	0.976972527769701	NA	0.664688690237606	NA	0.664688690237606	0.66386371147361245	0.7212489528109258	0.03300512489359352	0.1437946924786761	0.03300512489359352	0.1437946924786761	0.241149026656079	0.25462527529403745	0.4627673720080847	NA	0.08570116148194892	NA	0.08570116148194892	0.08354497973790986	0.08570116148194892	NA	0.03300512489359352
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0	0	0	0.001	0	5e-4	0	0.001	0	0.10951736835698117	0.5935702334908004	0.12139736519990245	0.10247981766906142	0.7087029092561432	0.10951736835698117	0.12139736519990245	0.7003867620035658	0.22104369060843834	0.5935702334908004	0.12139736519990245	0.8567012358995009	0.21326401454247795	0.7003867620035658	0.9437030979961466	NA	0.5935702334908004	1	0.5935702334908004	0.6788368996733879	0.6889701642398337	0.0504503128827884	0.3793088271499541	0.0504503128827884	0.5935702334908004	0.19900329091263916	0.2665792676655586	0.5035425779002529	NA	0.10951736835698117	0.5935702334908004	0.10247981766906142	0.12139736519990245	0.12139736519990245	NA	0.0504503128827884
Clostridiales (OTU 91)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	0.10901191421529409	0.03115241974717931	NA	NA	0.034996193298014275	NA	NA	0.06341299420709612	NA	NA	NA	0.15144642511251835	NA	NA	NA	NA	0.6697158078414466	NA	NA	NA	0.15144642511251835	0.034996193298014275	0.7063317896706757	0.06341299420709612	0.10901191421529409	0.21743127099988627	0.7518296340458492	NA	NA	0.10901191421529409	NA	NA	NA	NA	0.15144642511251835
Ruminococcus (OTU 93)	Kruskal-Wallis rank sum test	0	0.002	0	0.001	0.001	0.0015	0	0	0	0.0123474958783669	0.456426923987245	0.00461153433907849	0.04537291417439772	0.4537697153322438	0.016290819594229865	0.04806915796874202	0.4550758205675424	0.016290819594229865	1	0.08859029509344135	0.6071250960454672	0.024610960565571105	1	0.9740295565684142	1	0.33947854688572604	NA	0.456426923987245	0.457048970770737	0.533359726840124	0.5265785002166573	0.03477688285892228	0.17113078584632807	0.209795049418151	0.209795049418151	0.262218218050382	0.8555302732245871	0.5036775555306281	0.008462781581818424	NA	0.024610960565571105	0.024610960565571105	0.04024115199282485	NA	0.21558844045429085
Firmicutes (OTU 96)	Kruskal-Wallis rank sum test	0	0	0	0	0	5e-4	0	0.0045000000000000005	0	0.2525959649795228	0.4490066578197915	0.07009584326234283	0.5255776910400901	0.40364415988126456	0.15961369818255414	0.41300879370623583	0.07009584326234283	NA	0.117509133788856	0.3945871811864892	0.8833153051275551	0.08933686660586838	0.5255776910400901	0.07009584326234283	1	0.5255776910400901	NA	0.6691014471304111	NA	0.6411101802763786	0.117509133788856	0.2789800694874295	0.07009584326234283	0.117509133788856	0.07009584326234283	0.413872681876448	0.5255776910400901	0.5203280532341199	0.1000778518575618	NA	0.22186539651144013	NA	0.117509133788856	NA	0.07009584326234283
Clostridiales (OTU 97)	Kruskal-Wallis rank sum test	0	0	0	0.001	0.001	0.001	0	0.0025	0	0.09160381058300107	NA	0.05548526579182359	0.005922624827128197	0.042110469561864705	0.0036320848481529206	0.041450471205680406	0.31875880769118425	0.02752502796968426	0.6570115936476195	0.017139897476274358	0.20495836735915043	0.007652473562918032	0.8754924689445504	0.9511454909728229	NA	0.5558984518066359	NA	0.2853738966499728	0.46602593638374157	0.3826923592041922	0.005922624827128197	0.029306747819508008	0.0036320848481529206	0.23150633411439198	0.23150633411439198	0.21204557669957386	0.2853738966499728	0.46602593638374157	0.3426412917931071	0.39892514598604545	0.041450471205680406	0.21290952783661532	0.09654476366714711	1	0.042110469561864705
Ruminococcaceae (OTU 98)	Kruskal-Wallis rank sum test	0	0.002	0	0.001	0.001	5e-4	0	0.0035	0	0.0037665343796205526	NA	0.0037665343796205526	0.007084392765552308	0.15306712069140624	0.0037665343796205526	0.01843919018624624	0.09335105296442263	0.008768159655403236	0.553675311865951	0.07045535252553042	0.04744331370969595	0.04585959152434577	0.2419178269446353	0.5003263496252504	NA	0.26832837501502926	NA	0.3017279829378402	0.37797406221486113	0.5950303860690138	0.00514828089488827	0.25454351586638935	0.0037665343796205526	0.04585959152434577	0.04585959152434577	0.0403194973452865	0.36263736263736257	0.43420478925054146	0.008768159655403236	0.37797406221486113	0.030668872349202334	0.07045535252553042	0.3017279829378402	1	0.008768159655403236
Porphyromonadaceae (OTU 99)	Kruskal-Wallis rank sum test	0	0.0025	0	0.003	0.003	0.0065	0	0.0025	0	0.0052537303477051996	0.44999883370755345	0.0035788807963699747	0.0052537303477051996	0.9685881384754456	0.0035788807963699747	0.01737652109572601	1	0.0052537303477051996	0.9554333466486864	0.01737652109572601	0.44999883370755345	0.0052537303477051996	0.44999883370755345	0.44999883370755345	1	0.41868029205719426	NA	0.41868029205719426	0.44999883370755345	0.44999883370755345	0.018864637315818396	0.9644359826453497	0.0052537303477051996	1	0.9644359826453497	0.563251367565301	0.44999883370755345	1	0.0052537303477051996	0.44999883370755345	0.0052537303477051996	0.01737652109572601	0.01737652109572601	1	0.018864637315818396
Bacteria (OTU 105)	Kruskal-Wallis rank sum test	0	0.0015	0	0.002	0	0	0	0.0085	0	0.03514171946630825	NA	0.027293011869184432	0.039500768757789254	0.4935407215380238	0.03804945275517854	0.08975429487648409	0.22220804754772908	0.06399195505329933	0.46969260473252344	NA	0.039500768757789254	NA	0.0738301054448593	0.14235075129913294	NA	0.4099626006180705	NA	0.46969260473252344	0.5601762824993525	NA	0.03347540812544509	0.10586095537256837	0.027293011869184432	0.039500768757789254	0.039500768757789254	0.039500768757789254	0.4099626006180705	0.46969260473252344	0.039500768757789254	0.4099626006180705	0.07555527806633884	0.2290509718854721	0.5040925950629889	1	0.03804945275517854
Clostridiales (OTU 107)	Kruskal-Wallis rank sum test	0	0.0025	0	0.002	0	0.001	0	0.0035	0	0.031102026035309156	NA	0.024638698140029294	0.031102026035309156	0.8067447698360314	0.024638698140029294	0.09486885961745097	0.21608606284113818	0.07495976517540298	0.2753253133462827	0.08964185271797477	0.6877290822237508	0.06314504190516482	0.8067447698360314	0.6816417539893003	NA	0.5157428286426868	NA	0.5189680870515624	0.6816417539893003	0.6816417539893003	0.024638698140029294	0.9084252144887752	0.024638698140029294	0.6816417539893003	0.14227324531355046	0.6816417539893003	0.49413264556249564	NA	0.031102026035309156	NA	0.031102026035309156	0.09486885961745097	0.08964185271797477	NA	0.024638698140029294
Bacteria (OTU 108)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0.29194352178964417	0.47145699071078107	0.093593135262717	0.5044192075721265	0.48515357660423714	0.19524961269230343	0.6239206468230166	0.4653107644881515	0.2494242017140048	0.8473753146895241	0.5860500538495549	0.19524961269230343	NA	0.29194352178964417	0.38500846888283496	1	0.5860500538495549	NA	0.6886626538823699	0.7660721300229526	NA	0.06720284814832637	0.19524961269230343	0.035222286750500265	0.06720284814832637	0.06743073058354507	0.06720284814832637	0.4653107644881515	0.5044192075721265	0.1456080135893338	NA	0.2494242017140048	0.29194352178964417	NA	NA	0.047426935926275074
Clostridiales (OTU 115)	Kruskal-Wallis rank sum test	0	0	0	0.001	0	0	0	0.001	0	0.11364058076178489	0.6025077154056413	0.14577785617058062	0.010338095089957875	0.1259322921576296	0.010338095089957875	0.14577785617058062	1	0.21834026659441116	0.21834026659441116	0.47527172863772005	0.3282544762116543	0.9375341429462714	0.04597491408313107	0.4688358460373041	NA	0.6025077154056413	1	0.32628854639095706	0.6991114875619311	1	0.02766571262366046	0.21834026659441116	0.03238804029229791	0.9158384174986876	0.3215888055014763	0.11364058076178489	0.4688358460373041	0.5564619458198227	0.21834026659441116	1	0.023442393615620283	0.3215888055014763	1	1	0.05600237345693864
Oscillibacter (OTU 119)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0.47145699071078107	NA	0.47145699071078107	0.5046728501551148	1	0.47145699071078107	NA	0.47145699071078107	NA	0.47145699071078107	0.3331821352475404	0.47145699071078107	0.2722535229373401	0.47145699071078107	0.20654524235004856	NA	0.955504097685167	NA	0.9922202921979387	NA	0.9397870425573116	0.01736990494543984	0.01088217304934284	0.01088217304934284	0.01736990494543984	0.01088217304934284	0.30173748201782674	0.47145699071078107	0.5203280532341199	1	0.47145699071078107	1	0.47145699071078107	0.5411478658353001	1	0.062313439890170616
Clostridiales (OTU 154)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0015	0	0.3744622360354844	NA	0.36475529263961565	NA	0.2346118668724623	NA	NA	0.3323920603386612	NA	NA	NA	0.43228900448324653	NA	NA	NA	NA	0.7962534147376392	NA	NA	NA	NA	0.030485721206685495	0.020035541288359347	0.020470437546257523	0.005799943998144018	0.018832725876587207	0.06094427628530314	0.46755560469751123	NA	0.3744622360354844	NA	NA	NA	NA	NA	0.030485721206685495
Clostridium (OTU 172)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0.7085794863790839	NA	0.7085794863790839	0.7503640169491135	0.8426594156584278	0.7085794863790839	NA	0.7085794863790839	NA	0.7085794863790839	NA	0.7085794863790839	NA	0.768297582396267	NA	NA	0.9506209956434744	NA	1	NA	NA	0.06034509249342477	0.033960052360398736	0.033960052360398736	0.03279529315245056	0.03279529315245056	0.1165038846981017	0.7085794863790839	0.7085794863790839	0.9506209956434744	0.7085794863790839	0.768297582396267	0.7085794863790839	0.7085794863790839	1	0.1747848004766422
Clostridiales (OTU 173)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0025	0	0.375131237469182	NA	0.375131237469182	0.375131237469182	1	0.375131237469182	NA	0.375131237469182	NA	0.375131237469182	0.42738720860955876	1	0.375131237469182	1	0.375131237469182	NA	0.9057841194458086	NA	0.9057841194458086	NA	1	0.0792628751373823	0.10639933647937465	0.07096418349369274	0.10927209428234769	0.06528678303883566	0.3336296212273419	0.5673008003663137	NA	0.375131237469182	NA	0.375131237469182	NA	0.42738720860955876	NA	0.0792628751373823
Porphyromonadaceae (OTU 175)	Kruskal-Wallis rank sum test	0	0	0	0	5e-4	5e-4	0	0	0	0.0832654166210814	NA	0.0832654166210814	0.0832654166210814	0.6009349883281314	0.0832654166210814	0.0832654166210814	0.6009349883281314	0.0832654166210814	1	0.0832654166210814	0.7429262647386152	0.0832654166210814	0.9766317146566834	0.9766317146566834	NA	0.6009349883281314	NA	0.6009349883281314	0.6009349883281314	0.6819081008394209	NA	0.11885217444572702	NA	0.09669992602367551	0.09669992602367551	0.11885217444572702	NA	NA	0.0832654166210814	NA	0.0832654166210814	0.0832654166210814	0.0832654166210814	NA	NA
Enterococcus (OTU 187)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.05116481237657463	0.17658565084751376	NA	0.07393936647050321	NA	NA	0.14854258263633338	NA	NA	NA	0.23620021065485272	NA	NA	NA	NA	0.6893880466753076	NA	NA	NA	NA	NA	0.47947552947846217	0.18995594644292235	0.36791717521015926	0.23620021065485272	0.3247510810147824	0.47947552947846217	1	0.18995594644292235	NA	NA	NA	NA	NA	NA	0.4258928477402945
Porphyromonadaceae (OTU 190)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0	0.2282059446144376	NA	0.20223775910060457	0.18613210383179887	0.8813717220793509	0.17257715467089838	NA	0.18613210383179887	NA	0.13076080632066736	0.42738720860955876	0.6281710672762025	0.375131237469182	0.5318651282645503	0.31663230398941283	NA	0.6765494833958865	NA	0.6281710672762025	NA	1	0.07543136561678096	0.23975635269490397	0.06792010472079747	0.23975635269490397	0.06278087175773003	0.2282059446144376	0.5318651282645503	NA	0.2282059446144376	NA	0.18613210383179887	NA	0.42738720860955876	NA	0.07543136561678096
Clostridium (OTU 268)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.002	0	0	0.18906063472697116	0.3928808255923175	NA	0.25510044218085715	NA	NA	0.35668941274629457	NA	NA	NA	0.47048642205878966	NA	NA	NA	NA	0.11893392241614614	1.1343459921757076e-4	0.01659947196719938	7.815895886856683e-4	0.007480821448727753	0.08834321429392221	0.47048642205878966	NA	NA	NA	NA	NA	0.08834321429392221	0.4402775835057937	NA	NA	NA	NA	NA	0.03998498634245267	NA
