otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Porphyromonadaceae (OTU 6)	26.61364114872833	7.094113762868513e-6	3	Kruskal-Wallis rank sum test	5e-4	0	0.0925	0	9.32369237405576e-5
Lachnospiraceae (OTU 41)	26.669151154707638	6.906628543920467e-6	3	Kruskal-Wallis rank sum test	0.003	0	0	0	9.32369237405576e-5
Akkermansia (OTU 3)	24.955902136798546	1.5771797910194085e-5	3	Kruskal-Wallis rank sum test	0.037000000000000005	0.2515	0.10500000000000001	0.191	1.9272010376490749e-4
Ruminococcaceae (OTU 52)	24.91828443139354	1.6060008647075625e-5	3	Kruskal-Wallis rank sum test	0.0035	0	0	0	1.9272010376490749e-4
Porphyromonadaceae (OTU 10)	24.76792860269224	1.7265364042912225e-5	3	Kruskal-Wallis rank sum test	0.0135	0	0.1205	0	1.9855168649349057e-4
Ruminococcaceae (OTU 101)	24.460813027178997	2.001487094892556e-5	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	2.2096417527613817e-4
Porphyromonadaceae (OTU 8)	23.938879456706296	2.572478510146922e-5	3	Kruskal-Wallis rank sum test	0.0545	0	0.0205	0	2.6929943963732066e-4
Acetatifactor (OTU 78)	23.889353119147096	2.6344510399303107e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	2.6929943963732066e-4
Lachnospiraceae (OTU 31)	23.686375226066595	2.904372757619063e-5	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	2.862881718224505e-4
Lachnospiraceae (OTU 30)	23.231769693536894	3.613102284751986e-5	3	Kruskal-Wallis rank sum test	0.0035	0	0	0	3.2565673310639635e-4
Ruminococcaceae (OTU 50)	23.206196043668175	3.657738668948655e-5	3	Kruskal-Wallis rank sum test	0.0085	0	0	0	3.2565673310639635e-4
Lachnospiraceae (OTU 63)	23.27339580736902	3.54160583228839e-5	3	Kruskal-Wallis rank sum test	0.005	0	0	0	3.2565673310639635e-4
Clostridiales (OTU 97)	21.410983388671468	8.64858426137465e-5	3	Kruskal-Wallis rank sum test	0.002	0	0	0	7.459403925435636e-4
Coriobacteriaceae (OTU 158)	21.20042262678801	9.5653156557234e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	8.000082184786843e-4
Porphyromonadaceae (OTU 25)	20.74804948016584	1.1875185616118703e-4	3	Kruskal-Wallis rank sum test	0	0	0.0045000000000000005	0	8.900297733532203e-4
Bacteroidales (OTU 38)	20.74463809419409	1.1894563236538004e-4	3	Kruskal-Wallis rank sum test	0	0	0.0165	0	8.900297733532203e-4
Pseudoflavonifractor (OTU 69)	20.73814049259523	1.1931558555822156e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	8.900297733532203e-4
Clostridiales (OTU 115)	20.902149492669597	1.1031869800857799e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	8.900297733532203e-4
Lachnospiraceae (OTU 49)	20.654426416996166	1.2418573680841175e-4	3	Kruskal-Wallis rank sum test	5e-4	0.0025	0	0	9.019806147137274e-4
Ruminococcaceae (OTU 92)	20.043435340572568	1.6626025830723955e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0011011913211758317
Firmicutes (OTU 129)	20.026960381390772	1.6757259235284394e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0011011913211758317
Lachnospiraceae (OTU 133)	20.043435340572568	1.6626025830723955e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0011011913211758317
Lachnospiraceae (OTU 135)	20.043435340572568	1.6626025830723955e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0011011913211758317
Porphyromonadaceae (OTU 15)	19.863478077055717	1.8116697130660656e-4	3	Kruskal-Wallis rank sum test	0	0	0.046	0	0.0011628391646656608
Lachnospiraceae (OTU 34)	19.412235603068236	2.246565577081197e-4	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.0014092093165327508
Butyricicoccus (OTU 56)	19.335966506806933	2.3297152193217443e-4	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.0014288920011840032
Lachnospiraceae (OTU 110)	19.067171717171686	2.6479322359220626e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0015887593415532374
Bacteria (OTU 108)	18.912807986406097	2.8498571637779776e-4	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.0016735331429845145
Lachnospiraceae (OTU 58)	18.514654629510368	3.44420924500373e-4	3	Kruskal-Wallis rank sum test	0.0035	0	0	0	0.001940003574736795
Lachnospiraceae (OTU 125)	18.526587250436837	3.4247210096186205e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.001940003574736795
Lachnospiraceae (OTU 20)	17.40693600262114	5.828005693089274e-4	3	Kruskal-Wallis rank sum test	0.009999999999999998	0	0	0.0025	0.003217059142585279
Lachnospiraceae (OTU 77)	16.775369636707328	7.860381284396523e-4	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.004172048527872001
Ruminococcaceae (OTU 118)	16.77757370594451	7.85218681013028e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.004172048527872001
Lachnospiraceae (OTU 47)	16.434050822314816	9.237528804064676e-4	3	Kruskal-Wallis rank sum test	0.006	0	0	0	0.004810486697965756
Lachnospiraceae (OTU 148)	16.223611111111154	0.0010203423437079757	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.005215083090062987
Lachnospiraceae (OTU 70)	15.734879968610812	0.0012851007686522707	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.006448869311782304
Lachnospiraceae (OTU 32)	15.135849013548219	0.0017041607384963738	3	Kruskal-Wallis rank sum test	0.0095	0	5e-4	0.001	0.008399077925446414
Lachnospiraceae (OTU 4)	15.090692569721474	0.0017407633388540485	3	Kruskal-Wallis rank sum test	0.081	0.0225	0.0035	0.015	0.008428959324977498
Lachnospiraceae (OTU 128)	14.385468000938658	0.002424764542159629	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.011538534717863064
Porphyromonadaceae (OTU 122)	14.297872340425593	0.0025264990097342214	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01181887672350246
Lachnospiraceae (OTU 81)	14.259933316623338	0.0025718644208980075	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.011830576336130834
Lachnospiraceae (OTU 33)	13.711090093260605	0.003325987925870602	3	Kruskal-Wallis rank sum test	0.0025	0	0.004	0.0045000000000000005	0.015048732254758787
Ruminococcaceae (OTU 60)	13.313932997759956	0.004004628297584177	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.017827055002148914
Bifidobacterium (OTU 28)	13.043163926099927	0.004544184713521035	3	Kruskal-Wallis rank sum test	0.001	0	0.013	0	0.019907856840187393
Enterobacteriaceae (OTU 2)	12.963448914997883	0.004716319687362138	3	Kruskal-Wallis rank sum test	0	0.0095	0.0055	0.007	0.02033912865174922
Ruminococcaceae (OTU 59)	12.928997063176592	0.004792696597214374	3	Kruskal-Wallis rank sum test	0.0035	0	0	0	0.020350527089710267
Anaeroplasma (OTU 89)	12.790928419560656	0.005111257045669302	3	Kruskal-Wallis rank sum test	0	0	0	0	0.021055327531413842
Firmicutes (OTU 155)	12.800000000000061	0.0050896983934363696	3	Kruskal-Wallis rank sum test	0	0	0	0	0.021055327531413842
Lactobacillus (OTU 9)	12.15915446132545	0.006857382140972158	3	Kruskal-Wallis rank sum test	0.0035	0.004	0.013	0.016	0.027478818684600205
Lachnospiraceae (OTU 73)	12.155288302541134	0.006869704671150051	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.027478818684600205
Lachnospiraceae (OTU 88)	11.682655985410983	0.008553209901047118	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.03372408475270007
Peptostreptococcaceae (OTU 12)	11.574062757057908	0.008994221138066206	3	Kruskal-Wallis rank sum test	0	0.002	0	5e-4	0.034963451184595394
Lachnospiraceae (OTU 90)	11.210103838462329	0.010642360233393709	3	Kruskal-Wallis rank sum test	0.001	0	0.0015	0.002	0.04079571422800922
Lachnospiraceae (OTU 62)	11.105642096985171	0.0111681314705777	3	Kruskal-Wallis rank sum test	0.003	0	5e-4	0	0.0422247162449239
Clostridium (OTU 51)	10.352151278901683	0.015798123445619133	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.05892273068906596
Lachnospiraceae (OTU 131)	9.399999999999963	0.024419337395717704	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Ruminococcaceae (OTU 153)	9.399999999999995	0.02441933739571735	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Lachnospiraceae (OTU 184)	9.391304347826054	0.024516262440374827	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Lachnospiraceae (OTU 185)	9.399999999999963	0.024419337395717704	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Ruminococcaceae (OTU 207)	9.391304347826054	0.024516262440374827	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Clostridiales (OTU 208)	9.399999999999963	0.024419337395717704	3	Kruskal-Wallis rank sum test	0	0	0	0	0.08458110541929316
Acetatifactor (OTU 138)	9.212752525252519	0.02659196402251142	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09060965518781669
Bacteroides (OTU 1)	9.179567595515413	0.026996295249872213	3	Kruskal-Wallis rank sum test	0.12150000000000001	0.1665	0.29100000000000004	0.487	0.09086557913371622
Ruminococcaceae (OTU 65)	8.922291054720006	0.030342111579872526	3	Kruskal-Wallis rank sum test	0.001	0.002	0	0	0.10089666019331105
Lachnospiraceae (OTU 116)	8.744488987874307	0.0328881977523462	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.10806122118628037
Acetatifactor (OTU 79)	8.537201343303904	0.03612095193170099	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.11728685568411146
Lachnospiraceae (OTU 150)	8.40863567649285	0.03827987313634032	3	Kruskal-Wallis rank sum test	0	0	0	0	0.12285168587941776
Lachnospiraceae (OTU 46)	8.127118080198738	0.043456328447955404	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.13786145576592748
Lachnospiraceae (OTU 64)	8.044125011700862	0.04510852289521007	3	Kruskal-Wallis rank sum test	5e-4	0	0.0035	0	0.1414767308986134
Lachnospiraceae (OTU 17)	7.971440101516683	0.04660565502073871	3	Kruskal-Wallis rank sum test	0.002	0.011	0.009000000000000001	0.009999999999999998	0.1445298964688077
Porphyromonadaceae (OTU 99)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Lachnospiraceae (OTU 112)	7.01207252654859	0.0715139738502463	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 175)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 190)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 246)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Parabacteroides (OTU 275)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Turicibacter (OTU 299)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Lachnospiraceae (OTU 328)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Turicibacter (OTU 374)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Clostridium (OTU 389)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Clostridium_sensu (OTU 397)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 581)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 591)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 912)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Lactobacillus (OTU 966)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Porphyromonadaceae (OTU 1502)	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.18898843056215311
Lachnospiraceae (OTU 161)	6.727658097169711	0.08110389662472746	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2111761836643847
Lachnospiraceae (OTU 36)	6.458204243931867	0.09132547925341845	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.23556852592470554
Porphyromonadaceae (OTU 7)	6.411126856271553	0.09323411128460882	3	Kruskal-Wallis rank sum test	0.0175	0	0	0	0.23826495106066695
Lachnospiraceae (OTU 83)	6.11182417185668	0.10629468644947766	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.24653221395004907
Firmicutes (OTU 96)	6.130434782608725	0.10543388872508319	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Ruminococcaceae (OTU 106)	6.127659574468112	0.10556182580878075	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Clostridium (OTU 145)	6.157218442932693	0.10420677002387112	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Lachnospiraceae (OTU 162)	6.127659574468112	0.10556182580878075	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Akkermansia (OTU 200)	6.250505289130379	0.10003869331947662	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Ruminococcaceae (OTU 219)	6.130434782608725	0.10543388872508319	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Lachnospiraceae (OTU 220)	6.130434782608725	0.10543388872508319	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Lachnospiraceae (OTU 222)	6.130434782608725	0.10543388872508319	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Lachnospiraceae (OTU 238)	6.127659574468112	0.10556182580878075	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Akkermansia (OTU 264)	6.130434782608725	0.10543388872508319	3	Kruskal-Wallis rank sum test	0	0	0	0	0.24653221395004907
Lachnospiraceae (OTU 95)	6.04884087966503	0.10925803826205806	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2512934880027335
Ruminococcaceae (OTU 61)	5.728508085550327	0.12559246507646152	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2864753748851519
Lachnospiraceae (OTU 74)	5.4483649648044405	0.14175979014436993	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3207024760643123
Clostridiales (OTU 91)	5.292097026604095	0.15161602585793885	3	Kruskal-Wallis rank sum test	0	0	0	0	0.340211570217814
Blautia (OTU 19)	5.215782983970351	0.1566614056914801	3	Kruskal-Wallis rank sum test	0	0	0	0	0.34316307913371835
Ruminococcaceae (OTU 147)	5.217391304347772	0.15655345924134703	3	Kruskal-Wallis rank sum test	0	0	0	0	0.34316307913371835
Lachnospiraceae (OTU 183)	5.2222222222221655	0.1562296417100225	3	Kruskal-Wallis rank sum test	0	0	0	0	0.34316307913371835
Lachnospiraceae (OTU 29)	5.122483254242585	0.1630449074689775	3	Kruskal-Wallis rank sum test	0.008	5e-4	0	0.0075	0.35433381465699054
Turicibacter (OTU 5)	4.9126139794685955	0.17830895756402773	3	Kruskal-Wallis rank sum test	0.0165	0.0445	0.0275	0.038	0.38135788101080603
Lachnospiraceae (OTU 68)	4.911845152141965	0.17836726193425514	3	Kruskal-Wallis rank sum test	0.001	0.0025	5e-4	0.001	0.38135788101080603
Lachnospiraceae (OTU 85)	4.895315927687297	0.1796250888819014	3	Kruskal-Wallis rank sum test	0	0	0	0	0.38135788101080603
Oscillibacter (OTU 119)	4.851010101010061	0.18303770421923074	3	Kruskal-Wallis rank sum test	0	0	0	0	0.38563668980540217
Lachnospiraceae (OTU 26)	4.719477065296957	0.19352918108446565	3	Kruskal-Wallis rank sum test	0	0.003	0	5e-4	0.40310381700901343
Clostridium (OTU 126)	4.710694549788717	0.19424930312390865	3	Kruskal-Wallis rank sum test	0	0	0	0	0.40310381700901343
Lachnospiraceae (OTU 75)	4.596397433788484	0.20385134596576562	3	Kruskal-Wallis rank sum test	0	0	0	0	0.41987292154142775
Lachnospiraceae (OTU 72)	4.566620604021447	0.20642430471226225	3	Kruskal-Wallis rank sum test	0	5e-4	0	0.001	0.42202302296729166
Lachnospiraceae (OTU 66)	4.546669687358405	0.20816504318093804	3	Kruskal-Wallis rank sum test	0.0015	0	0	0.001	0.42245258763190363
Ruminococcaceae (OTU 169)	4.272727272727293	0.2334806259493796	3	Kruskal-Wallis rank sum test	0	0	0	0	0.467420470329567
Coriobacteriaceae (OTU 182)	4.27037037037039	0.2337102351647835	3	Kruskal-Wallis rank sum test	0	0	0	0	0.467420470329567
Lachnospiraceae (OTU 94)	4.216662251889502	0.23899896347867483	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0.0015	0.4745590929504623
Blautia (OTU 132)	4.197880622837379	0.24087416070966353	3	Kruskal-Wallis rank sum test	0	0	0	0	0.47486620254190814
Porphyromonadaceae (OTU 362)	4.172872340425559	0.24339195101026778	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4764267977222263
Lactobacillus (OTU 13)	4.112144650093732	0.2496063895819877	3	Kruskal-Wallis rank sum test	0.0095	0.013	0.008	0.0215	0.4817577868855147
Lachnospiraceae (OTU 102)	4.114812467231638	0.24933036978139125	3	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0.4817577868855147
Lachnospiraceae (OTU 181)	4.0869565217391495	0.2522261965243881	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48343354333841054
Ruminococcaceae (OTU 37)	3.629392117568485	0.3043640594975536	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 42)	3.404255319148872	0.3333938297985013	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Ruminococcus (OTU 93)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridiales (OTU 107)	4.002659574468151	0.26117708713108234	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Olsenella (OTU 114)	3.625824173677992	0.30480605025462015	3	Kruskal-Wallis rank sum test	0	0	0.001	5e-4	0.48688535428301694
Lachnospiraceae (OTU 123)	3.404255319148872	0.3333938297985013	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Dorea (OTU 134)	3.09808163854029	0.37674874068789554	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 140)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Ruminococcaceae (OTU 143)	3.270195920558268	0.3518124059116141	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridiales (OTU 154)	3.8296296296295664	0.2804584677036258	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 157)	3.404255319148872	0.3333938297985013	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Acetatifactor (OTU 165)	3.440619967794008	0.32854556515736877	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridium (OTU 172)	3.440619967794008	0.32854556515736877	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 174)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridiales (OTU 179)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Firmicutes (OTU 188)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Firmicutes (OTU 198)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 203)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 205)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Acetatifactor (OTU 206)	3.2117552334941997	0.3601147131009295	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Bacteria (OTU 209)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 211)	3.4057971014492123	0.3331870056201478	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridiales (OTU 214)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Clostridiales (OTU 226)	3.4057971014492123	0.3331870056201478	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 227)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Bacteria (OTU 232)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Oscillibacter (OTU 236)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Coriobacteriaceae (OTU 252)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 259)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Coriobacteriaceae (OTU 265)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 266)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 287)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Bacteria (OTU 293)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 295)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Anaeroplasma (OTU 302)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Akkermansia (OTU 306)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Akkermansia (OTU 324)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 343)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 349)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 351)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Porphyromonadaceae (OTU 353)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Ruminococcaceae (OTU 357)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Terrisporobacter (OTU 363)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Romboutsia (OTU 428)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 430)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 437)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 503)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lachnospiraceae (OTU 509)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Akkermansia (OTU 512)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
Lactobacillaceae (OTU 515)	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.48688535428301694
