otu	method	WM	C	WMR	CWM	RM	1RM1	WMN	CN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-1RM1	CN-WM	CN-C	CN-WMR	CN-CWM	CN-RM	CN-1RM1	CN-WMN
Peptostreptococcaceae (OTU 12)	Kruskal-Wallis rank sum test	0.0055	0	0	0.019	0.001	0	0	0	1.1613877322139509e-4	0.05699136234366887	0.7466731726289577	0.014013540239310772	7.989240734895196e-5	0.00700050423991318	0.2936527933217458	0.49233741537457826	0.7466731726289577	0.2936527933217458	0.04350421448061492	0.2901032583850744	0.32207826643584153	0.04350421448061492	0.29549176070228983	0.021080939349252165	0.22404440576384285	0.2901032583850744	0.021080939349252165	0.22269067089619357	NA	0.00700050423991318	0.14258024780988557	0.21506473038568313	0.00700050423991318	0.08588923611909104	NA	NA
Lactobacillus (OTU 13)	Kruskal-Wallis rank sum test	0.0035	0.016	0.006	0.006	0.017	0.005	0.010499999999999999	0.029	0.0409002777879856	0.7074249686693204	0.05026000926998082	0.5894736842105263	0.05026000926998082	0.9474138648372953	0.49545465339348466	0.9818495034207125	0.4906924418066349	0.4906924418066349	0.6777336069395934	0.4906924418066349	0.9474138648372953	0.9474138648372953	0.6777336069395934	0.4906924418066349	0.4906924418066349	0.5894736842105263	0.5697120259703059	0.5894736842105263	1	0.05026000926998082	0.4906924418066349	0.07312168831967589	0.07312168831967589	0.9474138648372953	0.4906924418066349	0.3484737497885913
Porphyromonadaceae (OTU 14)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.025	0	0	0.06659615184894255	0.13045250050442253	0.7026346226656055	0.05760451197064603	0.634360863143093	NA	0.7648222658807244	1	NA	NA	0.030838293291660733	1.0983288436898995e-4	0.0031647643344214506	1.0983288436898995e-4	0.6923076923076923	0.4426863581275961	0.8091287530116297	NA	NA	NA	0.07180021073168721	0.3118954543416773	0.7684778230983098	NA	NA	NA	0.032816834109029906	NA
Porphyromonadaceae (OTU 15)	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0	0	0	0.30731300106256954	NA	0.46156727504750295	0.5603571298884485	0.585161765627585	0.585161765627585	0.0013532395877600136	0.1600308422714853	0.028257146797249916	0.07490119466325793	0.11385150549529478	0.5603571298884485	0.2568429357957865	0.30731300106256954	1	NA	0.5912262050113184	NA	0.7581342579189899	0.30731300106256954	0.5603571298884485	NA	0.5603571298884485	NA	0.6934702516894795	0.1600308422714853	0.46156727504750295	NA
Lachnospiraceae (OTU 20)	Kruskal-Wallis rank sum test	0	0.001	0.01	0	0	0.004	0	0.013499999999999998	0.00793295352729838	0.002597231468214986	0.11292318722050518	0.5508700343790365	0.002610618663554588	0.0010302644910076591	0.816705205600957	0.46955890555493396	0.3992567176086997	0.8960414737007576	0.006291167186282438	0.5508700343790365	0.8771886657648152	0.002597231468214986	0.5095684427490782	0.8640783678478517	0.3625935218015211	0.15595601575003717	0.5508700343790365	1	0.3625935218015211	9.342162280393526e-4	0.0035721470261284895	0.7057494427395009	5.955806959386605e-4	0.3625935218015211	0.06842962902110039	0.035785879983986725
Clostridium (OTU 22)	Kruskal-Wallis rank sum test	0	0.007	0	5e-4	0	0.003	0	0.0045000000000000005	4.2254069028160086e-5	0.04209574849654508	0.20580357271670704	0.00543899618304942	0.05654696664075425	0.8960798829748718	NA	0.41970766882597654	0.7823170315946879	0.6089637002174707	0.005025755398066222	0.41970766882597654	0.7823170315946879	0.8530507418873946	0.7823170315946879	0.15230345249928187	0.13406878321299887	0.7823170315946879	0.5642910236952	1	0.5469636168409824	3.981014792730301e-4	0.8530507418873946	0.41970766882597654	0.27265606368965545	0.5469636168409824	0.5642910236952	0.21180850705442736
Lactobacillus (OTU 23)	Kruskal-Wallis rank sum test	0.003	0.008	0.004	0.002	0.003	0.002	0.005	0.014499999999999999	0.08214715837503186	1	0.05685751339783208	0.7900803692222014	0.031475920482664746	0.7900803692222014	1	0.6097235737532679	1	0.7900803692222014	1	0.6104736159836668	1	1	1	0.5530009601668653	0.5530009601668653	0.4706172357077162	0.20162698819281064	0.5530009601668653	0.7900803692222014	0.031475920482664746	0.28945627029159565	0.05685751339783208	0.031475920482664746	0.5841745943094393	0.19047619047619047	0.30447775050464004
Lachnospiraceae (OTU 24)	Kruskal-Wallis rank sum test	0	0.004	0.005	0	0	0	0	0.009000000000000001	2.751459117572718e-5	0.020174127376253775	0.7135613459300357	0.9306705795020581	1.7196081983138085e-5	0.020174127376253775	0.8998247321403402	0.2646348117897686	0.6463110923141974	0.8998247321403402	0.7135613459300357	0.041352010648516076	0.2549069193422924	0.7135613459300357	NA	0.7135613459300357	0.020174127376253775	0.17364923103122606	0.7135613459300357	NA	NA	1.3139055026030745e-4	0.13539117516955804	0.13744697641630174	1.3139055026030745e-4	0.31725023820653125	0.06085230010997893	0.034037694494891704
Porphyromonadaceae (OTU 25)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.036	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8475192243812213e-5	2.171507209447565e-6	9.230562642062565e-4	2.8475192243812213e-5	0.5	NA	NA	NA	NA	NA	0.03722973889791189	NA	NA	NA	NA	NA	0.01276210215351163	NA
Lachnospiraceae (OTU 26)	Kruskal-Wallis rank sum test	0	0	0.002	0	0	0.003	0.011000000000000001	0	0.7903943218181503	0.34312795836748794	0.1025385072753549	0.6526238540010028	0.6526238540010028	0.07646831399072461	0.6526238540010028	0.6526238540010028	0.5067063720977809	0.6883400392926521	0.2815194619150957	0.10082278047771151	0.6526238540010028	0.07646831399072461	0.6526238540010028	0.33417370108036853	0.22884236804888836	0.6526238540010028	0.1617480646247554	0.6526238540010028	1	0.2815194619150957	0.26465316489087015	0.07646831399072461	0.33417370108036853	NA	0.07646831399072461	0.1025385072753549
Ruminococcaceae (OTU 27)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0.011	0.01724500076066656	0.08362085888888442	0.6027195562326638	0.5072684982773773	0.009758729954607219	0.022348593393389474	1	0.6027195562326638	0.7012216789226976	NA	0.022348593393389474	1	0.6687002853904476	0.004579510653712559	0.7012216789226976	0.7866017498171337	0.212315993957177	0.3436420955093791	NA	NA	0.212315993957177	1.3515399739949614e-4	0.01724500076066656	0.011823062458613054	6.879105412134418e-5	0.4464285714285714	0.10184298732537742	0.02854305371977933
Bifidobacterium (OTU 28)	Kruskal-Wallis rank sum test	0	0.005	0	0.007	0.011	0.002	5e-4	0.0095	4.87733410728703e-4	0.39893865723928673	4.87733410728703e-4	0.0015239945118737002	0.9114050446438715	0.001895077428968523	0.09719650529868701	0.3841685503480343	0.0627271599360087	0.3230922432302274	0.053955814260767836	0.24778793709242444	0.00967270696885438	0.3841685503480343	0.39893865723928673	0.4456578145407644	0.05284053766793181	0.18116826042344705	0.1039077835463954	0.3514033030439636	0.16259482480738438	0.0015239945118737002	0.24778793709242444	0.0015239945118737002	0.16259482480738438	0.8304988530294762	0.0627271599360087	0.04671027404292405
Lachnospiraceae (OTU 29)	Kruskal-Wallis rank sum test	0	0.003	0	0	0.001	0.001	0	0.006	9.992448379899746e-5	NA	0.0012356532664881625	0.020746260540976315	0.020641768782867616	0.06522106897616796	3.8444306470454933e-4	0.6630799264370119	0.008027598521945999	0.64994266574101	9.992448379899746e-5	0.5401744341189371	0.0018326021627686558	0.3947116163317158	1	NA	0.03999424712378467	NA	0.2948667579300222	0.19649176843781788	0.05368800576484218	6.879105412134418e-5	0.46650775027681163	6.61938611699417e-4	0.018807833390152157	0.3947116163317158	0.13722671192217967	0.02378587809981611
Lachnospiraceae (OTU 30)	Kruskal-Wallis rank sum test	0	0.001	0.007	0	0	0.005	0	0.0025	2.4220517294942957e-4	1.1161639040526572e-4	0.019105893575909513	NA	2.4220517294942957e-4	1.1161639040526572e-4	NA	0.38512283965284905	0.3542976608878269	NA	0.0015356474827424567	0.5122004376881886	0.37478783788002745	0.0015356474827424567	0.6677019781498389	NA	0.07034783016521598	0.03975116271583675	NA	NA	0.19288450079787572	9.759152732892053e-4	0.7966592872602577	0.11937982186731573	9.759152732892053e-4	0.5001213681744121	0.4350354249125115	0.11937982186731573
Lachnospiraceae (OTU 31)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.0025	1.1482790456449638e-4	0.04842770393796379	0.04278029235183051	NA	1.1482790456449638e-4	0.04842770393796379	NA	0.378384699361195	0.8139045469156878	NA	0.04842770393796379	0.28536506820030366	1	0.04842770393796379	1	NA	0.05091981097319664	0.3930780204773436	NA	NA	0.47235983760928435	2.9240957818714924e-5	1	0.04278029235183051	2.9240957818714924e-5	0.28536506820030366	0.24856777024804969	0.04278029235183051
Lachnospiraceae (OTU 32)	Kruskal-Wallis rank sum test	0	0	0.002	0	0.003	0.003	0	0	0.1511007885391068	0.0010043019211612059	0.02279360096404037	0.4311782235357706	0.04462192385839653	2.517823285122191e-4	0.036477854543794444	0.2821669749689442	0.9204348535222586	7.688861294090987e-4	0.04154286090608298	0.2909729650657044	0.9204348535222586	0.0034901079153237652	1	0.8223563748088217	0.33589874132241815	0.04462192385839653	NA	0.22269067089619357	0.2191869327248588	0.7505089303998695	0.2522753037316102	0.02279360096404037	NA	0.09369734849355386	0.10797901503731183	NA
Lachnospiraceae (OTU 33)	Kruskal-Wallis rank sum test	0	0.011	0	0	0.001	0.002	0	0.004	2.0377351707433712e-6	NA	7.593769352133372e-5	0.06589039841833232	8.885177356745444e-6	0.14855130137018802	2.5629537646969957e-4	0.2547494147625915	0.006422078817556799	0.27073794309742416	7.627283636735413e-5	0.07558735598171162	0.0018837882942984827	0.03413080997393361	0.6373518882339371	NA	0.008582164751687655	NA	0.3722342793876456	0.17580842439173178	0.05698429423149779	1.462818048579777e-4	0.14420310321452035	0.0023467900518875703	0.005267515226058129	0.46789291834405217	0.27073794309742416	0.05698429423149779
Lachnospiraceae (OTU 34)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.06169068016493584	NA	0.17332917420159352	NA	0.06169068016493584	NA	NA	0.6709510071326614	NA	NA	NA	0.46086859689277293	NA	NA	NA	NA	0.40551585390810324	NA	NA	NA	NA	0.26487775219854204	0.5764436248604022	0.40551585390810324	0.26487775219854204	1	0.6904645455867651	0.6709510071326614
Lachnospiraceae (OTU 36)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.042875299394629245	0.042875299394629245	0.8576050944625043	NA	0.042875299394629245	0.042875299394629245	NA	0.7924273494242157	0.8320546932891288	NA	0.07590100366352985	0.8576050944625043	0.8576050944625043	0.07590100366352985	1	NA	0.4319405382871168	0.4595235612819579	NA	NA	0.6540366982282398	0.2801591609792271	0.5838206503017114	0.5838206503017114	0.2801591609792271	1	0.8576050944625043	0.7924273494242157
Ruminococcaceae (OTU 37)	Kruskal-Wallis rank sum test	0	0.006	0	0	0	0	0	0.0025	5.705067434354003e-6	0.032393449380064845	0.0016338738208600617	0.1671791103283566	8.788708835687231e-5	0.49655102687240266	NA	0.28559575143678034	0.7193265295178513	0.8408187683195719	0.06907803044684097	0.0698606495570383	0.8907831415452458	0.8111830653847213	1	NA	0.02764208246031456	0.33807418790249694	0.540576902177365	NA	0.536772542737823	0.0016338738208600617	0.0769665374289928	0.21432116555819983	0.06907803044684097	0.540576902177365	0.33807418790249694	0.15290445576897504
Bacteroidales (OTU 38)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.014	0	0	0.4789553512572018	0.6894179359447331	NA	0.5605316905965019	NA	NA	1	NA	NA	NA	0.02174241827809357	6.00119516323306e-4	0.02374912652168399	0.0036297122319367157	0.7532340497310166	0.78397974398441	NA	NA	NA	NA	0.26594681170616197	0.7532340497310166	NA	NA	NA	NA	0.13475781076656515	NA
Erysipelotrichaceae (OTU 39)	Kruskal-Wallis rank sum test	0.002	0	0.004	0	0	0.001	0.011	0.0055	1.142590301176143e-4	0.9273750424819359	2.716656514402163e-4	0.0018985368322129612	0.5262693871135647	0.004024079567440328	0.4108518990043739	0.9180203557499869	0.4425038103310055	0.8330573643043143	0.6169008716361962	0.018566486393642192	0.6041003413422279	0.16554745040577296	0.7435772029395933	0.2852044872609943	1.3552637974755617e-4	0.31167364447985535	0.002206837301366449	0.5333333333333333	0.3071527930999676	0.2758586103558211	3.576472584694008e-5	0.3700108037085328	3.126319131037448e-4	0.3625935218015211	0.2758586103558211	0.8330573643043143
Bacteria (OTU 43)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0085	0.020601730959026444	NA	0.06511638333545484	NA	0.020601730959026444	NA	NA	0.5680251956018563	NA	NA	NA	0.3342208797836167	NA	NA	NA	NA	0.27717060174669983	NA	NA	NA	NA	1.90166346315371e-4	0.020601730959026444	0.0032542155386174306	1.90166346315371e-4	0.3342208797836167	0.08364382782498499	0.055999317001564956
Porphyromonadaceae (OTU 44)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.014	0	0	0.9445331348578349	0.8942622470289525	0.8942622470289525	0.8869952027021568	0.8942622470289525	NA	1	1	NA	NA	6.156014516716288e-4	1.0983288436898995e-4	0.002373573250816088	1.0983288436898995e-4	0.8942622470289525	0.9170125867465135	0.9170125867465135	NA	NA	NA	0.09573361430891628	0.9170125867465135	0.9170125867465135	NA	NA	NA	0.032816834109029906	NA
Oscillibacter (OTU 45)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.0075	1.620860674322715e-5	0.059342394589685626	0.08445582736460865	NA	1.620860674322715e-5	0.059342394589685626	NA	0.33425689336490405	0.7741484458330786	NA	0.059342394589685626	0.4290571053232956	1	0.059342394589685626	1	NA	0.04648041831240105	0.4467850402896776	NA	NA	0.5001457104098305	0.0014746136876304383	0.7094506095694735	0.29254265999067974	0.0014746136876304383	0.533359726840124	0.47469272368628007	0.14326656753145767
Lachnospiraceae (OTU 46)	Kruskal-Wallis rank sum test	0	0	0.004	0	0	0.001	0	0.0085	0.041877644230287586	4.126126623486553e-4	0.07631443333378432	0.4311782235357706	0.012122254128820136	2.536736145574221e-4	1	0.5867256381317953	0.35524498083672484	NA	0.041877644230287586	0.7067119306498559	0.30381099929951466	0.002792086332259012	0.7067119306498559	0.7538266769080866	0.25975964756478626	0.05019086201494538	NA	NA	0.2360474660113864	0.0010270331751286387	0.07555936461075284	0.4311782235357706	3.6861248080836116e-4	0.4311782235357706	0.30442991834851607	0.07555936461075284
Lachnospiraceae (OTU 47)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0.04414964248107035	0.042875299394629245	0.5166012490296251	NA	0.04414964248107035	0.042875299394629245	NA	0.6672599634457196	0.6672599634457196	NA	1.3190031861467664e-4	0.04414964248107035	0.5243685619167026	1.3190031861467664e-4	0.507141926355035	NA	0.4288418567884401	0.38293630106829823	NA	NA	0.06614362310228557	0.04414964248107035	0.8019631792974332	0.6672599634457196	0.04414964248107035	0.7911502651094727	0.2615941236137172	0.4507935949398646
Porphyromonadaceae (OTU 48)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.014	0	0	NA	NA	NA	0.4994579577738981	0.4789553512572018	0.6204761423502598	NA	NA	NA	1	7.794109736321801e-5	3.981200142734362e-6	0.0016676679681194768	4.3971307410054476e-4	0.4994579577738981	NA	NA	NA	0.78397974398441	NA	0.06514144699467517	NA	NA	NA	0.7450506836333252	NA	0.022650973702186952	NA
Lachnospiraceae (OTU 49)	Kruskal-Wallis rank sum test	0	0	0.004	0	0	0.001	0	0	0.29381217024159795	7.002000965612448e-4	0.003463080267390789	0.33543933347997945	0.8630606359745061	0.003463080267390789	1	0.7752267690204788	0.40261097828162146	0.7866017498171337	0.04022746810810106	0.44168040092180566	0.29381217024159795	0.40261097828162146	0.7752267690204788	0.7866017498171337	0.4467512567590983	0.07528629302241809	0.47521394734326944	NA	0.29381217024159795	0.7752267690204788	0.40261097828162146	0.03040375555856208	0.40261097828162146	NA	0.17859155571482221	NA
Ruminococcaceae (OTU 50)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	2.8090098775394645e-4	0.13085488799411413	0.027751964811999475	NA	2.8090098775394645e-4	0.13085488799411413	NA	0.4161768137082362	1	NA	0.06468835539505385	0.29768291911257616	0.8711642952336328	0.06468835539505385	1	0.1025612474742639	0.17566850555824853	1	0.1025612474742639	1	1	2.8882787332070524e-5	1	0.009017088616278554	2.8882787332070524e-5	0.18592300139550558	0.13085488799411413	0.078077889297644
Clostridium (OTU 51)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	5.205021944970382e-4	0.2623652067950461	0.03388986184938107	0.4989561624130443	0.0055946256861043675	0.884678712514509	NA	0.5976430235945175	0.914675381782464	0.914675381782464	0.10350136863208617	0.603869110580051	0.7162825812534156	0.603869110580051	1	NA	0.11546796580839234	0.6468848718404921	0.7242984921828797	NA	0.603869110580051	0.09367518667977226	0.4989561624130443	0.603869110580051	0.5944531749613018	0.8990343921698554	0.914675381782464	0.5976430235945175
Ruminococcaceae (OTU 52)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	0.0014638729099338082	0.008737111837615594	1	NA	0.0014638729099338082	0.008737111837615594	NA	0.5636855644866969	0.6334064136397209	NA	0.05692575274764739	0.5606698199981419	0.6334064136397209	0.05692575274764739	1	NA	0.14640401774202175	0.2794554482089659	NA	NA	0.5668318051311412	0.0014638729099338082	1	1	0.0014638729099338082	0.5938941247071143	0.5636855644866969	0.15519376842751045
Clostridium_sensu (OTU 53)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	0.06728032259605961	0.04279964839421008	0.1523729039417953	NA	NA	NA	0.6375976713867189	NA	NA	NA	0.4042273789785349	NA	NA	NA	NA	0.37909415303511146	NA	NA	NA	NA	NA	0.30355616846284617	NA	NA	NA
Ruminococcaceae (OTU 54)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.003	3.223281292253051e-4	NA	0.0035783547052322252	NA	3.223281292253051e-4	NA	NA	0.358743669095707	NA	NA	NA	0.11012462891908542	NA	NA	NA	NA	0.07716970446612556	NA	NA	NA	NA	1.9167849002034782e-4	0.5052964339996663	0.001975191686285432	1.9167849002034782e-4	0.358743669095707	0.08530633090855307	0.05706599274974206
Acetatifactor (OTU 55)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0.001	0	0.002	3.9796429110462e-4	0.2367218873428475	0.051465340907869715	1	3.9796429110462e-4	0.2367218873428475	1	0.4257303429297577	0.8495298898025045	1	0.024744186960813166	1	0.34263025726305374	0.024744186960813166	0.8495298898025045	0.8495298898025045	0.07045100239824624	0.4556131600987391	0.8495298898025045	NA	0.2367218873428475	1.71902949019494e-4	0.2367218873428475	0.01735842386884095	1.71902949019494e-4	0.34263025726305374	0.5058067380561736	0.036760710054483045
Butyricicoccus (OTU 56)	Kruskal-Wallis rank sum test	0	0.003	0.002	0	0	0	0	0.003	1.6597790667745923e-5	1.6289348024547417e-4	1	NA	1.6597790667745923e-5	1.6289348024547417e-4	NA	0.33720159338394334	0.40921438757121775	NA	0.050600669109019905	0.3203074446841229	0.43336705571799244	0.050600669109019905	1	NA	0.03389627051526001	0.06410141911957587	NA	NA	0.47235983760928435	1.57119088386474e-4	1	1	1.57119088386474e-4	0.40921438757121775	0.40921438757121775	0.0625920936242546
Oscillibacter (OTU 57)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.003	0	0.001	0.005657455618026513	0.12432074414288337	0.33801806772044346	NA	0.005657455618026513	0.12432074414288337	NA	0.5020852717230921	0.8237838788539288	NA	1.3424019200654328e-4	0.12432074414288337	0.08953972336618979	1.3424019200654328e-4	0.5238095238095238	NA	0.18524086808887305	0.5020852717230921	NA	NA	0.0877558131165066	1.57119088386474e-4	0.27698555783748635	0.10575657479422035	1.57119088386474e-4	0.38137235207068104	0.41925623338033347	0.0877558131165066
Ruminococcaceae (OTU 59)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	5e-4	0.009138540482452377	0.4539888374760009	0.07111109389488902	0.6323947278524635	0.013872799290678854	0.8894398903738947	NA	0.6632540826827902	1	1	NA	0.34286389738267503	0.8894398903738947	0.8919156480846551	NA	NA	0.24145888014712744	0.8894398903738947	0.8894398903738947	NA	NA	0.01552257666486959	0.8919156480846551	0.24145888014712744	0.06521132229344778	0.8894398903738947	0.4539888374760009	0.36446964070403676
Ruminococcaceae (OTU 60)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	0.003212362245529651	0.01254258233484929	0.7805995190104158	0.5059157822819709	0.01254258233484929	0.04071086502836128	NA	0.5180218800492652	0.6706656144420574	1	NA	0.25290414149055823	0.34525828946425907	0.8228992588858949	NA	NA	0.1709442191819593	0.2772952490592076	0.7960409708149395	NA	NA	6.234848609924798e-4	0.2772952490592076	0.7805995190104158	0.003212362245529651	0.45558614190975255	0.14667634528013457	0.08765594866363192
Ruminococcaceae (OTU 61)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.0015	0.0018110024412539517	0.023386526942525042	0.4966494542601456	NA	0.0018110024412539517	0.023386526942525042	NA	0.49603545746906547	0.6407266087360136	NA	NA	0.2288442923681441	0.42514331169531083	NA	NA	NA	0.1535357139653711	0.35962114827626374	NA	NA	NA	0.009525217498897249	1	0.5570355147310672	0.009525217498897249	0.6407266087360136	0.35962114827626374	0.29820243330330276
