otu	method	WM	C	WMR	CWM	RM	1RM1	WMN	CN	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	WMN-WM	WMN-C	WMN-WMR	WMN-CWM	WMN-RM	WMN-1RM1	CN-WM	CN-C	CN-WMR	CN-CWM	CN-RM	CN-1RM1	CN-WMN
Lachnospiraceae (OTU 62)	Kruskal-Wallis rank sum test	0	0	0.001	0	0.001	0.004	0	5e-4	0.021203222020237215	0.004763144781856912	0.32351619527254355	0.5083364319579612	0.04613430099139497	0.012753790322902294	8.611524649381905e-4	0.6633251263848033	1	0.02124490326708152	3.417023069257465e-4	0.02291249228403954	0.2408208209963321	9.576022581558671e-4	0.6633251263848033	0.09025389777735222	0.8025203418804842	0.4986084153986596	0.3828266761926618	0.8025203418804842	0.09025389777735222	0.011773451422153013	0.8493606372016907	0.6633251263848033	0.03795306498148349	0.8476854727935104	0.058259248047219464	0.8025203418804842
Lachnospiraceae (OTU 63)	Kruskal-Wallis rank sum test	0	0.001	0	0	0.002	0	0	0.0015	0.001489645382238093	0.3121173257647506	0.08832709290571002	NA	0.001489645382238093	0.3121173257647506	6.766197938800068e-4	0.5339313723289876	0.15111947395285477	6.766197938800068e-4	NA	0.20799265463530514	0.7623770488919097	NA	0.3212169257516657	NA	0.15111947395285477	0.7188579211115775	NA	0.20996548970212536	NA	0.0014746136876304383	0.7188579211115775	0.10896280710414719	0.0014746136876304383	1	0.20799265463530514	0.15111947395285477
Ruminococcaceae (OTU 65)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	1.0613577998658845e-5	0.023260128633029977	0.009113468455751995	0.18074392419201665	7.015789065058203e-4	0.4168745361141049	NA	0.32023539409907337	0.6388218765443293	0.773792827858098	NA	0.05045912786794257	0.4168745361141049	0.5727561049203025	NA	NA	0.023260128633029977	0.33959881467476	0.5193917467002344	NA	NA	NA	0.00848768493796783	0.23922968375728734	0.4168745361141049	NA	NA	NA
Lachnospiraceae (OTU 66)	Kruskal-Wallis rank sum test	0	0	0.001	0	0.003	0.001	0	5e-4	0.01029849377914407	0.002463850150738651	0.22094042818665766	0.19696738816868198	0.18897986193799807	0.03569264164121633	0.001660794039523653	0.22365182497747707	0.8290872493104027	0.17737226829189962	0.005025755398066222	0.49957486717213295	1	0.17737226829189962	1	NA	0.22094042818665766	0.17737226829189962	0.5307482312286856	0.22365182497747707	0.22094042818665766	0.0114302609986767	0.8101008119202928	0.5184287366748499	0.22094042818665766	0.4187796880393363	0.8035080507686607	0.22365182497747707
Porphyromonadaceae (OTU 67)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Pseudoflavonifractor (OTU 69)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	0.01268362938650693	0.15557493222522442	0.6583851252595007	1	0.01268362938650693	0.15557493222522442	1	0.6583851252595007	0.9063514271924926	1	0.37566445698409706	0.9952177492986238	1	0.37566445698409706	1	0.930437498355124	0.25648960072945576	0.4902605247034067	0.930437498355124	NA	0.6583851252595007	0.005084268570883905	0.8951413830922482	0.4902605247034067	0.005084268570883905	0.6120626209805685	0.930437498355124	0.1536351388958976
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0.001	0	0.001	0	0	0.002	0.001	0	6.842067427993533e-4	0.9592222167681304	6.842067427993533e-4	0.001123899857644387	0.5709247768287837	6.842067427993533e-4	0.5709247768287837	1	0.5691067413070452	NA	0.7841586587862012	1.618776637543759e-4	0.5709247768287837	1.618776637543759e-4	0.5691067413070452	0.9592222167681304	6.842067427993533e-4	1	6.842067427993533e-4	0.5863584088931862	0.5691067413070452	0.5042502163820327	0.08637831690140334	0.5370667295167306	0.04496408960629068	0.8865260875831443	0.23978444566783955	0.5691067413070452
Lachnospiraceae (OTU 71)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0.12736330129738857	NA	0.2629321748025957	NA	0.12736330129738857	NA	NA	0.6979478608772154	NA	NA	NA	0.5149420610621799	NA	NA	NA	NA	0.46920767170257766	NA	NA	NA	NA	0.013388878620593687	0.30934767865157176	0.06521930841659974	0.013388878620593687	0.6106781001216707	0.30934767865157176	0.2629321748025957
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.003	5.622989154776351e-4	0.5158964062227284	0.011056444778080675	0.5749042980476942	0.001414568476788753	0.9285795603544431	NA	0.5479036562464267	1	1	0.07392954902291869	0.9285795603544431	0.5479036562464267	0.34783746017046024	1	NA	0.09938724092000352	0.9045920122897039	0.9045920122897039	NA	0.603869110580051	5.622989154776351e-4	0.9045920122897039	0.010872460094119657	0.001414568476788753	0.5479036562464267	0.9045920122897039	0.09244530013401558
Lachnospiraceae (OTU 74)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0.01910039022657822	0.012956073310989373	0.621832968489329	NA	0.01910039022657822	0.012956073310989373	NA	0.621832968489329	0.621832968489329	NA	0.006142589930969827	0.45903562450559954	0.621832968489329	0.006142589930969827	0.6677019781498389	NA	0.3486259688953875	0.30298095173269524	NA	NA	0.3000425567966956	0.2801591609792271	0.621832968489329	0.621832968489329	0.2801591609792271	1	0.6048065963711988	0.621832968489329
Lachnospiraceae (OTU 75)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0.001	0.0025	0	0.61879363786286945	0.24042199388301974	0.01619442040126616	0.32833998051959773	0.552098259458227	0.01619442040126616	0.7886465814229358	0.8097327082946444	0.552098259458227	1	0.552098259458227	0.14515952616121758	0.7481956948833175	0.0564299644134345	0.7481956948833175	0.336057165861147	0.02446395095577366	0.820311688839809	0.01619442040126616	0.6320158783034778	0.552098259458227	0.49385340689092766	0.552098259458227	0.09437797177622924	0.7481956948833175	NA	0.155489781653729	0.09940173238890525
Lachnospiraceae (OTU 76)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.22283850703374752	0.050375755980289184	0.49406646810875193	0.6901361263772011	0.07913953770597107	0.016907606737898047	1	0.7701809956647689	0.7263516086359298	NA	0.46368459065673356	1	0.7701809956647689	0.1293767107901077	1	0.8615162021806704	0.49406646810875193	0.36384306620678847	NA	NA	0.6901361263772011	0.760976861867107	0.6901361263772011	0.3931463121292853	0.36384306620678847	1	0.7701809956647689	0.7701809956647689
Lachnospiraceae (OTU 77)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.030653980367452524	0.6330454746222173	0.36691403099283476	0.689885157657233	0.017695759435714862	0.3486407245134672	1	0.6912426916238401	0.8630116826088778	NA	0.8630116826088778	0.4067745501776021	0.7459500843803578	NA	NA	0.8630116826088778	0.3486407245134672	0.6912426916238401	NA	NA	NA	0.3486407245134672	0.7538769521344032	0.7459500843803578	0.10991221903759944	0.8630116826088778	0.6907250493212339	0.6330454746222173
Acetatifactor (OTU 79)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0.05200628199354381	0.06607273749192799	1	NA	0.05200628199354381	0.06607273749192799	NA	0.8462654379648197	0.8559361224784215	NA	0.06607273749192799	0.9121277170586986	0.8559361224784215	0.06607273749192799	1	NA	0.46725613529613347	0.602141932703217	NA	NA	0.7085397564139264	0.02312642243637199	0.8449761568591844	0.8559361224784215	0.02312642243637199	0.8462654379648197	1	0.359901068666738
Porphyromonadaceae (OTU 80)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013029736217208725	3.231412780202417e-4	0.012787991203983686	0.0013029736217208725	0.6373518882339371	NA	NA	NA	NA	NA	0.14320212938024107	NA	NA	NA	NA	NA	0.07256189810507353	NA
Lachnospiraceae (OTU 86)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0.001	0.002	2.2151102219096212e-4	0.06676019391339633	0.11811850182725649	NA	2.2151102219096212e-4	0.06676019391339633	NA	0.42714326797292085	0.7372842341267415	NA	NA	0.11811850182725649	0.5663680195535209	NA	NA	0.010272995200117326	0.6039579058952957	0.6784190377190603	0.010272995200117326	0.7372842341267415	0.42714326797292085	0.0014638729099338082	0.9795347653633011	0.321319748357118	0.0014638729099338082	0.5673296008137508	0.2358832707752307	0.5673296008137508
Porphyromonadaceae (OTU 87)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.003	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013029736217208725	3.231412780202417e-4	0.012787991203983686	0.0013029736217208725	0.6373518882339371	NA	NA	NA	NA	NA	0.14320212938024107	NA	NA	NA	NA	NA	0.07256189810507353	NA
Lachnospiraceae (OTU 88)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0015	0.006938375835814063	0.07264155590694568	0.40721422447570493	NA	0.006938375835814063	0.07264155590694568	NA	0.48318890549262006	0.7029175632453667	NA	NA	0.2876821412902048	0.48318890549262006	NA	NA	NA	0.21229494369770763	0.42056599393729766	NA	NA	NA	0.002395428398073504	0.48318890549262006	0.21229494369770763	0.002395428398073504	0.48318890549262006	0.21229494369770763	0.1813953137464408
Lachnospiraceae (OTU 90)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	5e-4	0.0013026959805180298	NA	0.007015673123424455	NA	0.0013026959805180298	NA	NA	0.38760118507397057	NA	NA	NA	0.1648368918359739	NA	NA	NA	NA	0.1105449172516263	NA	NA	NA	NA	0.006694439310296844	0.38760118507397057	0.03260965420829987	0.006694439310296844	0.563702861650773	0.27134267052791877	0.20450280262424106
Ruminococcaceae (OTU 92)	Kruskal-Wallis rank sum test	0	0.003	0	0	0	0	0	5e-4	0.0027020844326985064	NA	0.01184587428670092	NA	0.0027020844326985064	NA	NA	0.42468350635839536	NA	NA	NA	0.20270059102493018	NA	NA	NA	NA	0.14276148025674423	NA	NA	NA	NA	0.006879323749203569	0.42468350635839536	0.03384547873329611	0.006879323749203569	0.5811694758577146	0.2856990233528095	0.21536842405238532
Lachnospiraceae (OTU 94)	Kruskal-Wallis rank sum test	0	0	0	0	0.002	0.001	0	0	0.046985937932649297	NA	0.1414731857996293	0.07973843710997125	0.9878786454243791	0.20311573085602316	0.0015377722588181973	0.278363338620242	0.021406929391855997	0.3488969431849595	0.0069802158306475305	0.39672968187170315	0.04567139715708459	0.44673214504690817	0.6944099244334949	NA	0.3639244842765029	NA	0.39672968187170315	0.278363338620242	0.278363338620242	0.278363338620242	0.6944099244334949	0.3639244842765029	0.7557643017838644	0.44673214504690817	0.44673214504690817	0.6432040173897855
Lachnospiraceae (OTU 95)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.014616705484417977	NA	0.06550151217495806	0.3671702432160073	0.09077796641333168	0.4980690978667237	NA	0.5485034305403488	NA	0.8640399924971591	NA	0.3671702432160073	NA	0.6997588757691975	NA	NA	0.28725440154076776	NA	0.66056022487078625	NA	NA	0.08992817921258137	0.5485034305403488	0.21440032537136902	0.4980690978667237	0.7996117652710714	0.5485034305403488	0.4980690978667237
Clostridiales (OTU 97)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.04779935042799982	NA	0.0966119064276348	NA	0.04779935042799982	NA	NA	0.6946603387809684	NA	NA	0.09315123176887755	0.8117771907252491	0.22922113171027675	0.09315123176887755	1	NA	0.35340589496218644	NA	NA	NA	0.5797143461568489	0.22922113171027675	0.4549223928617401	0.3930384430186231	0.22922113171027675	1	0.8117771907252491	0.6946603387809684
Ruminococcaceae (OTU 98)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.003	1.3401932951324055e-6	NA	7.621032292970272e-5	NA	1.3401932951324055e-6	NA	NA	0.18173134121876172	NA	NA	NA	0.022649028197508126	NA	NA	NA	NA	0.00935805367987931	NA	NA	NA	NA	6.970901068798437e-4	0.839110601546615	0.00799965434766725	6.970901068798437e-4	0.472750666971928	0.15573340955369377	0.10347029877271942
Ruminococcaceae (OTU 101)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.005106681286438085	NA	0.030503194142892816	NA	0.005106681286438085	NA	NA	0.49570102289489065	NA	NA	0.05382071168868481	1	0.15177082569751021	0.05382071168868481	1	NA	0.1518387482353954	NA	NA	NA	0.49570102289489065	NA	0.09005749128792648	NA	NA	NA	0.3446340867904068	NA
Lachnospiraceae (OTU 102)	Kruskal-Wallis rank sum test	0	0	0	0	0.002	0	0	0	0.010017619773528465	0.30609274126088715	0.31382072069744227	0.31382072069744227	0.09308121285688092	0.6349717627881073	0.0015377722588181973	0.462842347824504	0.31382072069744227	0.10672052115131449	NA	0.31382072069744227	0.6226480581737227	0.6349717627881073	0.44323764105343483	NA	0.31382072069744227	0.5498521410644183	0.6255305159761234	0.31382072069744227	NA	0.09308121285688092	0.46464871410490527	0.6349717627881073	0.44355699151921	0.31382072069744227	0.4907874784387989	0.44355699151921
Ruminococcaceae (OTU 106)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0.007016482549640608	0.1889029488924332	0.2655466284395029	NA	0.007016482549640608	0.1889029488924332	NA	0.54945161750301	0.8237838788539288	NA	NA	0.2655466284395029	0.588402414974168	NA	NA	NA	0.21379943090482667	0.54945161750301	NA	NA	NA	0.002395428398073504	0.7683551973268631	0.19595766999427855	0.002395428398073504	0.54945161750301	0.21379943090482667	0.1889029488924332
Clostridiales (OTU 107)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Bacteria (OTU 108)	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0	0	5e-4	0.04554060219811792	NA	0.11756061383689403	NA	0.04554060219811792	NA	6.766197938800068e-4	0.3725358026810307	0.011302858718899966	6.766197938800068e-4	0.04554060219811792	1	0.14982504588087545	0.04554060219811792	0.6787825851971713	NA	0.3505853581472409	NA	NA	0.22611668121767348	0.47235983760928435	0.011302858718899966	0.31716780678310946	0.04554060219811792	0.011302858718899966	1	0.6596197260492241	0.23430191188116645
Lachnospiraceae (OTU 110)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0.004359433086482818	0.24903036531486858	0.2605264863841914	NA	0.004359433086482818	0.24903036531486858	NA	0.6048373551708601	0.9061622667393218	NA	0.004359433086482818	0.7625467160955908	0.26942668427172684	0.004359433086482818	0.7625467160955908	NA	0.24903036531486858	0.6048373551708601	NA	NA	0.2605264863841914	0.24903036531486858	0.26383514329646557	0.984439642619644	0.24903036531486858	1	0.26942668427172684	0.6992006024331315
Lachnospiraceae (OTU 111)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.002	0.005885630294280274	NA	0.03164734657526705	0.10056941165046845	0.10056941165046845	0.17917202432845128	NA	0.5160394732535196	NA	0.7683888941336726	0.07590100366352985	0.5669058396630741	0.17403782604079843	0.7686388450876074	1	NA	0.17403782604079843	NA	0.4671256918158844	NA	0.5001457104098305	6.436399413751018e-4	0.17403782604079843	0.005885630294280274	0.015798718010000132	0.45248365263012724	0.2224810709868117	0.09476807492572531
Clostridiales (OTU 115)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0015	0.06613228774660714	0.5158964062227284	0.39993696687209723	0.7186303725596178	0.10350136863208617	0.8615162021806704	NA	0.7777455077766929	1	1	0.10350136863208617	0.902399492938695	0.7390356714401379	0.44056546873404956	1	NA	0.44056546873404956	0.8566797816813612	0.8615162021806704	NA	0.7279011838034689	0.05256005099175452	0.7279011838034689	0.20820340671695053	0.08530364054892303	0.8013877253454732	0.7457645941709854	0.44056546873404956
Lachnospiraceae (OTU 116)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.002	0	0	0.0746494278026945	0.3404916281070007	0.3404916281070007	NA	0.0746494278026945	0.3404916281070007	NA	0.6893752596118247	1	NA	0.005025755398066222	0.311802438617256	0.10898129515999999	0.005025755398066222	0.6893752596118247	NA	0.3521719019861717	0.6893752596118247	NA	NA	0.311802438617256	NA	0.32149178808831125	0.6893752596118247	NA	NA	0.155489781653729	NA
Ruminococcaceae (OTU 118)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0.0052628473597721446	NA	0.018867041820441202	NA	0.0052628473597721446	NA	NA	0.5003238827942578	NA	NA	NA	0.21536842405238532	NA	NA	NA	NA	0.17744270722106378	NA	NA	NA	NA	0.006879323749203569	0.9139815807508331	0.03384547873329611	0.006879323749203569	0.6296002655125241	0.2856990233528095	0.21536842405238532
Porphyromonadaceae (OTU 122)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Lachnospiraceae (OTU 125)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0.010202364925079317	NA	0.038818713318844796	NA	0.010202364925079317	NA	NA	0.5501707176843011	NA	NA	1.0233573235426721e-4	0.2589023155001089	0.0028306312671082094	1.0233573235426721e-4	0.3191311015584731	NA	0.21414526071104423	NA	NA	NA	0.04948934409279788	0.03829627043254529	0.660583612860622	0.10630481236296613	0.03829627043254529	0.7518296340458492	0.16535496424157997	0.3406517694867533
Lachnospiraceae (OTU 127)	Kruskal-Wallis rank sum test	0	0	0.001	0	0	0	0	0	0.02676594513343817	0.01654834286219371	0.6866956665517852	0.6633511131319548	0.07047962269431411	0.02676594513343817	NA	0.6866956665517852	0.6866956665517852	1	0.08625114052673848	0.8688085622877157	0.6866956665517852	0.4173161315910602	1	NA	0.3942472044040611	0.28681001688737795	0.8688085622877157	NA	0.6866956665517852	0.07446497028550474	0.8688085622877157	0.6633511131319548	0.28681001688737795	0.8688085622877157	1	0.6451738058461237
Lachnospiraceae (OTU 128)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	0.0746494278026945	0.18843103871152433	0.6748431757771098	NA	0.0746494278026945	0.18843103871152433	NA	0.6748431757771098	0.8230632737581215	NA	0.005025755398066222	0.36761822170338415	0.28571587271533255	0.005025755398066222	0.6748431757771098	NA	0.38151956048501934	0.5640575973824027	NA	NA	0.27617553523332206	NA	0.28934260927948013	0.4468819202461682	NA	NA	0.18658773798447484	NA
Firmicutes (OTU 129)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.018386179847191955	NA	0.06194700549917039	NA	0.018386179847191955	NA	NA	0.5277829495217892	NA	NA	NA	0.28267760933057784	NA	NA	NA	NA	0.24549073758845014	NA	NA	NA	NA	NA	0.1702406309367409	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 131)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.04871109707348158	NA	0.10355751041005493	NA	0.04871109707348158	NA	NA	0.670128031157337	NA	NA	NA	0.41436582969219876	NA	NA	NA	NA	0.39426775328733005	NA	NA	NA	NA	0.04871109707348158	1	0.12903723286239802	0.04871109707348158	0.8181212968745682	0.4897868531550568	0.41436582969219876
Dorea (OTU 134)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.002	0	0.504033917195262	0.20283635509137693	0.38528055484455204	0.21573088681469466	0.504033917195262	0.6477828795293566	0.7353988101742069	0.8228992588858949	NA	1	0.504033917195262	0.6477828795293566	NA	0.8228992588858949	NA	0.024446327430921174	0.0014143963126427835	0.0022649668119509372	0.001072475749314165	0.504033917195262	0.15248325118468256	0.38528055484455204	0.504033917195262	NA	0.7353988101742069	NA	NA	0.024446327430921174
Lachnospiraceae (OTU 140)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	0.15877059743285846	0.11055518868756553	NA	NA	0.15877059743285846	NA	NA	0.8916518799046316	NA	0.089701186147808	0.07258701848292402	0.6084327507799795	0.089701186147808	1	NA	NA	0.5703249040199849	NA	NA	0.558243444447336	NA	NA	0.5244655869555723	NA	NA	0.443100968730523	NA
Ruminococcaceae (OTU 143)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0.042550594358354024	0.3714454124803644	0.3714454124803644	NA	0.042550594358354024	0.3714454124803644	NA	0.6923989946984889	1	NA	NA	0.4244817393877379	0.7705308141207002	NA	NA	NA	0.3714454124803644	0.7324612133375638	NA	NA	NA	0.018921618357031628	0.6923989946984889	0.3714454124803644	0.018921618357031628	0.6923989946984889	0.3714454124803644	0.3714454124803644
Lachnospiraceae (OTU 144)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.03303341563934587	NA	0.09282348390766566	NA	0.03303341563934587	NA	NA	0.566831834060641	NA	NA	NA	0.3297880326882816	NA	NA	NA	NA	0.2969619512276816	NA	NA	NA	NA	NA	0.2201522315680753	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 160)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.05650672333028927	NA	0.13310199625225003	NA	0.05650672333028927	NA	NA	0.6028782026438426	NA	NA	NA	0.37601619518390567	NA	NA	NA	NA	0.34946166008633234	NA	NA	NA	NA	NA	0.27505750699999937	NA	NA	NA	NA	NA
Porphyromonadaceae (OTU 175)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Enterobacteriaceae (OTU 176)	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0	0	0	0.8395850087625198	0.6323947278524635	0.4758681139007721	0.6323947278524635	0.6894037301340477	0.3224264440174972	0.04451313065483747	0.009910291559960198	0.4199309794042507	0.0013532395877600136	0.8395850087625198	0.8395850087625198	0.7652921749938334	NA	0.6067430819753685	0.8395850087625198	0.8395850087625198	0.6894037301340477	NA	0.4199309794042507	NA	0.8395850087625198	0.8395850087625198	0.6323947278524635	NA	0.22674758335440034	NA	NA
Clostridium (OTU 186)	Kruskal-Wallis rank sum test	0	0	0	0	0.001	0	0	0	0.4190859323500516	0.6204761423502598	NA	0.49825039164133494	NA	NA	0.019727410176575696	2.0626531951365476e-5	0.011131603283765118	3.998207872927313e-4	0.7854947471183542	NA	NA	NA	0.4190859323500516	0.78397974398441	NA	NA	NA	0.28949787216505163	NA	0.7450506836333252	NA	NA	NA	0.10718976667662562	NA	NA
Porphyromonadaceae (OTU 190)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.001	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.653148616592113e-5	2.062187215164831e-6	8.256007862398944e-4	2.653148616592113e-5	0.24821307898992348	NA	NA	NA	NA	NA	0.028868784054132096	NA	NA	NA	NA	NA	0.010578374954240764	NA
Lachnospiraceae (OTU 193)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1052962140735776	0.1052962140735776	0.2304190280399249	0.1052962140735776	1	0.6576533385925686	NA	NA	NA	NA	NA	NA	0.4304078322983534
Clostridium (OTU 201)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.6872242684050174	NA	0.7893796378095074	NA	0.6872242684050174	NA	NA	1	NA	NA	NA	0.8854747756672748	NA	NA	NA	NA	0.8854747756672748	NA	NA	NA	NA	0.09742219414696315	0.13863186663188187	0.19355584929359704	0.09742219414696315	0.8854747756672748	0.6872242684050174	0.6872242684050174
Firmicutes (OTU 210)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034750319466568876	0.02806954962564758	0.10335190090843929	0.034750319466568876	0.7518296340458492	0.43516489754906834	0.39742706440121217
Lachnospiraceae (OTU 211)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0.6872242684050174	NA	0.7893796378095074	NA	0.6872242684050174	NA	NA	1	NA	NA	NA	0.8854747756672748	NA	NA	NA	NA	0.8854747756672748	NA	NA	NA	NA	0.09680446137115616	0.155518099973642	0.19193924454424438	0.09680446137115616	0.8854747756672748	0.6872242684050174	0.6872242684050174
Clostridiales (OTU 226)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Lachnospiraceae (OTU 227)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	0.15877059743285846	0.11055518868756553	NA	NA	0.15877059743285846	NA	NA	0.8916518799046316	NA	0.089701186147808	0.07258701848292402	0.7824639306280265	0.089701186147808	1	NA	NA	0.5703249040199849	NA	NA	0.558243444447336	NA	NA	0.5244655869555723	NA	NA	0.443100968730523	NA
Lachnospiraceae (OTU 272)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1052962140735776	0.1052962140735776	0.2304190280399249	0.1052962140735776	1	0.6576533385925686	NA	NA	NA	NA	NA	NA	0.4304078322983534
Lachnospiraceae (OTU 292)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Porphyromonadaceae (OTU 314)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Lachnospiraceae (OTU 316)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Porphyromonadaceae (OTU 338)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
Akkermansia (OTU 352)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	0.05606171665981769	0.05580089941461436	NA	NA	0.05606171665981769	NA	NA	0.7003113729368903	NA	NA	NA	0.44575822707918866	NA	NA	NA	NA	0.4214993528922519	NA	NA	NA	NA	NA	0.34389586041037645	NA	NA	NA	NA
Porphyromonadaceae (OTU 353)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04830063869497355	0.0390853176446514	0.14301481652265385	0.04830063869497355	1	NA	NA	NA	NA	NA	0.4508889358997714	NA	NA	NA	NA	NA	0.33402996104300964	NA
