otu	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj
Lachnospiraceae (OTU 73)	24.72608150196391	1.761660096577238e-5	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0	0	0	1.770487498357954e-4
Ruminococcaceae (OTU 106)	24.750000000000004	1.741498185279197e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	1.770487498357954e-4
Bacteria (OTU 108)	24.704038997214482	1.780446633008325e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	1.770487498357954e-4
Clostridiales (OTU 35)	24.46159903381647	2.000730450505412e-5	3	Kruskal-Wallis rank sum test	0.001	0	0	0	1.9046953888811522e-4
Acetatifactor (OTU 55)	24.06751929450346	2.418216107930858e-5	3	Kruskal-Wallis rank sum test	0.0055	0	0	0	2.146386270296183e-4
Lachnospiraceae (OTU 90)	24.053152972313903	2.4349760209242413e-5	3	Kruskal-Wallis rank sum test	0.002	0	0	0.0015	2.146386270296183e-4
Ruminococcaceae (OTU 50)	23.46469336297582	3.2307439456777664e-5	3	Kruskal-Wallis rank sum test	0.003	0	0	0	2.7461323538261015e-4
Lachnospiraceae (OTU 24)	22.73227144683838	4.591878987137728e-5	3	Kruskal-Wallis rank sum test	0.0085	0.001	0	0	3.768507582547515e-4
Lachnospiraceae (OTU 31)	22.24459599896074	5.801632427654713e-5	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	4.6026283926060726e-4
Lachnospiraceae (OTU 20)	21.968711430741486	6.621629949833122e-5	3	Kruskal-Wallis rank sum test	0.010499999999999999	0	0	0	5.083702993742849e-4
Porphyromonadaceae (OTU 25)	21.85550591784633	6.990623138327156e-5	3	Kruskal-Wallis rank sum test	0	0	0.004	0	5.199275959130822e-4
Lachnospiraceae (OTU 116)	20.122293796138578	1.6011899395276398e-4	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.001154797592750237
Bacteroidales (OTU 38)	19.8974169741698	1.782573182072619e-4	3	Kruskal-Wallis rank sum test	0	0	0.002	0	0.0012478012274508331
Ruminococcaceae (OTU 101)	19.760030864197446	1.9033056673917198e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0012942478538263695
Lachnospiraceae (OTU 84)	19.31707317073175	2.3507819201282844e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0014877668472596855
Ruminococcaceae (OTU 92)	19.300651742703366	2.3692462781903695e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0014877668472596855
Ruminococcaceae (OTU 118)	19.295184135977387	2.3754260586499179e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0014877668472596855
Lachnospiraceae (OTU 58)	18.84218959750002	2.9472716231779023e-4	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.00179859140081113
Porphyromonadaceae (OTU 6)	18.339788166712584	3.742781286300853e-4	3	Kruskal-Wallis rank sum test	5e-4	0	0.154	0	0.0022269548653490075
Porphyromonadaceae (OTU 15)	17.889722254030072	4.6349466962877176e-4	3	Kruskal-Wallis rank sum test	0	0	0.008	0	0.0026905300334548214
Lachnospiraceae (OTU 46)	16.548622020043364	8.750429843201453e-4	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.00495857691114749
Lachnospiraceae (OTU 71)	15.03657471898161	0.0017856585921278314	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.009883412672707531
Lachnospiraceae (OTU 49)	14.697595656670133	0.002094188145565449	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.011327654060104018
Porphyromonadaceae (OTU 80)	14.540474166430487	0.0022545931031239543	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.011924292412077802
Enterobacteriaceae (OTU 2)	14.153846078385186	0.0027030479490281092	3	Kruskal-Wallis rank sum test	0.0015	0.067	0.0245	0.0555	0.01200430337872648
Lachnospiraceae (OTU 34)	14.137638376383704	0.002723665472484159	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Lachnospiraceae (OTU 81)	14.142857142857082	0.0027170098181751798	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Ruminococcaceae (OTU 98)	14.137638376383704	0.002723665472484159	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Lachnospiraceae (OTU 133)	14.137638376383704	0.002723665472484159	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Lachnospiraceae (OTU 135)	14.142857142857082	0.0027170098181751798	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Clostridiales (OTU 154)	14.142857142857082	0.0027170098181751798	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Firmicutes (OTU 155)	14.142857142857082	0.0027170098181751798	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Lachnospiraceae (OTU 189)	14.158536585365795	0.0026971101532136965	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01200430337872648
Lachnospiraceae (OTU 4)	14.069803837239853	0.002811661169346697	3	Kruskal-Wallis rank sum test	0.0865	0.003	5e-4	0.006500000000000001	0.012166824696445706
Acetatifactor (OTU 79)	13.43279489512907	0.003788287727361255	3	Kruskal-Wallis rank sum test	0.002	0	0	0	0.016100222841285334
Porphyromonadaceae (OTU 194)	12.961240310077587	0.004721179645545394	3	Kruskal-Wallis rank sum test	0	0	0	0	0.01971299571297901
Ruminococcaceae (OTU 65)	12.7801076788779	0.005137090750616293	3	Kruskal-Wallis rank sum test	0.001	0.0015	0	0	0.02107978618356341
Clostridium (OTU 126)	12.73210766439201	0.005253253173285178	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.02119108907189614
Lachnospiraceae (OTU 125)	12.634435433562093	0.005497706233421446	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.021807568059238402
Lachnospiraceae (OTU 30)	12.409477866061282	0.0061043438334108585	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.023816948071340726
Akkermansia (OTU 3)	11.87738953889043	0.00781519410504114	3	Kruskal-Wallis rank sum test	0.020499999999999997	0.2565	0.133	0.11599999999999999	0.03000026124193212
Lachnospiraceae (OTU 36)	11.790403192478548	0.008136749123401246	3	Kruskal-Wallis rank sum test	0.003	0	0	0	0.03073883002173804
Acetatifactor (OTU 78)	11.71909653465343	0.008410058331749539	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.0312749044211936
Ruminococcaceae (OTU 37)	11.585738165073977	0.008945749062610853	3	Kruskal-Wallis rank sum test	0	0	0	0	0.03275520426002128
Lachnospiraceae (OTU 17)	11.324060896447582	0.010096616150891765	3	Kruskal-Wallis rank sum test	0.002	0.014	0.003	0.0015	0.036409009756246065
Ruminococcaceae (OTU 59)	11.248970901348489	0.010453032067882586	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.03713166615158292
Turicibacter (OTU 5)	10.732186927090671	0.013265796094958609	3	Kruskal-Wallis rank sum test	0.012499999999999999	0.056499999999999995	0.019	0.026	0.045103706722859266
Porphyromonadaceae (OTU 7)	10.772409601046578	0.013022404459831318	3	Kruskal-Wallis rank sum test	0.0145	0	0	0	0.045103706722859266
Ruminococcaceae (OTU 60)	10.75	0.01315745941944367	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.045103706722859266
Lachnospiraceae (OTU 47)	10.630752899821859	0.013899658429987792	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	0.04659322121601542
Lachnospiraceae (OTU 33)	10.285165484633584	0.016291356723646407	3	Kruskal-Wallis rank sum test	0.0055	0	0.001	0.001	0.053114286304491026
Clostridiales (OTU 97)	10.287721536112567	0.016272260852264412	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.053114286304491026
Peptostreptococcaceae (OTU 12)	10.1506371963361	0.017328122162397624	3	Kruskal-Wallis rank sum test	0	0.0055	0.0015	0.002	0.05573098749527885
Lachnospiraceae (OTU 121)	9.96080122675869	0.01890229509546017	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.05998328310292694
Lachnospiraceae (OTU 32)	9.840298223952907	0.019973598000053955	3	Kruskal-Wallis rank sum test	0.006500000000000001	0	0	0	0.06199585251163572
Lachnospiraceae (OTU 74)	9.831132586530494	0.020057481694940968	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.06199585251163572
Clostridium (OTU 51)	9.769625198388452	0.020629417112419023	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.06294617016353496
Bacteroides (OTU 1)	9.682177787182022	0.021470224261707874	3	Kruskal-Wallis rank sum test	0.249	0.05450000000000001	0.3745	0.628	0.06452200761375358
Acetatifactor (OTU 206)	9.660069444444456	0.021688069786135657	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06452200761375358
Anaeroplasma (OTU 89)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Firmicutes (OTU 96)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 131)	9.214285714285623	0.026573427498738027	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Ruminococcaceae (OTU 153)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Coriobacteriaceae (OTU 158)	9.397357723577189	0.024448749396021437	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 184)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 185)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Coriobacteriaceae (OTU 204)	9.214285714285623	0.026573427498738027	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Clostridiales (OTU 214)	9.214285714285623	0.026573427498738027	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Ruminococcaceae (OTU 219)	9.214285714285623	0.026573427498738027	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 222)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 266)	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.0689002857330538
Lachnospiraceae (OTU 62)	9.145338541666668	0.0274196588523871	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.0701707398587971
Lachnospiraceae (OTU 70)	8.301915686577892	0.04016721087048101	3	Kruskal-Wallis rank sum test	0	0	0	0	0.10169995943802639
Lachnospiraceae (OTU 68)	7.942214893796342	0.047221168173406394	3	Kruskal-Wallis rank sum test	0	0.002	0	5e-4	0.11830145289758653
Lachnospiraceae (OTU 85)	7.8829035773238285	0.04849475144884682	3	Kruskal-Wallis rank sum test	0	0	0	0	0.12022657130026608
Clostridium (OTU 22)	7.737911160512123	0.05175051589542341	3	Kruskal-Wallis rank sum test	0.004	0.006500000000000001	0	0.001	0.12697549260938942
Lachnospiraceae (OTU 148)	7.161044973544912	0.06693806786383551	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1609218197130591
Clostridiales (OTU 199)	7.161044973544912	0.06693806786383551	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1609218197130591
Lachnospiraceae (OTU 161)	6.863725834112861	0.07637049233163454	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1817617717492902
Pseudoflavonifractor (OTU 69)	6.681207784202395	0.08278361801460786	3	Kruskal-Wallis rank sum test	0	0	0	0	0.19507426819283832
Ruminococcaceae (OTU 61)	6.419048309178666	0.09291029564164596	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Lachnospiraceae (OTU 77)	6.437423763583903	0.09216329434318823	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.20318949315355941
Lachnospiraceae (OTU 83)	6.420164859589029	0.09286473993851102	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Porphyromonadaceae (OTU 122)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Streptococcus (OTU 166)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Porphyromonadaceae (OTU 175)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Enterobacteriaceae (OTU 176)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Lachnospiraceae (OTU 183)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Parabacteroides (OTU 275)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Akkermansia (OTU 324)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Barnesiella (OTU 396)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Porphyromonadaceae (OTU 807)	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.20318949315355941
Lachnospiraceae (OTU 76)	6.209091941630359	0.10186893690432883	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2121032456656488
Clostridiales (OTU 91)	6.195270929756637	0.10248686240146897	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2121032456656488
Lachnospiraceae (OTU 66)	6.0809967305888035	0.10773537036730343	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2210432598915364
Lachnospiraceae (OTU 102)	6.035923435164916	0.10987549229954922	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2235074116862625
Lachnospiraceae (OTU 82)	5.610993344687213	0.13214866459782698	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.2665371370701934
Lachnospiraceae (OTU 111)	5.459891472061786	0.14105732960705256	3	Kruskal-Wallis rank sum test	0	0	0	0	0.2821146592141051
Blautia (OTU 19)	4.53800738007384	0.20892506715923212	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Bifidobacterium (OTU 28)	5.048482399659382	0.16828125430240204	3	Kruskal-Wallis rank sum test	5e-4	0	0.0035	0.0015	0.30996986743379196
Lachnospiraceae (OTU 112)	5.12553300533012	0.16283242888580204	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 115)	4.8458322323513086	0.18344045839495923	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Blautia (OTU 132)	5.1564801648071334	0.16069100803836087	3	Kruskal-Wallis rank sum test	0	0	0	5e-4	0.30996986743379196
Lachnospiraceae (OTU 162)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Acetatifactor (OTU 165)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 167)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Ruminococcaceae (OTU 169)	4.521825396825502	0.210351754029486	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 179)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 181)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Coriobacteriaceae (OTU 182)	4.521825396825502	0.210351754029486	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Firmicutes (OTU 188)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 190)	4.521825396825502	0.210351754029486	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 197)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 220)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Bacteria (OTU 223)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 226)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 227)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Oscillibacter (OTU 236)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Coriobacteriaceae (OTU 252)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 259)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 305)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 311)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 318)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 359)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 385)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 388)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Ruminococcaceae (OTU 420)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Ruminococcaceae (OTU 450)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 461)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 517)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Oscillibacter (OTU 561)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Porphyromonadaceae (OTU 593)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 714)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 764)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 782)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 845)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Acetatifactor (OTU 1158)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 1815)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Acetatifactor (OTU 1970)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Clostridiales (OTU 2699)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Bacteria (OTU 3734)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lachnospiraceae (OTU 5297)	4.500000000000171	0.212290287360118	3	Kruskal-Wallis rank sum test	0	0	0	0	0.30996986743379196
Lactobacillus (OTU 9)	4.462564252198724	0.2156538759221837	3	Kruskal-Wallis rank sum test	0.003	0.0095	0.005	0.010499999999999999	0.31237573384979295
Erysipelotrichaceae (OTU 39)	4.452538571663993	0.21656300876141107	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.31237573384979295
Lachnospiraceae (OTU 29)	4.394196416579376	0.22192411787234595	3	Kruskal-Wallis rank sum test	0.0045000000000000005	5e-4	0	0.0015	0.31729358801067115
Lachnospiraceae (OTU 151)	4.386517615176215	0.22263877814194155	3	Kruskal-Wallis rank sum test	0	0	0	0	0.31729358801067115
Lachnospiraceae (OTU 160)	4.307858432741245	0.23008262538733062	3	Kruskal-Wallis rank sum test	0	0	0	0	0.32595038596538506
Lachnospiraceae (OTU 104)	4.197865845850443	0.24087564136516426	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3392213174254976
Lachnospiraceae (OTU 164)	4.110277777777771	0.24979970718923675	3	Kruskal-Wallis rank sum test	0	0	0	0	0.3497195900649314
Lactobacillus (OTU 13)	3.959907263355574	0.2658260929907782	3	Kruskal-Wallis rank sum test	0.0055	0.009000000000000001	0.0035	0.0055	0.3678291286732861
Lachnospiraceae (OTU 95)	3.9625000000000004	0.2655420280545446	3	Kruskal-Wallis rank sum test	5e-4	0	0	0	0.3678291286732861
Lachnospiraceae (OTU 72)	3.581084947356786	0.31039694320070627	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4245659338032649
Lachnospiraceae (OTU 244)	3.5833333333333206	0.3101138107946918	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4245659338032649
Lactobacillus (OTU 23)	3.566917039562462	0.3121863496405569	3	Kruskal-Wallis rank sum test	0.003	0.005	0.003	0.006500000000000001	0.42457343551115745
Lachnospiraceae (OTU 64)	3.3065180346492755	0.34673648549555414	3	Kruskal-Wallis rank sum test	0	0	0	0	0.46888229288603345
Lachnospiraceae (OTU 86)	3.2399697433654184	0.3560855079105181	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4788042422751599
Clostridiales (OTU 137)	3.111680911680944	0.37472464019728935	3	Kruskal-Wallis rank sum test	0	0	0	0	0.49603035447678134
Clostridium (OTU 145)	3.131820471647602	0.37174420232802513	3	Kruskal-Wallis rank sum test	0	0	0	0	0.49603035447678134
Lachnospiraceae (OTU 150)	3.108824525745187	0.3751490075874817	3	Kruskal-Wallis rank sum test	0	0	0	0	0.49603035447678134
Alistipes (OTU 18)	2.956072351421143	0.39844766065384796	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5125975310033287
Olsenella (OTU 114)	2.9600817702398166	0.39782081881630776	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.5125975310033287
Ruminococcaceae (OTU 147)	2.956072351421143	0.39844766065384796	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5125975310033287
Lachnospiraceae (OTU 205)	2.9576719576719097	0.3981974747686622	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5125975310033287
Lachnospiraceae (OTU 301)	2.9576719576719097	0.3981974747686622	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5125975310033287
Streptococcus (OTU 354)	2.6666666666666576	0.4459216983631243	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5645178947362957
Geobacillus (OTU 455)	2.6666666666666576	0.4459216983631243	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5645178947362957
Lachnospiraceae (OTU 677)	2.6666666666666576	0.4459216983631243	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5645178947362957
Lachnospiraceae (OTU 103)	2.4747883506121227	0.4798646282481604	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.6042739763124984
Lachnospiraceae (OTU 16)	2.195114552851321	0.5329112929124115	3	Kruskal-Wallis rank sum test	0.0055	0.003	0.0025	0.004	0.6512708990053289
Lachnospiraceae (OTU 42)	2.1777675276752304	0.5363407403573297	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6512708990053289
Lachnospiraceae (OTU 113)	2.193003327143302	0.5333278121154075	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6512708990053289
Oscillibacter (OTU 119)	2.1839726631393948	0.5351121523116688	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6512708990053289
Lachnospiraceae (OTU 127)	2.2002923976608004	0.5318907802856045	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6512708990053289
Ruminococcaceae (OTU 143)	2.1839726631393948	0.5351121523116688	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6512708990053289
