otu	method	WM	C	WMR	CWM	RM	FRM	WMC	M1	1RM1	C-WM	WMR-WM	WMR-C	CWM-WM	CWM-C	CWM-WMR	RM-WM	RM-C	RM-WMR	RM-CWM	FRM-WM	FRM-C	FRM-WMR	FRM-CWM	FRM-RM	WMC-WM	WMC-C	WMC-WMR	WMC-CWM	WMC-RM	WMC-FRM	M1-WM	M1-C	M1-WMR	M1-CWM	M1-RM	M1-FRM	M1-WMC	1RM1-WM	1RM1-C	1RM1-WMR	1RM1-CWM	1RM1-RM	1RM1-FRM	1RM1-WMC	1RM1-M1
Lachnospiraceae (OTU 41)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.18626287965142435	NA	0.18626287965142435	0.42152883328054186	0.18626287965142435	0.42152883328054186	NA	0.18626287965142435	NA	0.42152883328054186	0.42152883328054186	0.42152883328054186	0.42152883328054186	0.7426131827220197	0.4083984129545195	NA	0.18626287965142435	NA	0.42152883328054186	NA	0.42152883328054186	NA	0.21078911597171268	NA	0.4525613991305982	NA	0.42152883328054186	NA	NA	0.21078911597171268	NA	0.4525613991305982	NA	0.42152883328054186	NA	NA
Bacteria (OTU 43)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.08931187141582823	NA	0.10354730230514159	0.6053254440904574	0.07142905693595915	0.6060632444588994	NA	0.07142905693595915	NA	0.6053254440904574	NA	0.2163225744891962	NA	0.6643894431719992	NA	NA	0.10354730230514159	NA	0.6060632444588994	NA	NA	NA	0.17389714699071737	NA	0.6515754496860648	NA	NA	NA	0.57231560588247	0.5810976903535239	0.5810976903535239	0.6053254440904574	0.5114829525982822	0.6053254440904574	0.5810976903535239	0.6053254440904574
Porphyromonadaceae (OTU 44)	Kruskal-Wallis rank sum test	0	0	0	0	0	0.007	0	0.006500000000000001	0.011	0.6109154733110878	NA	0.6109154733110878	0.6109154733110878	0.9363922214654863	0.6109154733110878	NA	0.6109154733110878	NA	0.6109154733110878	8.830036125149697e-4	1.2911471750787928e-4	0.0018922727769406134	2.9966579807903153e-4	3.804300764712891e-4	NA	0.6109154733110878	NA	0.6109154733110878	NA	0.0018922727769406134	6.352976310456159e-4	1.2292463791168794e-4	0.0014387437688552105	2.9966579807903153e-4	2.9966579807903153e-4	0.665705172327114	0.0014387437688552105	6.352976310456159e-4	1.2292463791168794e-4	0.0014387437688552105	1.2911471750787928e-4	2.9966579807903153e-4	0.6109154733110878	0.0014387437688552105	0.12095854687018269
Oscillibacter (OTU 45)	Kruskal-Wallis rank sum test	0	0.004	0	0	0	0	0	0	5e-4	0.0030789042312627246	0.623373928208734	0.0825371068112263	0.9625537902289855	3.8851369489977607e-4	0.5912263879384876	0.5808203064663733	6.722852345318883e-4	0.26643118389840026	0.5385310741463663	0.740972873087652	0.02901323556694359	0.573519596688395	0.6834001072355789	NA	0.9625537902289855	0.00830697325249515	0.6834001072355789	1	0.5385310741463663	0.7095432303959167	0.8124807252578433	0.045956328309318534	0.8124807252578433	0.8124807252578433	0.4546515134206954	0.6834001072355789	0.9102624416132635	0.26643118389840026	0.056471451051913577	0.8124807252578433	0.219970733402081	0.05618429199357507	0.26643118389840026	0.40464773366028006	0.6834001072355789
Lachnospiraceae (OTU 46)	Kruskal-Wallis rank sum test	0	0	0.002	0	0	0	0	0	0.001	0.09538262910930884	0.0072096344817565725	0.20339945328459644	0.27305069677589217	0.23391242910959287	0.00867807400471951	NA	0.06687193798877461	0.0050810326574894865	0.23391242910959287	NA	0.23356876846309296	0.03707397775872424	0.4293975336588603	NA	NA	0.1244522111265004	0.010736928619510148	0.31992797844361676	NA	NA	0.31992797844361676	0.4348927619374204	0.10131228930688485	1	0.2783580694412421	0.4984380197701518	0.39040177709527	0.02699855166564811	0.44371421669194383	0.6197379159542149	0.06687193798877461	0.014920302131954616	0.10131228930688485	0.045171180531677436	0.23356876846309296
Lachnospiraceae (OTU 47)	Kruskal-Wallis rank sum test	0	0.001	5e-4	0	0	0	0	0.0035	0.002	0.029668645941447202	0.037957861106695814	0.886922260433817	0.598919883835532	0.016619706653321686	0.034031614929358495	0.542934205144662	0.034031614929358495	0.0721234778110185	0.8664355140152	NA	0.08773522154038053	0.14643640088812404	0.7308283874891992	0.6891044254850495	NA	0.037957861106695814	0.06652471638941498	0.646261316795459	0.598919883835532	NA	0.025734264343866598	0.4552652497535853	0.4124934270731547	0.015713872232251107	0.03321446754605364	0.08167618591870368	0.034031614929358495	0.015713872232251107	0.27292122046174566	0.4124934270731547	0.006606206524793094	0.015713872232251107	0.037957861106695814	0.018152818691476436	0.79432949304562706
Porphyromonadaceae (OTU 48)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.010499999999999999	0.0125	0.6521336806011454	NA	0.6720070206421965	0.6468334745423745	1	0.6701969211212168	NA	0.6411789680158341	NA	0.6330383105953896	0.41887681187790876	0.5809734022560082	0.4920329833700614	0.5809734022560082	0.3422767651428354	0.5458975681914306	0.681478939046283	0.5809734022560082	0.6822687743510895	0.4920329833700614	0.8408138004288286	9.60887666956494e-4	1.1726089460725347e-4	0.0025321890331851706	1.1726089460725347e-4	4.0674038665054833e-4	0.01557038796828759	0.00324333147228554	9.60887666956494e-4	1.1726089460725347e-4	0.0025321890331851706	1.1726089460725347e-4	4.0674038665054833e-4	0.01557038796828759	0.00324333147228554	0.8408138004288286
Lachnospiraceae (OTU 49)	Kruskal-Wallis rank sum test	0	0	0.0025	0	0	0	0	0	0	0.6223260197144708	0.005245172791253373	0.0036576404057076	0.5780810884675516	0.8385695966187297	0.006967491285106126	0.4978459769711771	0.3054441364813463	9.704253466927608e-4	0.275637875621301	0.6595472826384595	0.4978459769711771	0.012355601153356233	0.4978459769711771	NA	0.5916109987724171	0.4496553429435448	0.0036576404057076	0.42903710524622374	NA	NA	0.6223260197144708	0.4978459769711771	0.006967491285106126	0.4780754036791792	NA	NA	NA	0.8504362683123465	0.8385695966187297	0.013713712254864632	0.7360027211293578	0.4496553429435448	0.6067941110245326	0.4978459769711771	0.5780810884675516
Ruminococcaceae (OTU 50)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	0	7.013310014220666e-4	0.47145699071078107	0.01418222709124658	0.41753710416186307	0.001442877044209462	0.8402236780787575	NA	3.8305712799511035e-4	0.4359537266899156	0.3568872710489116	NA	0.011072775440105653	0.5867539338717185	0.5117321164078463	NA	NA	0.001442877044209462	0.5203280532341199	0.4328437355413638	NA	NA	0.21971760999787432	0.1245732321025971	0.5867539338717185	0.5867539338717185	0.16194310307786144	0.4328437355413638	0.305790294751103	0.4328437355413638	0.011072775440105653	1	0.9471533654651936	0.41753710416186307	0.5867539338717185	0.47145699071078107	0.5867539338717185
Clostridium (OTU 51)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	0.13872964566610316	0.4636507832326701	0.3165408065295342	0.4636507832326701	0.16635845569023985	1	NA	0.13872964566610316	0.45430967307685943	0.45430967307685943	NA	0.26238995920010755	0.6442202028356577	0.6334278607292307	NA	0.4636507832326701	0.26238995920010755	1	1	0.45430967307685943	0.6442202028356577	0.26238995920010755	0.8550119743405503	0.5759589792898389	0.45430967307685943	0.26238995920010755	0.45430967307685943	0.4636507832326701	0.16635845569023985	0.949384435931127	0.34148371612434086	0.26238995920010755	0.13872964566610316	0.3083669574722262	0.3165408065295342	0.8971125039950679
Ruminococcaceae (OTU 52)	Kruskal-Wallis rank sum test	0	0.001	5e-4	0	0	0	0	0.0015	0	0.0025555567886048026	0.043406073423004406	0.7118458319699992	0.5880304314021586	6.211876182913462e-4	0.02921798410997948	NA	0.0012547080883603538	0.02921798410997948	0.5515106493823471	NA	0.02321762135407375	0.14827326870577145	0.7118458319699992	NA	NA	0.0063049471942083265	0.07494046685807446	0.6327033870724772	NA	NA	0.023141615713412663	0.7194454268399416	1	0.011371459130936836	0.012433585109962179	0.09407569721353594	0.03285176765940177	0.12924565293992607	0.12924565293992607	0.5091578833732563	0.14827326870577145	0.09716586184671686	0.318562659334849	0.16818466211310665	0.4094050218535837
Ruminococcaceae (OTU 54)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.036917079622859394	NA	0.0463815821118223	0.4400077643218312	0.036917079622859394	0.4410659118581999	NA	0.036917079622859394	NA	0.4103769775015252	NA	0.09697044064233684	NA	0.47937091795406145	NA	NA	0.0463815821118223	NA	0.4410659118581999	NA	NA	NA	0.07285046008272415	NA	0.46128667671297385	NA	NA	NA	NA	0.07285046008272415	NA	0.46128667671297385	NA	NA	NA	NA
Acetatifactor (OTU 55)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0.0015	5e-4	0.00415871073086137	0.3771655925686248	0.012073244568794238	0.12205753390430611	0.010301595443875324	0.4029530246908442	NA	0.002714993274286841	0.3269652950174367	0.0940073070310848	NA	0.025123846238574304	0.5270892568655381	0.27204755762810007	NA	NA	0.009133149362299463	0.4218111832735318	0.15530577755800812	NA	NA	0.022391243314548614	0.31768946542956794	0.08453716143723056	0.15530577755800812	0.012073244568794238	0.08993333741546253	0.03481447643851429	0.05685073329464351	0.11196396743884732	0.2039730124176676	0.4712075850704257	0.03481447643851429	0.15530577755800812	0.08868505912304528	0.4218111832735318
Butyricicoccus (OTU 56)	Kruskal-Wallis rank sum test	0	0.001	0.002	0	0	0	0	5e-4	0.001	0.009960426769255246	0.0011507317712021758	0.10600092064976095	0.577529887984263	0.00494569688950881	5.290572549224348e-4	NA	0.00494569688950881	5.290572549224348e-4	0.5392548571738505	NA	0.04890987458958547	0.010417638603191033	0.7077723648264789	NA	0.4148821518254873	0.044406705354547	0.00494569688950881	0.7077723648264789	0.3596618245191804	0.5997912233297503	0.04585959152434577	0.5349865294828133	0.044406705354547	0.054594519016931825	0.03173496834821218	0.1541834787361131	0.20485985160209222	0.016865053235519137	0.7293298010585042	0.049578475410707555	0.016865053235519137	0.009960426769255246	0.07289333664200648	0.07764478636558526	0.7293298010585042
Oscillibacter (OTU 57)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.0015	0.0035	0.0029437330407034424	0.17650254493828876	0.21750472170570928	NA	4.7998811206253453e-4	0.07239480115521463	NA	0.0025133090658624076	0.13545618040939103	NA	NA	0.024388576965348397	0.34858074188333626	NA	NA	NA	0.007325241936624834	0.22217457630003667	NA	NA	NA	0.014192836698738548	0.7448132240662662	0.40530148899575946	0.0025133090658624076	0.008160847879854457	0.07239480115521463	0.024388576965348397	0.014192836698738548	0.39702046510935146	0.27767329108720584	0.0025133090658624076	0.008160847879854457	0.07239480115521463	0.024388576965348397	0.39702046510935146
Ruminococcaceae (OTU 59)	Kruskal-Wallis rank sum test	0	0.002	0	0	0	0	0	0	0	0.008460384791376686	0.47145699071078107	0.02394882633160163	0.33930762817763077	0.012631277373749016	0.6302678185492648	NA	0.006038805861684308	0.47145699071078107	0.27528717867775937	NA	0.04885802259353568	0.6325071082386456	0.47145699071078107	NA	NA	0.012631277373749016	0.5451055795786018	0.4285029459852226	NA	NA	0.47145699071078107	0.04885802259353568	0.9469657320760057	0.7750462309463078	0.4496553429435448	0.6067941110245326	0.47145699071078107	0.47145699071078107	0.04885802259353568	0.9469657320760057	0.7750462309463078	0.4496553429435448	0.6067941110245326	0.47145699071078107	1
Ruminococcaceae (OTU 60)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.019132729953390184	0.15392035813636085	0.6043247727086655	0.6043247727086655	0.01618111990132449	0.17463182047928724	NA	0.01618111990132449	0.11093751796229111	0.6037590266922537	NA	0.10630607827531172	0.3315803991501185	0.6643894431719992	NA	NA	0.03563524405711458	0.18069510687189932	0.6043247727086655	NA	NA	0.4251487357984063	0.17463182047928724	0.5704192620812759	0.6043247727086655	0.3618654902736147	0.6043247727086655	0.5075223102238511	NA	0.07565798082437505	0.2746942657680264	0.6453699692128643	NA	NA	NA	0.5845042116727465
Ruminococcaceae (OTU 61)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	0	0.05886752865248065	0.13249890251825025	0.4696633834810091	0.19883006742497306	0.12810064095550988	0.5560126972343796	NA	0.053901573813233836	0.12810064095550988	0.17629399183303637	NA	0.12810064095550988	0.24708794350702923	0.364801999539835	NA	NA	0.0865499136769423	0.17534395056269755	0.24708794350702923	NA	NA	0.12507161324821575	0.7622815419914125	0.5560126972343796	0.23820423233422558	0.0865499136769423	0.19883006742497306	0.12810064095550988	0.17534395056269755	0.5399184698052822	1	0.6500537044969762	0.13249890251825025	0.318562659334849	0.19883006742497306	0.7013607637547176
Lachnospiraceae (OTU 62)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.005	0.0045000000000000005	0.046722357233415196	0.10419224243076734	0.8839998982090224	0.27305069677589217	0.10419224243076734	0.28615231052761314	0.48476268316487675	0.05227526912345143	0.16890784512098153	0.5306324075369274	NA	0.1483989226119897	0.2605274564750931	0.4373493398377281	0.6446460754537559	NA	0.06250448068086246	0.1483989226119897	0.31042486478599896	0.5306324075369274	NA	0.011981199291246254	0.16323082211939058	0.31042486478599896	0.014096927626614053	0.011981199291246254	0.049773013177387394	0.014096927626614053	0.011981199291246254	0.16890784512098153	0.35695939072359334	0.014096927626614053	0.011981199291246254	0.049773013177387394	0.014096927626614053	0.7704046639541552
Lachnospiraceae (OTU 63)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.001	5e-4	0.06923993094155384	0.21563659336352023	0.2546119047926134	0.4022085483269264	0.06923993094155384	0.5174749054159244	NA	0.06923993094155384	0.20438654440470244	0.3697914802151108	NA	0.14104791366158084	0.4022085483269264	0.5247861186622177	NA	NA	0.07730263685303716	0.26984766352231176	0.46078825448945265	NA	NA	0.07816975828013484	0.6335451005844305	0.5174749054159244	0.18031532956994878	0.06923993094155384	0.2055779716481508	0.11529057685995889	0.07816975828013484	0.47302955801768753	0.7051302600592679	0.21563659336352023	0.06923993094155384	0.2055779716481508	0.11529057685995889	0.5247861186622177
Lachnospiraceae (OTU 64)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	5e-4	0	0.2261568780856704	0.21563659336352023	0.9144593061724245	NA	0.1411419689869932	0.1411419689869932	NA	0.20383283406001593	0.18978750551865228	NA	0.1411419689869932	0.38532381407151167	0.5919913604705032	0.11641875871611615	0.1411419689869932	NA	0.2640786491218539	0.2640786491218539	NA	NA	0.18667535567738242	0.12629008381032963	0.2640786491218539	0.42605982878320375	0.08392125619939877	0.11641875871611615	1	0.1411419689869932	0.18309800833156195	0.6290832508519284	0.799239814007886	0.12629008381032963	0.1411419689869932	0.7460093239230475	0.21023082764138332	0.6823501697305947
Ruminococcaceae (OTU 65)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.12378565474288411	0.4409347080579251	0.22880236030364304	0.12699279507456945	0.957932305982679	0.300056291582749	NA	0.12378565474288411	0.4409347080579251	0.12378565474288411	NA	0.22425183868083598	0.5710133616043329	0.25179541409578343	NA	NA	0.12699279507456945	0.4960460774165277	0.17618831023725282	NA	NA	0.4409347080579251	0.4409347080579251	0.8655295444825546	0.4409347080579251	0.3897012972177389	0.5318542162403709	0.4409347080579251	NA	0.17618831023725282	0.5318542162403709	0.22425263544577206	NA	NA	NA	0.5010036100052113
Lachnospiraceae (OTU 66)	Kruskal-Wallis rank sum test	0	0.001	0.0015	0	0	0	0	0	5e-4	0.07747817723032026	0.10565094132323571	0.5971434844300977	0.31201025965149615	0.1113595217708837	0.12229841337486778	0.443366737494025	0.1113595217708837	0.12229841337486778	0.79314354052402	0.17718956823380858	0.5971434844300977	0.5251913172854918	0.5971434844300977	0.5251913172854918	0.5251913172854918	0.1115847356803314	0.13809077593239477	0.6363030468281989	0.8267499835746186	0.5210405573838558	0.23760307456349686	0.29774133922943785	0.3497001004372295	0.79314354052402	0.6518041968014452	0.79314354052402	0.5971434844300977	0.12229841337486778	0.5971434844300977	0.5393797544893041	0.45108545349397733	0.385709608434775	1	0.3497001004372295	0.6363030468281989
Porphyromonadaceae (OTU 67)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14647840666524956	0.07263028898572467	0.14949747743387257	0.07263028898572467	0.12955448246228912	0.2229938615343943	0.14949747743387257	0.20083924073625728
Pseudoflavonifractor (OTU 69)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.1090876156934957	0.28049432424334386	0.28049432424334386	0.28049432424334386	0.2622581574868333	1	NA	0.10790207093942093	0.28049432424334386	0.28049432424334386	NA	0.2622581574868333	0.4189581809968036	0.40128219949381855	NA	NA	0.1523080092321366	0.31865917195108745	0.31865917195108745	NA	NA	0.3872812370633255	0.31865917195108745	0.9602886618514429	0.9063480736752183	0.3438540857803578	0.5815110230651771	0.4258928477402945	0.28049432424334386	0.5574621356636965	0.7599380078468018	0.7114146837468086	0.2622581574868333	0.37165643589065717	0.28049432424334386	0.7114146837468086
Lachnospiraceae (OTU 70)	Kruskal-Wallis rank sum test	0.0035	0	0.002	0	0	0	0	0.0015	0.001	0.010301369366649599	0.8819354247411714	0.005459167516800968	0.0073656988648287455	0.705525912855707	0.004814353786899898	0.010301369366649599	0.41035529027511225	0.004814353786899898	0.5599954286036138	0.07789701088751662	0.6169658067856681	0.041238616857766835	0.7308283874891992	NA	0.029741293219529424	0.5024594081411395	0.013124282707769407	0.646261316795459	NA	NA	0.8781580135080808	0.004814353786899898	1	0.004814353786899898	0.004814353786899898	0.036500209663417424	0.010891691214885863	0.3962006683713765	0.07789701088751662	0.47997616023244233	0.029741293219529424	0.029741293219529424	0.16328425413201958	0.07219867865574975	0.49531007164368546
Lachnospiraceae (OTU 73)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0.003	0.0015	0.010775773761967221	NA	0.013019822602837532	0.6066980641450843	0.010775773761967221	0.6198659270449197	NA	0.010775773761967221	NA	0.5936390716334132	NA	0.04003939768019246	NA	0.7197552301029991	NA	NA	0.013019822602837532	NA	0.6198659270449197	NA	NA	0.013019822602837532	0.7991246521024831	0.02087912344575313	0.010775773761967221	0.010775773761967221	0.06341398849208718	0.02087912344575313	0.013019822602837532	0.8186185373191559	0.02087912344575313	0.011301526424366265	0.010775773761967221	0.06341398849208718	0.02087912344575313	0.5936390716334132
Lachnospiraceae (OTU 74)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	5e-4	5e-4	0.062025243222332056	0.062025243222332056	0.8884440835990128	0.6682163993206348	0.062025243222332056	0.062025243222332056	NA	0.062025243222332056	0.062025243222332056	0.6302978850083967	NA	0.15609326975112806	0.15609326975112806	0.8304868039649991	NA	NA	0.07283400533335452	0.07283400533335452	0.7152299158210613	NA	NA	0.062025243222332056	0.8953117297066923	1	0.07283400533335452	0.062025243222332056	0.15609326975112806	0.07283400533335452	0.062025243222332056	0.8391460218547087	0.9532077734525602	0.062025243222332056	0.062025243222332056	0.15609326975112806	0.07283400533335452	0.9633159788664069
Lachnospiraceae (OTU 75)	Kruskal-Wallis rank sum test	0	0	0.0015	0	0	0	0	0.001	0.002	0.7937616918732392	0.3320655982120262	0.13916978426290041	0.17662060798050325	0.1887059558870871	0.025775336422663928	0.3320655982120262	0.34941081595939244	0.057679097009685154	0.8762076416467447	0.3320655982120262	0.3320655982120262	0.12064013232627833	0.7751210170339992	0.7308683300599008	0.22424337539301648	0.23087767169045326	0.057679097009685154	0.6854286693285171	0.6156869961530642	NA	0.3779551015652422	0.17662060798050325	0.8931438932887762	0.025775336422663928	0.0584113162778142	0.12064013232627833	0.057679097009685154	0.3320655982120262	0.12064013232627833	1	0.025775336422663928	0.057679097009685154	0.12064013232627833	0.057679097009685154	1
Lachnospiraceae (OTU 76)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.0015	0	0.2020946081369199	0.18072708705629248	0.3883171017768232	0.21179721324893633	0.8206108618925086	0.337015113514215	NA	0.2020946081369199	0.18072708705629248	0.2020946081369199	NA	0.3127023070568178	0.24868529936258887	0.337015113514215	NA	NA	0.22295917619022673	0.2020946081369199	0.24777125705109773	NA	NA	0.08099565499694432	0.21179721324893633	0.9207678836727762	0.18072708705629248	0.07460151065977308	0.18072708705629248	0.1204564814178065	0.2020946081369199	0.9678505765917429	0.6899177236930982	0.8785208577831126	0.18072708705629248	0.3127023070568178	0.21179721324893633	0.2370301130835066
Lachnospiraceae (OTU 77)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	0	0	0.20216443594620323	0.6017082245747406	0.5202490459348801	0.9180166657793267	0.16502817837831485	0.6017082245747406	0.5202490459348801	0.11691443560966491	0.40947289501278217	0.5202490459348801	0.6986315660540721	0.2767857398357008	0.5202490459348801	0.6090652507011834	NA	0.6017082245747406	0.16502817837831485	0.5202490459348801	0.5551401351706262	NA	NA	0.5202490459348801	0.5202490459348801	0.9351100369712135	0.5202490459348801	0.2767857398357008	0.5202490459348801	0.40947289501278217	0.8544954045710302	0.40947289501278217	0.8179634452932528	0.9128877558670846	0.5202490459348801	0.6090652507011834	0.5202490459348801	0.7010054726518667
Acetatifactor (OTU 79)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	5e-4	0.06338523217439564	0.06348264932282834	0.6717382644841361	0.5880304314021586	0.06338523217439564	0.06338523217439564	NA	0.06338523217439564	0.06338523217439564	0.5880304314021586	NA	0.16545739159368603	0.18595578954505176	0.7025707135545279	NA	NA	0.07349563925729449	0.08617553300649906	0.6327033870724772	NA	NA	0.37231961848488543	0.2624790735439756	0.3694999896081274	0.5880304314021586	0.3438540857803578	0.5880304314021586	0.44617345953745147	0.06948422958234209	0.7025707135545279	1	0.06348264932282834	0.06338523217439564	0.2055779716481508	0.0960754807166324	0.37231961848488543
Porphyromonadaceae (OTU 80)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.002	0.0015	NA	NA	NA	0.5539417107411639	0.391934561389762	0.5702766528813262	NA	NA	NA	0.5214282503251282	0.0853134958162782	0.017641666995673915	0.11684494484991716	0.09233316459633212	0.05654510356848927	NA	NA	NA	0.5702766528813262	NA	0.11684494484991716	0.017641666995673915	0.002421519793919836	0.024388576965348397	0.010881130506472608	0.010881130506472608	0.34129114211178535	0.024388576965348397	0.017641666995673915	0.002421519793919836	0.024388576965348397	0.010881130506472608	0.010881130506472608	0.3752031919033309	0.024388576965348397	1
Lachnospiraceae (OTU 81)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	0.14391566629512315	0.13681809612120963	0.6125429798889823	NA	0.08817048813339963	0.08817048813339963	NA	0.12489812493162213	0.12489812493162213	NA	NA	0.2824729514271691	0.2824729514271691	NA	NA	NA	0.1854457315930698	0.18069510687189932	NA	NA	NA	0.33966000282831654	0.5174436150340651	0.46176797406579484	0.21011715799658318	0.2980068743429768	0.5174436150340651	0.4060178481790808	0.10839539814845364	0.5174436150340651	1	0.07222018404975768	0.08817048813339963	0.2055779716481508	0.12489812493162213	0.33966000282831654
Lachnospiraceae (OTU 83)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.29342334737041414	0.14115156649339627	0.36305982383698837	0.6066980641450843	0.3247295864212625	0.14115156649339627	NA	0.2625071368616985	0.14115156649339627	0.573571075357641	NA	0.4076832140252722	0.2625071368616985	0.6909650208988792	NA	NA	0.3247295864212625	0.19692793772874484	0.6480416510015071	NA	NA	0.2625071368616985	0.7013155850295683	0.6722603845967335	0.2625071368616985	0.2506082273847256	0.358590963119751	0.2625071368616985	NA	0.36305982383698837	0.25313967324875747	0.6722603845967335	NA	NA	NA	0.3247295864212625
Lachnospiraceae (OTU 84)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	5e-4	0.14235232166536443	0.13603635324549207	0.7007201180817464	NA	0.08724135705066999	0.08724135705066999	NA	0.12489812493162213	0.12489812493162213	NA	NA	0.2798201300016414	0.2798201300016414	NA	NA	NA	0.18348130905128163	0.17959471300058114	NA	NA	NA	0.35429061316533855	0.6925010948663256	0.5844547108367827	0.21011715799658318	0.2980068743429768	0.5497922399888947	0.4060178481790808	0.10839539814845364	0.38049242382352233	0.6925010948663256	0.07222018404975768	0.08724135705066999	0.2055779716481508	0.12489812493162213	0.4159056734259586
Lachnospiraceae (OTU 85)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.20255318517746057	NA	0.20255318517746057	NA	0.20255318517746057	NA	NA	0.20255318517746057	NA	NA	NA	0.2297168984377362	NA	NA	NA	NA	0.20255318517746057	NA	NA	NA	NA	NA	0.21349047019760753	NA	NA	NA	NA	NA	NA	0.21349047019760753	NA	NA	NA	NA	NA	NA
Lachnospiraceae (OTU 86)	Kruskal-Wallis rank sum test	0	0.001	0	0	0	0	0	5e-4	0	0.06100965236535665	0.5893212383884763	0.20489560909039573	0.586677019095775	0.06100965236535665	0.9177804167479672	0.5992136474425768	0.07093694059892862	0.8218895018681541	0.8968138111262987	NA	0.1441132210749486	0.6325071082386456	0.5992136474425768	0.6728629070392739	NA	0.07093694059892862	0.5992136474425768	0.5992136474425768	0.5992136474425768	NA	0.11164814909963654	0.5992136474425768	0.5503535095912293	0.1710737612151947	0.20489560909039573	0.23720535190171246	0.1441132210749486	NA	0.11164814909963654	0.5992136474425768	0.5992136474425768	0.6411805272493784	NA	NA	0.20489560909039573
Porphyromonadaceae (OTU 87)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0.001	0.0025	NA	NA	NA	0.5716962527520987	0.443187542494577	0.5757600822359543	NA	NA	NA	0.5450222888013783	NA	NA	NA	0.6643894431719992	NA	NA	NA	NA	0.5757600822359543	NA	NA	0.011339391699572205	0.0019421725368346085	0.02107988424811614	0.008378472553421855	0.008378472553421855	0.06585298804947515	0.02107988424811614	0.005181680267330347	3.9438443151970014e-4	0.008378472553421855	0.002010446870859833	0.0024733610238501097	0.027278561945383886	0.008378472553421855	0.5450222888013783
Lachnospiraceae (OTU 88)	Kruskal-Wallis rank sum test	0	0	5e-4	0	0	0	0	0	0	0.08316706249356211	0.08572500023043578	0.9308622398167693	0.5880304314021586	0.08316706249356211	0.08316706249356211	NA	0.08316706249356211	0.08316706249356211	0.5754893732685361	NA	0.19800256213624734	0.22023199253727205	0.6872994239710337	NA	NA	0.10313484351176047	0.12013146129826438	0.6092699282920152	NA	NA	0.3872812370633255	0.3372192590578646	0.3486425623295675	0.5992946924153558	0.3486425623295675	0.5815110230651771	0.468482132514324	0.19800256213624734	0.5754893732685361	0.5754893732685361	0.2887321330263468	0.16064629960559335	0.3677856031997447	0.2562939501904157	0.637277702410788
Anaeroplasma (OTU 89)	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0.09261465099897412	NA	0.09261465099897412	NA	0.05430514998672186	NA	NA	0.08579855225723321	NA	NA	NA	0.1319640840165495	NA	NA	NA	NA	0.09261465099897412	NA	NA	NA	NA	NA	0.11333147361138862	NA	NA	NA	NA	NA	NA	0.11333147361138862	NA	NA	NA	NA	NA	NA
