effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	4	11.710279342725876	2.927569835681469	13.527741399387438	0.07731459931208089	1
unique_cage_no	20	28.08368388212501	1.4041841941062505	6.488467131836984	0.18541647923218685	1
Residuals	516	111.66875464370143	0.21641231520097176	NA	0.7372689214557323	NA
Total	540	151.46271786855232	NA	NA	1	NA
