otu	statistic	p.value	parameter	method	WM	C	WMR	WMC	p.value.adj
Clostridiales (OTU 214)	1.2185952686595307	0.7485479401630498	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 216)	3.733766233766148	0.2916847950063518	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 217)	3.246391254261399	0.3551739480229937	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 219)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 220)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 222)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 223)	2.1937401643644603	0.5331824158937204	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 232)	2.737025490555716	0.433971826002969	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 235)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Oscillibacter (OTU 236)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Pseudoflavonifractor (OTU 240)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 241)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Parabacteroides (OTU 245)	3.7792207792207138	0.28631237183313263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 246)	1.4713707345285902	0.6888935361745059	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 247)	2.137486573576892	0.5443662792187861	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 251)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 253)	3.066147511636222	0.3815385470889678	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 254)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroides (OTU 256)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 258)	1.2185952686595307	0.7485479401630498	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 259)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Coriobacteriaceae (OTU 260)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Coriobacteriaceae (OTU 265)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acidaminococcus (OTU 267)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 270)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 272)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Parabacteroides (OTU 275)	1.2185952686595307	0.7485479401630498	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 276)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 280)	1.6896893396281525	0.6392285193496245	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 285)	1.6372180451128526	0.6509806280666064	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 288)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 290)	1.3228607232366734	0.7237118623124138	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lactobacillus (OTU 294)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 297)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Turicibacter (OTU 299)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidetes (OTU 304)	1.6372180451128526	0.6509806280666064	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroides (OTU 309)	3.935873015872993	0.26847246439053274	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 311)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 312)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 313)	1.643394199785213	0.6495909870261808	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 314)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 318)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 321)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 329)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 330)	1.5013114180801632	0.6819676888143347	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Phascolarctobacterium (OTU 331)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 337)	2.4338624338623016	0.48736227042359065	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Akkermansia (OTU 348)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Akkermansia (OTU 352)	3.447980416156798	0.3275718215211144	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Parasutterella (OTU 356)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 357)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Enterorhabdus (OTU 358)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Akkermansia (OTU 360)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 364)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 365)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 366)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 372)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 373)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Turicibacter (OTU 374)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 378)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 381)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 382)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 385)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 387)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 389)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroides (OTU 400)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 401)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 417)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Blautia (OTU 422)	3.897129186602819	0.272788720504273	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Hungatella (OTU 427)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 438)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidetes (OTU 442)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Anaerofustis (OTU 443)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Pasteurellaceae (OTU 446)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 450)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Barnesiella (OTU 459)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Odoribacter (OTU 465)	3.897129186602819	0.272788720504273	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 468)	2.1937401643644603	0.5331824158937204	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Subdoligranulum (OTU 469)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Megasphaera (OTU 472)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 475)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcus (OTU 477)	3.897129186602819	0.272788720504273	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Jeotgalicoccus (OTU 481)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 491)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 503)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 508)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 514)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 516)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 520)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 545)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 547)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 553)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 555)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 567)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 572)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 575)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 581)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 582)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 587)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 591)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 602)	2.4350649350648035	0.4871406753183332	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 617)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Sutterella (OTU 629)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 631)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 649)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 678)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 680)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridia (OTU 681)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 682)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Veillonella (OTU 683)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 700)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 707)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium_sensu (OTU 713)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 718)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Butyricimonas (OTU 748)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 754)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Acetatifactor (OTU 766)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 790)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 797)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 800)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Oscillibacter (OTU 805)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 828)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 836)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Anaerostipes (OTU 840)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 850)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 920)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 923)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 941)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 949)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidales (OTU 958)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Corynebacterium (OTU 963)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 969)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 989)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1010)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1017)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcus (OTU 1022)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridium (OTU 1044)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lactobacillus (OTU 1121)	3.7792207792207138	0.28631237183313263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1137)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1199)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1203)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroides (OTU 1205)	2.906698564593225	0.40623524787973286	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1215)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1230)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1233)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1260)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1264)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1268)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1270)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonas (OTU 1283)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Barnesiella (OTU 1296)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1332)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Turicibacter (OTU 1346)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1350)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Alistipes (OTU 1361)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 1439)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Ruminococcaceae (OTU 1491)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1592)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 1607)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 1626)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1694)	3.7792207792207138	0.28631237183313263	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1698)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Anaeroplasma (OTU 1777)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1828)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1859)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1888)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 1919)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 1971)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Veillonella (OTU 1974)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidales (OTU 1999)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 2034)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroides (OTU 2112)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2163)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2198)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2212)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2266)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2350)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2611)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Clostridiales (OTU 2630)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Faecalibacterium (OTU 2693)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2741)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2762)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2793)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 2801)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidales (OTU 2888)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteroidales (OTU 2889)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2918)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 2970)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2972)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2974)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 2981)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 3038)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 3051)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 3056)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Pyramidobacter (OTU 3259)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Lachnospiraceae (OTU 3391)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Firmicutes (OTU 3846)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Bacteria (OTU 3896)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Campylobacter (OTU 4212)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 4236)	1.1904761904764602	0.7552894092972947	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 4294)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
Porphyromonadaceae (OTU 4467)	1.421052631579244	0.7006073823725606	3	Kruskal-Wallis rank sum test	0	0	0	0	0.8781594567427876
