effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	4	11.710279342725876	2.927569835681469	12.741267878689115	0.07731459931208089	9.99000999000999e-4
ext_plate	8	15.666956450093558	1.9583695562616947	8.523148045071835	0.10343770843786261	9.99000999000999e-4
group:ext_plate	10	5.064267756909203	0.5064267756909203	2.204053044738667	0.03343573803623578	0.001998001998001998
Residuals	518	119.02121431882367	0.2297706840131731	NA	0.7858119542138207	NA
Total	540	151.46271786855232	NA	NA	1	NA
