effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	3	21.94803532464314	7.316011774881047	46.8022051637849	0.21407288487968745	9.99000999000999e-4
ext_plate	9	8.614806318275622	0.9572007020306247	6.1234324134319245	0.08402558196916912	9.99000999000999e-4
group:ext_plate	16	8.654495095790367	0.5409059434868979	3.460299370799748	0.08441269138348602	9.99000999000999e-4
Residuals	405	63.308657326248245	0.1563176724104895	NA	0.6174888417676574	NA
Total	433	102.52599406495737	NA	NA	1	NA
