effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
unique_cage_no	24	39.793963224850884	1.6580818010354534	7.661679509762059	0.26273107854426775	1
Residuals	516	111.66875464370143	0.21641231520097176	NA	0.7372689214557323	NA
Total	540	151.46271786855232	NA	NA	1	NA
