otu	statistic	p.value	parameter	method	WM	C	WMR	CWM	RM	FRM	WMC	1RM1	WMN	CN	p.value.adj
Bacteroidales (OTU 38)	6.505141994378501	0.6884885828381071	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9400517188751077
Lachnospiraceae (OTU 46)	6.435475875743241	0.6956659144712847	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9438015272763288
Ruminococcaceae (OTU 65)	6.383454505398037	0.7010112759669795	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9450341884871307
Lactobacillus (OTU 13)	4.3330180743859135	0.8881598299515069	9	Kruskal-Wallis rank sum test	0.0025	0.002	0.002	0.001	5e-4	0.0015	0.003	0.0035	0.001	0.0065	0.9564244001189216
Ruminococcaceae (OTU 27)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 33)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Ruminococcaceae (OTU 37)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Oscillibacter (OTU 45)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridium (OTU 51)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Ruminococcaceae (OTU 54)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 64)	5.850902792475043	0.7547428961673333	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 71)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Acetatifactor (OTU 79)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 83)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Anaeroplasma (OTU 89)	4.458755129958806	0.878713450810766	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Firmicutes (OTU 96)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bacteria (OTU 105)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bacteria (OTU 108)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 117)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Firmicutes (OTU 129)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiales (OTU 130)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 133)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiales (OTU 136)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiales (OTU 154)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Coriobacteriaceae (OTU 158)	5.777740641711485	0.7619403849276083	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 163)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiales (OTU 171)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 185)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Firmicutes (OTU 198)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Streptococcus (OTU 257)	5.953888888888573	0.7445242836528807	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Akkermansia (OTU 264)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bacteroides (OTU 296)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bilophila (OTU 339)	6.105555555555561	0.7293091224463915	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiales (OTU 394)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Weissella (OTU 418)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Barnesiella (OTU 527)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 641)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Cloacibacillus (OTU 658)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Rothia (OTU 870)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Morganella (OTU 985)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Blautia (OTU 1062)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lactobacillus (OTU 1252)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lactobacillus (OTU 1538)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Escherichia/Shigella (OTU 1539)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 1606)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Porphyromonadaceae (OTU 1953)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Prevotella (OTU 2008)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Akkermansia (OTU 2296)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Clostridiaceae_ (OTU 2372)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Escherichia/Shigella (OTU 2498)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lactobacillales (OTU 3105)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lactobacillus (OTU 3141)	4.35294117647049	0.8866866076150427	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bacteria (OTU 3911)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Bacteroides (OTU 4397)	3.550000000000557	0.9384633785204441	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9564244001189216
Lachnospiraceae (OTU 36)	2.9846331791141956	0.9649010920250283	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9652409185139103
Clostridium (OTU 126)	2.9759477124182956	0.9652409185139103	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9652409185139103
Firmicutes (OTU 155)	2.9846331791141956	0.9649010920250283	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9652409185139103
Lactobacillus (OTU 423)	2.9846331791141956	0.9649010920250283	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0.9652409185139103
Lachnospiraceae (OTU 31)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 34)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 41)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 50)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridium_sensu (OTU 53)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 55)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Oscillibacter (OTU 57)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 58)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 59)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 68)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 73)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 74)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 76)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 77)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 78)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 82)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 85)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 86)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 87)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcus (OTU 93)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 94)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 95)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 97)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 99)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 100)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 101)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 106)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 107)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 110)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 111)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 112)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 115)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 116)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Oscillibacter (OTU 119)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 121)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 122)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 125)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 127)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 131)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 135)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 137)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 138)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Alistipes (OTU 139)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 141)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 144)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 146)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 147)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 148)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 151)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 152)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 153)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 157)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 160)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 161)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 162)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 165)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 168)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 169)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 170)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 172)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 173)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 174)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 175)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 177)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 179)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 180)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 181)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 183)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 184)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 186)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 188)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 189)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 194)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 195)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 196)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 197)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 199)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 200)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridium (OTU 201)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Actinobacillus (OTU 202)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 203)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 206)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 207)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 208)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 209)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 210)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 211)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 212)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Corynebacterium (OTU 213)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 214)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 215)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 216)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 217)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacillus (OTU 218)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Ruminococcaceae (OTU 219)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 220)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lactobacillus (OTU 221)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 222)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 223)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 224)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 226)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 227)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Dorea (OTU 229)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Streptococcus (OTU 230)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Fusobacterium (OTU 231)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 232)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Pasteurellaceae (OTU 233)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus (OTU 234)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 235)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Oscillibacter (OTU 236)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 238)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 239)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Pseudoflavonifractor (OTU 240)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 241)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 243)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 244)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 247)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteria (OTU 248)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Akkermansia (OTU 250)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 251)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 252)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 253)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 254)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 255)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Bacteroides (OTU 256)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 258)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 259)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 260)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Faecalibacterium (OTU 262)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acetatifactor (OTU 263)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Coriobacteriaceae (OTU 265)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 266)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Acidaminococcus (OTU 267)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales (OTU 269)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 270)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 271)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Blautia (OTU 273)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Lachnospiraceae (OTU 276)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Alistipes (OTU 277)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Porphyromonadaceae (OTU 278)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
Firmicutes (OTU 279)	NaN	NaN	9	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	NaN
