effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	4	11.710279342725876	2.927569835681469	23.443899992384644	0.07731459931208089	9.99000999000999e-4
day	16	63.61084169297617	3.975677605811011	31.83711864243216	0.4199768932456445	9.99000999000999e-4
group:day	35	15.576956531247973	0.44505590089279923	3.563995606315804	0.1028435033416376	9.99000999000999e-4
Residuals	485	60.56464030160229	0.12487554701361296	NA	0.39986500410063697	NA
Total	540	151.46271786855232	NA	NA	1	NA
