effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	3	21.94803532464314	7.316011774881047	41.52353066373419	0.21407288487968745	1
exp_num	4	3.4259539411357274	0.8564884852839318	4.861176686993625	0.03341546670559611	1
group:exp_num	4	2.8000188372468884	0.7000047093117221	3.9730208078206974	0.027310331031493155	1
Residuals	422	74.35198596193162	0.17618954019415076	NA	0.7252013173832232	NA
Total	433	102.52599406495737	NA	NA	1	NA
