effects	Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
group	4	11.710279342725876	2.927569835681469	11.846436108914448	0.07731459931208089	9.99000999000999e-4
miseq_run	2	3.434978188619418	1.717489094309709	6.9498341510139285	0.022678704284182203	0.002997002997002997
group:miseq_run	5	5.587472952215229	1.1174945904430458	4.521951314838401	0.036890087744657706	9.99000999000999e-4
Residuals	529	130.7299873849918	0.2471266302173758	NA	0.8631166086590792	NA
Total	540	151.46271786855232	NA	NA	1	NA
