perf_metric,perf_metric_diff,names,method,perf_metric_name,seed
0.9151805555555554,0.001486111111111188,Otu0083,svmRadial,AUC,100
0.9153055555555555,0.0013611111111111462,Otu0165,svmRadial,AUC,100
0.9164166666666667,2.4999999999997247e-4,Otu0121,svmRadial,AUC,100
0.900361111111111,0.016305555555555684,Otu0142,svmRadial,AUC,100
0.9164444444444445,2.2222222222212373e-4,Otu0153,svmRadial,AUC,100
0.9153888888888889,0.001277777777777711,Otu0106,svmRadial,AUC,100
0.9153333333333333,0.0013333333333332975,Otu0090,svmRadial,AUC,100
0.9059027777777777,0.010763888888888906,Otu0129,svmRadial,AUC,100
0.91625,4.166666666666208e-4,Otu0026,svmRadial,AUC,100
0.9157777777777777,8.88888888888939e-4,Otu0102,svmRadial,AUC,100
0.9145416666666667,0.0021249999999999325,Otu0079,svmRadial,AUC,100
0.9163333333333332,3.3333333333340764e-4,Otu0004,svmRadial,AUC,100
0.9148611111111111,0.0018055555555555047,Otu0062,svmRadial,AUC,100
0.9179722222222222,-0.0013055555555555598,Otu0169,svmRadial,AUC,100
0.9157500000000001,9.166666666665657e-4,Otu0117,svmRadial,AUC,100
0.9138055555555556,0.002861111111110981,Otu0007,svmRadial,AUC,100
0.906173611111111,0.010493055555555575,Otu0133,svmRadial,AUC,100
0.9163333333333332,3.3333333333340764e-4,Otu0150,svmRadial,AUC,100
0.9139999999999999,0.002666666666666706,Otu0048,svmRadial,AUC,100
0.9025,0.01416666666666666,Otu0095,svmRadial,AUC,100
0.9150277777777778,0.0016388888888888564,Otu0069,svmRadial,AUC,100
0.9070555555555555,0.009611111111111126,Otu0013,svmRadial,AUC,100
0.9073194444444446,0.009347222222222062,Otu0118,svmRadial,AUC,100
0.9162777777777777,3.8888888888888307e-4,Otu0057,svmRadial,AUC,100
0.913236111111111,0.0034305555555556033,Otu0081,svmRadial,AUC,100
0.9125277777777778,0.004138888888888803,Otu0021,svmRadial,AUC,100
0.90675,0.009916666666666685,Otu0028,svmRadial,AUC,100
0.9141666666666666,0.0025000000000000577,Otu0002,svmRadial,AUC,100
0.9160555555555555,6.111111111111178e-4,Otu0181,svmRadial,AUC,100
0.9078055555555555,0.008861111111111097,Otu0077,svmRadial,AUC,100
0.9064722222222222,0.010194444444444395,Otu0115,svmRadial,AUC,100
0.9143194444444444,0.0023472222222222783,Otu0059,svmRadial,AUC,100
0.9159722222222222,6.94444444444442e-4,Otu0054,svmRadial,AUC,100
0.9018333333333334,0.014833333333333254,Otu0036,svmRadial,AUC,100
0.9138888888888889,0.002777777777777768,Otu0101,svmRadial,AUC,100
0.9230555555555555,-0.006388888888888888,Otu0044,svmRadial,AUC,100
0.9078333333333333,0.00883333333333336,Otu0017,svmRadial,AUC,100
0.9159444444444443,7.222222222222907e-4,Otu0084,svmRadial,AUC,100
0.913236111111111,0.0034305555555556033,Otu0075,svmRadial,AUC,100
0.9032569444444444,0.013409722222222253,Otu0180,svmRadial,AUC,100
0.91325,0.0034166666666666234,Otu0050,svmRadial,AUC,100
0.9117847222222223,0.004881944444444342,Otu0033,svmRadial,AUC,100
0.9148333333333334,0.0018333333333332424,Otu0098,svmRadial,AUC,100
0.9144305555555556,0.0022361111111109944,Otu0032,svmRadial,AUC,100
0.8983333333333333,0.018333333333333313,Otu0034,svmRadial,AUC,100
0.9163055555555555,3.6111111111114536e-4,Otu0061,svmRadial,AUC,100
0.91325,0.0034166666666666234,Otu0046,svmRadial,AUC,100
0.915,0.0016666666666665941,Otu0091,svmRadial,AUC,100
0.9156388888888888,0.0010277777777778496,Otu0027,svmRadial,AUC,100
0.9166944444444444,-2.777777777773771e-5,Otu0128,svmRadial,AUC,100
0.9155833333333334,0.001083333333333214,Otu0131,svmRadial,AUC,100
0.9141111111111111,0.002555555555555533,Otu0072,svmRadial,AUC,100
0.9160555555555555,6.111111111111178e-4,Otu0074,svmRadial,AUC,100
0.9071666666666667,0.009499999999999953,Otu0009,svmRadial,AUC,100
0.9004722222222221,0.01619444444444451,Otu0023,svmRadial,AUC,100
0.9081805555555555,0.008486111111111083,Otu0015,svmRadial,AUC,100
0.9161944444444444,4.722222222222072e-4,Otu0003,svmRadial,AUC,100
0.9160138888888889,6.527777777777244e-4,Otu0040,svmRadial,AUC,100
0.9151527777777777,0.0015138888888889257,Otu0030,svmRadial,AUC,100
0.9114444444444445,0.005222222222222128,Otu0051,svmRadial,AUC,100
0.9149444444444444,0.0017222222222221806,Otu0066,svmRadial,AUC,100
0.9161388888888888,5.277777777777937e-4,Otu0103,svmRadial,AUC,100
0.9164999999999999,1.6666666666675933e-4,Otu0070,svmRadial,AUC,100
0.9159722222222222,6.94444444444442e-4,Otu0005,svmRadial,AUC,100
0.9160555555555555,6.111111111111178e-4,Otu0052,svmRadial,AUC,100
0.9158333333333333,8.333333333333526e-4,Otu0163,svmRadial,AUC,100
0.9152777777777777,0.001388888888888884,Otu0126,svmRadial,AUC,100
0.9158055555555555,8.611111111110903e-4,Otu0151,svmRadial,AUC,100
0.9166666666666665,1.1102230246251565e-16,Otu0125,svmRadial,AUC,100
0.9133541666666666,0.0033125000000000515,Otu0116,svmRadial,AUC,100
0.9166666666666665,1.1102230246251565e-16,Otu0167,svmRadial,AUC,100
0.9144444444444444,0.0022222222222222365,Otu0025,svmRadial,AUC,100
0.9150138888888888,0.0016527777777778363,Otu0119,svmRadial,AUC,100
0.9135,0.003166666666666651,Otu0078,svmRadial,AUC,100
0.91594444444444445,7.222222222221797e-4,Otu0254,svmRadial,AUC,100
0.9147916666666667,0.00187499999999996,Otu0049,svmRadial,AUC,100
