perf_metric,perf_metric_diff,names,method,perf_metric_name,seed
0.9527777777777777,0,Otu0083,rf,AUC,100
0.9527777777777777,0,Otu0165,rf,AUC,100
0.9532222222222222,-4.444444444444695e-4,Otu0121,rf,AUC,100
0.9527777777777777,0,Otu0142,rf,AUC,100
0.9527777777777777,0,Otu0153,rf,AUC,100
0.9527777777777777,0,Otu0106,rf,AUC,100
0.9424166666666666,0.010361111111111154,Otu0090,rf,AUC,100
0.9527777777777777,0,Otu0129,rf,AUC,100
0.9528333333333333,-5.5555555555586444e-5,Otu0026,rf,AUC,100
0.9527777777777777,0,Otu0102,rf,AUC,100
0.9528194444444443,-4.1666666666606567e-5,Otu0079,rf,AUC,100
0.9533749999999999,-5.972222222221379e-4,Otu0004,rf,AUC,100
0.9491944444444443,0.0035833333333333828,Otu0062,rf,AUC,100
0.9527777777777777,0,Otu0169,rf,AUC,100
0.9527777777777777,0,Otu0117,rf,AUC,100
0.9529583333333334,-1.805555555556282e-4,Otu0007,rf,AUC,100
0.9527777777777777,0,Otu0133,rf,AUC,100
0.9527777777777777,0,Otu0150,rf,AUC,100
0.9530555555555554,-2.777777777777102e-4,Otu0048,rf,AUC,100
0.9527777777777777,0,Otu0095,rf,AUC,100
0.9527777777777777,0,Otu0069,rf,AUC,100
0.9536666666666666,-8.88888888888828e-4,Otu0013,rf,AUC,100
0.9527777777777777,0,Otu0118,rf,AUC,100
0.9534999999999999,-7.222222222221797e-4,Otu0057,rf,AUC,100
0.9527777777777777,0,Otu0081,rf,AUC,100
0.9527777777777777,0,Otu0021,rf,AUC,100
0.9468055555555556,0.005972222222222157,Otu0028,rf,AUC,100
0.9561111111111111,-0.0033333333333334103,Otu0002,rf,AUC,100
0.9527777777777777,0,Otu0181,rf,AUC,100
0.9527777777777777,0,Otu0077,rf,AUC,100
0.9523333333333334,4.444444444443585e-4,Otu0115,rf,AUC,100
0.9530277777777778,-2.500000000000835e-4,Otu0059,rf,AUC,100
0.9527222222222221,5.5555555555586444e-5,Otu0054,rf,AUC,100
0.9527777777777777,0,Otu0036,rf,AUC,100
0.9529444444444444,-1.666666666666483e-4,Otu0101,rf,AUC,100
0.9533055555555555,-5.277777777777937e-4,Otu0044,rf,AUC,100
0.9502499999999999,0.0025277777777777954,Otu0017,rf,AUC,100
0.9527777777777777,0,Otu0084,rf,AUC,100
0.9527777777777777,0,Otu0075,rf,AUC,100
0.9527777777777777,0,Otu0180,rf,AUC,100
0.95175,0.0010277777777777386,Otu0050,rf,AUC,100
0.9278749999999999,0.02490277777777783,Otu0033,rf,AUC,100
0.9528888888888888,-1.1111111111106187e-4,Otu0098,rf,AUC,100
0.9483472222222222,0.004430555555555493,Otu0032,rf,AUC,100
0.9527777777777777,0,Otu0034,rf,AUC,100
0.9528888888888888,-1.1111111111106187e-4,Otu0061,rf,AUC,100
0.9532777777777777,-4.999999999999449e-4,Otu0046,rf,AUC,100
0.9527777777777777,0,Otu0091,rf,AUC,100
0.9533333333333333,-5.555555555555314e-4,Otu0027,rf,AUC,100
0.953125,-3.472222222222765e-4,Otu0128,rf,AUC,100
0.9527777777777777,0,Otu0131,rf,AUC,100
0.9552222222222221,-0.0024444444444443603,Otu0072,rf,AUC,100
0.9527777777777777,0,Otu0074,rf,AUC,100
0.9531805555555555,-4.027777777777519e-4,Otu0009,rf,AUC,100
0.9548194444444443,-0.0020416666666666083,Otu0023,rf,AUC,100
0.9514583333333333,0.0013194444444444287,Otu0015,rf,AUC,100
0.9503472222222221,0.0024305555555556024,Otu0003,rf,AUC,100
0.9527777777777777,0,Otu0040,rf,AUC,100
0.9527777777777777,0,Otu0030,rf,AUC,100
0.9527777777777777,0,Otu0051,rf,AUC,100
0.9434444444444445,0.009333333333333194,Otu0066,rf,AUC,100
0.9527777777777777,0,Otu0103,rf,AUC,100
0.9527777777777777,0,Otu0070,rf,AUC,100
0.9550694444444444,-0.002291666666666692,Otu0005,rf,AUC,100
0.9532499999999999,-4.722222222222072e-4,Otu0052,rf,AUC,100
0.9527777777777777,0,Otu0163,rf,AUC,100
0.9527777777777777,0,Otu0126,rf,AUC,100
0.9527777777777777,0,Otu0151,rf,AUC,100
0.9520277777777777,7.500000000000284e-4,Otu0125,rf,AUC,100
0.9527777777777777,0,Otu0116,rf,AUC,100
0.9527777777777777,0,Otu0167,rf,AUC,100
0.9530555555555554,-2.777777777777102e-4,Otu0025,rf,AUC,100
0.9527777777777777,0,Otu0119,rf,AUC,100
0.9527777777777777,0,Otu0078,rf,AUC,100
0.9527777777777777,0,Otu0254,rf,AUC,100
0.9516111111111111,0.0011666666666666492,Otu0049,rf,AUC,100
0.9541666666666667,-0.001388888888888995,Otu0024,rf,AUC,100
0.9527777777777777,0,Otu0031,rf,AUC,100
0.9527777777777777,0,Otu0122,rf,AUC,100
0.9527777777777777,0,Otu0047,rf,AUC,100
0.9532361111111111,-4.5833333333333837e-4,Otu0016,rf,AUC,100
0.9500833333333333,0.0026944444444444438,Otu0073,rf,AUC,100
0.9529444444444444,-1.666666666666483e-4,Otu0064,rf,AUC,100
0.9532499999999999,-4.722222222222072e-4,Otu0041,rf,AUC,100
0.9522916666666665,4.861111111111871e-4,Otu0029,rf,AUC,100
0.9518888888888888,8.88888888888939e-4,Otu0108,rf,AUC,100
0.9527777777777777,0,Otu0088,rf,AUC,100
0.9528888888888888,-1.1111111111106187e-4,Otu0086,rf,AUC,100
0.9500277777777778,0.002749999999999919,Otu0120,rf,AUC,100
0.9530694444444444,-2.9166666666669006e-4,Otu0011,rf,AUC,100
0.955,-0.0022222222222222365,Otu0039,rf,AUC,100
0.9527777777777777,0,Otu0193,rf,AUC,100
0.9527777777777777,0,Otu0068,rf,AUC,100
0.9528888888888888,-1.1111111111106187e-4,Otu0092,rf,AUC,100
0.9527777777777777,0,Otu0063,rf,AUC,100
0.9527777777777777,0,Otu0097,rf,AUC,100
0.9527777777777777,0,Otu0076,rf,AUC,100
0.9527777777777777,0,Otu0060,rf,AUC,100
0.9458472222222223,0.00693055555555544,Otu0008,rf,AUC,100
